	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment
1695125	0.38813	0.28762	1.00000	0.31259	0.31259	13993.00000	8341.00000	0.28762	0.38813	
1695126	0.38908	0.28754	1.00000	0.56851	0.48054	14005.00000	8340.00000	0.28754	0.38908	
1695127	0.39233	0.28773	1.00000	0.43320	0.39908	14046.00000	8341.00000	0.28773	0.39233	
1695128	0.39280	0.28774	1.00000	1.00000	0.99521	14052.00000	8341.00000	0.28774	0.39280	
1695129	0.39391	0.28767	1.00000	0.72647	0.64289	14066.00000	8340.00000	0.28767	0.39391	
1695130	0.39581	0.28782	1.00000	0.51470	0.48971	14090.00000	8341.00000	0.28782	0.39581	
1695131	0.39701	0.28764	1.00000	0.93984	0.89574	14105.00000	8339.00000	0.28764	0.39701	
1695132	0.39756	0.28776	1.00000	0.32154	0.32154	14112.00000	8340.00000	0.28776	0.39756	
1695133	0.40002	0.28783	1.00000	0.66396	0.57351	14143.00000	8340.00000	0.28783	0.40002	
1695134	0.40049	0.28784	1.00000	0.13275	0.13275	14149.00000	8340.00000	0.28784	0.40049	
1695135	0.40113	0.28775	1.00000	0.54722	0.42441	14157.00000	8339.00000	0.28775	0.40113	
1695136	0.40184	0.28777	1.00000	0.71848	0.57652	14166.00000	8339.00000	0.28777	0.40184	
1695137	0.40429	0.28804	1.00000	0.54856	0.51816	14197.00000	8341.00000	0.28804	0.40429	
1695138	0.40469	0.28795	1.00000	0.42923	0.42923	14202.00000	8340.00000	0.28795	0.40469	
1695139	0.40580	0.28808	1.00000	0.39718	0.36679	14216.00000	8341.00000	0.28808	0.40580	
1695140	0.40620	0.28799	1.00000	0.27072	0.27072	14221.00000	8340.00000	0.28799	0.40620	
1695141	0.40730	0.28822	1.00000	0.98305	0.97581	14235.00000	8342.00000	0.28822	0.40730	
1695142	0.40754	0.28843	1.00000	0.98662	0.96147	14238.00000	8344.00000	0.28843	0.40754	
1695143	0.40809	0.28824	1.00000	0.99170	0.97600	14245.00000	8342.00000	0.28824	0.40809	
1695144	0.40865	0.28805	1.00000	0.89491	0.73088	14252.00000	8340.00000	0.28805	0.40865	
1695145	0.40944	0.28818	1.00000	0.94172	0.93725	14262.00000	8341.00000	0.28818	0.40944	
1695146	0.41063	0.28810	1.00000	0.97729	0.96740	14277.00000	8340.00000	0.28810	0.41063	
1695147	0.41467	0.28831	1.00000	0.93067	0.68460	14328.00000	8341.00000	0.28831	0.41467	
1695148	0.42093	0.28848	1.00000	0.36219	0.36219	14407.00000	8341.00000	0.28848	0.42093	
1695149	0.42141	0.28829	1.00000	0.44976	0.37610	14413.00000	8339.00000	0.28829	0.42141	
1695150	0.42426	0.28846	1.00000	0.41319	0.41319	14449.00000	8340.00000	0.28846	0.42426	
1695151	0.43092	0.28864	1.00000	0.76826	0.65005	14533.00000	8340.00000	0.28864	0.43092	
1695152	0.43139	0.28875	1.00000	0.44701	0.43269	14539.00000	8341.00000	0.28875	0.43139	
1695153	0.43179	0.28866	1.00000	0.33943	0.33943	14544.00000	8340.00000	0.28866	0.43179	
1695154	0.43313	0.28890	1.00000	0.47322	0.37569	14561.00000	8342.00000	0.28890	0.43313	
1695155	0.43337	0.28881	1.00000	0.48950	0.46054	14564.00000	8341.00000	0.28881	0.43337	
1695156	0.43512	0.28865	1.00000	0.50293	0.38035	14586.00000	8339.00000	0.28865	0.43512	
1695157	0.43591	0.28887	1.00000	0.79709	0.76554	14596.00000	8341.00000	0.28887	0.43591	
1695158	0.43614	0.28898	1.00000	0.83736	0.76972	14599.00000	8342.00000	0.28898	0.43614	
1695159	0.43630	0.28888	1.00000	0.81636	0.73808	14601.00000	8341.00000	0.28888	0.43630	
1695160	0.43654	0.28889	1.00000	0.98892	0.97112	14604.00000	8341.00000	0.28889	0.43654	
1695161	0.43670	0.28910	1.00000	0.99179	0.98301	14606.00000	8343.00000	0.28910	0.43670	
1695523	0.36784	0.28718	1.00000	0.57482	0.53835	13737.00000	8342.00000	0.28718	0.36784	
1695524	0.36832	0.28699	1.00000	0.53692	0.47367	13743.00000	8340.00000	0.28699	0.36832	
1695525	0.36856	0.28690	1.00000	0.60747	0.53047	13746.00000	8339.00000	0.28690	0.36856	
1695526	0.37402	0.28724	1.00000	0.38242	0.38029	13815.00000	8341.00000	0.28724	0.37402	
1695527	0.37410	0.28735	1.00000	0.37849	0.35003	13816.00000	8342.00000	0.28735	0.37410	
1695528	0.37601	0.28730	1.00000	0.35482	0.35482	13840.00000	8341.00000	0.28730	0.37601	
1695529	0.37902	0.28738	1.00000	0.36905	0.36473	13878.00000	8341.00000	0.28738	0.37902	
1695530	0.38044	0.28741	1.00000	0.30751	0.30417	13896.00000	8341.00000	0.28741	0.38044	
1695531	0.38211	0.28746	1.00000	0.32213	0.31900	13917.00000	8341.00000	0.28746	0.38211	
1695532	0.38266	0.28747	1.00000	0.29458	0.29458	13924.00000	8341.00000	0.28747	0.38266	
1695533	0.38282	0.28748	1.00000	0.38338	0.34710	13926.00000	8341.00000	0.28748	0.38282	
1695534	0.38314	0.28748	1.00000	0.32851	0.32851	13930.00000	8341.00000	0.28748	0.38314	
1695535	0.38417	0.28761	1.00000	0.56259	0.44722	13943.00000	8342.00000	0.28761	0.38417	
1695536	0.38496	0.28753	1.00000	0.50625	0.45806	13953.00000	8341.00000	0.28753	0.38496	
1695537	0.38575	0.28755	1.00000	0.44475	0.40420	13963.00000	8341.00000	0.28755	0.38575	
1695538	0.38694	0.28769	1.00000	0.48355	0.44467	13978.00000	8342.00000	0.28769	0.38694	
1695539	0.38836	0.28772	1.00000	0.33302	0.31508	13996.00000	8342.00000	0.28772	0.38836	
1695540	0.39027	0.28767	1.00000	0.26628	0.26628	14020.00000	8341.00000	0.28767	0.39027	
1695541	0.39058	0.28768	1.00000	0.19864	0.17376	14024.00000	8341.00000	0.28768	0.39058	
1695542	0.39114	0.28769	1.00000	0.18257	0.17938	14031.00000	8341.00000	0.28769	0.39114	
1695543	0.39264	0.28773	1.00000	1.00000	0.99503	14050.00000	8341.00000	0.28773	0.39264	
1695544	0.39542	0.28781	1.00000	0.91060	0.91060	14085.00000	8341.00000	0.28781	0.39542	
1695545	0.39922	0.28780	1.00000	0.98999	0.97333	14133.00000	8340.00000	0.28780	0.39922	
1695546	0.40065	0.28794	1.00000	0.58194	0.38727	14151.00000	8341.00000	0.28794	0.40065	
1695547	0.40160	0.28787	1.00000	0.70741	0.69749	14163.00000	8340.00000	0.28787	0.40160	
1695548	0.40215	0.28809	1.00000	0.59597	0.51166	14170.00000	8342.00000	0.28809	0.40215	
1695549	0.40453	0.28805	1.00000	0.51010	0.51010	14200.00000	8341.00000	0.28805	0.40453	
1695550	0.40508	0.28806	1.00000	0.64865	0.57790	14207.00000	8341.00000	0.28806	0.40508	
1695551	0.40897	0.28816	1.00000	0.42666	0.42473	14256.00000	8341.00000	0.28816	0.40897	
1695552	0.40913	0.28817	1.00000	0.42324	0.42324	14258.00000	8341.00000	0.28817	0.40913	
1695553	0.40992	0.28819	1.00000	0.88987	0.88987	14268.00000	8341.00000	0.28819	0.40992	
1695554	0.41745	0.28839	1.00000	0.46447	0.44949	14363.00000	8341.00000	0.28839	0.41745	
1695555	0.42030	0.28846	1.00000	0.36464	0.36464	14399.00000	8341.00000	0.28846	0.42030	
1695556	0.42069	0.28847	1.00000	0.45872	0.42039	14404.00000	8341.00000	0.28847	0.42069	
1695557	0.43068	0.28884	1.00000	0.51668	0.46946	14530.00000	8342.00000	0.28884	0.43068	
1695558	0.43179	0.28876	1.00000	0.39362	0.35557	14544.00000	8341.00000	0.28876	0.43179	
1695559	0.43195	0.28877	1.00000	0.38371	0.32554	14546.00000	8341.00000	0.28877	0.43195	
1695560	0.43329	0.28880	1.00000	0.33324	0.33324	14563.00000	8341.00000	0.28880	0.43329	
1695561	0.43559	0.28886	1.00000	0.45583	0.42643	14592.00000	8341.00000	0.28886	0.43559	
1695932	0.36903	0.28711	1.00000	0.58112	0.53766	13752.00000	8341.00000	0.28711	0.36903	
1695933	0.37529	0.28738	1.00000	0.44013	0.44013	13831.00000	8342.00000	0.28738	0.37529	
1695934	0.37592	0.28750	1.00000	0.54974	0.47382	13839.00000	8343.00000	0.28750	0.37592	
1695935	0.37822	0.28746	1.00000	0.45662	0.43905	13868.00000	8342.00000	0.28746	0.37822	
1695936	0.38116	0.28743	1.00000	0.33028	0.32803	13905.00000	8341.00000	0.28743	0.38116	
1695937	0.38187	0.28755	1.00000	0.37800	0.32894	13914.00000	8342.00000	0.28755	0.38187	
1695938	0.38298	0.28748	1.00000	0.35746	0.34865	13928.00000	8341.00000	0.28748	0.38298	
1695939	0.38377	0.28750	1.00000	0.42565	0.38346	13938.00000	8341.00000	0.28750	0.38377	
1695940	0.38472	0.28753	1.00000	0.36736	0.36736	13950.00000	8341.00000	0.28753	0.38472	
1695941	0.38630	0.28767	1.00000	0.33557	0.31704	13970.00000	8342.00000	0.28767	0.38630	
1695942	0.38654	0.28768	1.00000	0.33000	0.33000	13973.00000	8342.00000	0.28768	0.38654	
1695943	0.38757	0.28760	1.00000	0.29374	0.29374	13986.00000	8341.00000	0.28760	0.38757	
1695944	0.38821	0.28772	1.00000	0.27251	0.27251	13994.00000	8342.00000	0.28772	0.38821	
1695945	0.38884	0.28774	1.00000	0.56039	0.52176	14002.00000	8342.00000	0.28774	0.38884	
1695946	0.38932	0.28775	1.00000	0.30315	0.30315	14008.00000	8342.00000	0.28775	0.38932	
1695947	0.39019	0.28777	1.00000	0.40752	0.32151	14019.00000	8342.00000	0.28777	0.39019	
1695948	0.39082	0.28779	1.00000	0.18668	0.18424	14027.00000	8342.00000	0.28779	0.39082	
1695949	0.39201	0.28762	1.00000	0.35143	0.31776	14042.00000	8340.00000	0.28762	0.39201	
1695950	0.39494	0.28790	1.00000	0.99905	0.99403	14079.00000	8342.00000	0.28790	0.39494	
1695951	0.39653	0.28784	1.00000	0.98423	0.98423	14099.00000	8341.00000	0.28784	0.39653	
1695952	0.39661	0.28784	1.00000	0.97781	0.97210	14100.00000	8341.00000	0.28784	0.39661	
1695953	0.39677	0.28784	1.00000	0.96894	0.96894	14102.00000	8341.00000	0.28784	0.39677	
1695954	0.39748	0.28796	1.00000	0.38561	0.37033	14111.00000	8342.00000	0.28796	0.39748	
1695955	0.39954	0.28802	1.00000	0.99748	0.94326	14137.00000	8342.00000	0.28802	0.39954	
1695956	0.40104	0.28806	1.00000	0.58516	0.48837	14156.00000	8342.00000	0.28806	0.40104	
1695957	0.40603	0.28819	1.00000	0.38995	0.34876	14219.00000	8342.00000	0.28819	0.40603	
1695958	0.40667	0.28810	1.00000	0.95432	0.87476	14227.00000	8341.00000	0.28810	0.40667	
1695959	0.40699	0.28821	1.00000	0.91198	0.91198	14231.00000	8342.00000	0.28821	0.40699	
1695960	0.40841	0.28825	1.00000	0.93848	0.89002	14249.00000	8342.00000	0.28825	0.40841	
1695961	0.40881	0.28826	1.00000	0.59155	0.42810	14254.00000	8342.00000	0.28826	0.40881	
1695962	0.40976	0.28829	1.00000	0.97502	0.97015	14266.00000	8342.00000	0.28829	0.40976	
1695963	0.41024	0.28820	1.00000	0.99000	0.97605	14272.00000	8341.00000	0.28820	0.41024	
1695964	0.41055	0.28831	1.00000	0.99704	0.98961	14276.00000	8342.00000	0.28831	0.41055	
1695965	0.41095	0.28822	1.00000	0.96145	0.93181	14281.00000	8341.00000	0.28822	0.41095	
1695966	0.41111	0.28832	1.00000	0.36232	0.36232	14283.00000	8342.00000	0.28832	0.41111	
1695967	0.41523	0.28833	1.00000	0.34102	0.34102	14335.00000	8341.00000	0.28833	0.41523	
1695968	0.41919	0.28853	1.00000	0.30271	0.30271	14385.00000	8342.00000	0.28853	0.41919	
1695969	0.43258	0.28889	1.00000	0.97287	0.88938	14554.00000	8342.00000	0.28889	0.43258	
1695970	0.43535	0.28886	1.00000	0.47866	0.44022	14589.00000	8341.00000	0.28886	0.43535	
1695971	0.43709	0.28901	1.00000	0.99046	0.84927	14611.00000	8342.00000	0.28901	0.43709	
1695972	0.43741	0.28912	1.00000	0.40279	0.32462	14615.00000	8343.00000	0.28912	0.43741	
1695973	0.43797	0.28893	1.00000	0.08906	0.08906	14622.00000	8341.00000	0.28893	0.43797	
1696377	0.36816	0.28740	1.00000	0.50814	0.49461	13741.00000	8344.00000	0.28740	0.36816	
1696378	0.36919	0.28722	1.00000	0.38292	0.38292	13754.00000	8342.00000	0.28722	0.36919	
1696379	0.37553	0.28739	1.00000	0.47214	0.44326	13834.00000	8342.00000	0.28739	0.37553	
1696380	0.37608	0.28761	1.00000	0.36205	0.35702	13841.00000	8344.00000	0.28761	0.37608	
1696381	0.37933	0.28769	1.00000	0.40275	0.38704	13882.00000	8344.00000	0.28769	0.37933	
1696382	0.38036	0.28762	1.00000	0.50003	0.34044	13895.00000	8343.00000	0.28762	0.38036	
1696383	0.38226	0.28777	1.00000	0.39637	0.31913	13919.00000	8344.00000	0.28777	0.38226	
1696384	0.38329	0.28759	1.00000	0.41917	0.34421	13932.00000	8342.00000	0.28759	0.38329	
1696385	0.38345	0.28760	1.00000	0.34692	0.32017	13934.00000	8342.00000	0.28760	0.38345	
1696386	0.38361	0.28780	1.00000	0.29635	0.29635	13936.00000	8344.00000	0.28780	0.38361	
1696387	0.38432	0.28772	1.00000	0.27570	0.27570	13945.00000	8343.00000	0.28772	0.38432	
1696388	0.38472	0.28783	1.00000	0.47227	0.40415	13950.00000	8344.00000	0.28783	0.38472	
1696389	0.38590	0.28786	1.00000	0.40715	0.29767	13965.00000	8344.00000	0.28786	0.38590	
1696390	0.38995	0.28787	1.00000	0.50656	0.48267	14016.00000	8343.00000	0.28787	0.38995	
1696391	0.39121	0.28800	1.00000	0.17515	0.17515	14032.00000	8344.00000	0.28800	0.39121	
1696392	0.39169	0.28791	1.00000	0.26015	0.25419	14038.00000	8343.00000	0.28791	0.39169	
1696393	0.39304	0.28805	1.00000	1.00000	0.99663	14055.00000	8344.00000	0.28805	0.39304	
1696394	0.39351	0.28786	1.00000	0.85387	0.65689	14061.00000	8342.00000	0.28786	0.39351	
1696395	0.39470	0.28810	1.00000	0.99592	0.98706	14076.00000	8344.00000	0.28810	0.39470	
1696396	0.39518	0.28790	1.00000	0.99379	0.98132	14082.00000	8342.00000	0.28790	0.39518	
1696397	0.39605	0.28803	1.00000	0.99386	0.97963	14093.00000	8343.00000	0.28803	0.39605	
1696398	0.39898	0.28800	1.00000	0.98292	0.89983	14130.00000	8342.00000	0.28800	0.39898	
1696399	0.39921	0.28852	1.00000	0.99096	0.96626	14133.00000	8347.00000	0.28852	0.39921	
1696400	0.40001	0.28824	1.00000	0.65029	0.59381	14143.00000	8344.00000	0.28824	0.40001	
1696401	0.40041	0.28794	1.00000	0.45870	0.44164	14148.00000	8341.00000	0.28794	0.40041	
1696402	0.40049	0.28804	1.00000	0.24520	0.24520	14149.00000	8342.00000	0.28804	0.40049	
1696403	0.40120	0.28806	1.00000	0.68963	0.68963	14158.00000	8342.00000	0.28806	0.40120	
1696404	0.40176	0.28808	1.00000	0.67754	0.67308	14165.00000	8342.00000	0.28808	0.40176	
1696405	0.40429	0.28825	1.00000	0.51019	0.44539	14197.00000	8343.00000	0.28825	0.40429	
1696406	0.40484	0.28826	1.00000	0.66012	0.63541	14204.00000	8343.00000	0.28826	0.40484	
1696407	0.40548	0.28817	1.00000	0.56061	0.45863	14212.00000	8342.00000	0.28817	0.40548	
1696408	0.40920	0.28837	1.00000	0.41801	0.41801	14259.00000	8343.00000	0.28837	0.40920	
1696409	0.41182	0.28844	1.00000	0.27361	0.27361	14292.00000	8343.00000	0.28844	0.41182	
1696410	0.41269	0.28836	1.00000	0.33759	0.33759	14303.00000	8342.00000	0.28836	0.41269	
1696411	0.41435	0.28841	1.00000	0.38083	0.37563	14324.00000	8342.00000	0.28841	0.41435	
1696412	0.41515	0.28833	1.00000	0.52651	0.45920	14334.00000	8341.00000	0.28833	0.41515	
1696413	0.41546	0.28844	1.00000	0.49819	0.45205	14338.00000	8342.00000	0.28844	0.41546	
1696414	0.41903	0.28863	1.00000	0.43366	0.39028	14383.00000	8343.00000	0.28863	0.41903	
1696415	0.42077	0.28858	1.00000	0.45493	0.42047	14405.00000	8342.00000	0.28858	0.42077	
1696416	0.42109	0.28858	1.00000	0.40298	0.40022	14409.00000	8342.00000	0.28858	0.42109	
1696417	0.42410	0.28877	1.00000	0.52411	0.38689	14447.00000	8343.00000	0.28877	0.42410	
1696418	0.43107	0.28905	1.00000	0.73070	0.57711	14535.00000	8344.00000	0.28905	0.43107	
1696419	0.43162	0.28907	1.00000	0.38069	0.28885	14542.00000	8344.00000	0.28907	0.43162	
1696420	0.43178	0.28907	1.00000	0.23882	0.22199	14544.00000	8344.00000	0.28907	0.43178	
1696421	0.43218	0.28898	1.00000	0.41836	0.35542	14549.00000	8343.00000	0.28898	0.43218	
1696422	0.43297	0.28910	1.00000	0.43897	0.43897	14559.00000	8344.00000	0.28910	0.43297	
1696818	0.36855	0.28731	1.00000	0.58353	0.59191	13746.00000	8343.00000	0.28731	0.36855	
1696819	0.37537	0.28759	1.00000	0.45355	0.39082	13832.00000	8344.00000	0.28759	0.37537	
1696820	0.37782	0.28755	1.00000	0.59844	0.55314	13863.00000	8343.00000	0.28755	0.37782	
1696821	0.37838	0.28767	1.00000	0.44727	0.44727	13870.00000	8344.00000	0.28767	0.37838	
1696822	0.37870	0.28757	1.00000	0.50318	0.44095	13874.00000	8343.00000	0.28757	0.37870	
1696823	0.37901	0.28779	1.00000	0.47214	0.42243	13878.00000	8345.00000	0.28779	0.37901	
1696824	0.38194	0.28786	1.00000	0.36233	0.32034	13915.00000	8345.00000	0.28786	0.38194	
1696825	0.38210	0.28776	1.00000	0.33563	0.29592	13917.00000	8344.00000	0.28776	0.38210	
1696826	0.38266	0.28768	1.00000	0.39779	0.34162	13924.00000	8343.00000	0.28768	0.38266	
1696827	0.38289	0.28779	1.00000	0.29336	0.29336	13927.00000	8344.00000	0.28779	0.38289	
1696828	0.38400	0.28781	1.00000	0.47526	0.41287	13941.00000	8344.00000	0.28781	0.38400	
1696829	0.38527	0.28775	1.00000	0.54677	0.56144	13957.00000	8343.00000	0.28775	0.38527	
1696830	0.38558	0.28806	1.00000	0.54150	0.50298	13961.00000	8346.00000	0.28806	0.38558	
1696831	0.38971	0.28786	1.00000	0.48777	0.45192	14013.00000	8343.00000	0.28786	0.38971	
1696832	0.39082	0.28799	1.00000	0.19506	0.19506	14027.00000	8344.00000	0.28799	0.39082	
1696833	0.39137	0.28791	1.00000	0.25291	0.20512	14034.00000	8343.00000	0.28791	0.39137	
1696834	0.39192	0.28823	1.00000	0.32860	0.30800	14041.00000	8346.00000	0.28823	0.39192	
1696835	0.39446	0.28809	1.00000	0.89010	0.89010	14073.00000	8344.00000	0.28809	0.39446	
1696836	0.39549	0.28801	1.00000	0.99364	0.98136	14086.00000	8343.00000	0.28801	0.39549	
1696837	0.39573	0.28792	1.00000	0.98436	0.96119	14089.00000	8342.00000	0.28792	0.39573	
1696838	0.39676	0.28815	1.00000	0.96736	0.96736	14102.00000	8344.00000	0.28815	0.39676	
1696839	0.39724	0.28796	1.00000	0.97278	0.96311	14108.00000	8342.00000	0.28796	0.39724	
1696840	0.40024	0.28845	1.00000	0.61337	0.48005	14146.00000	8346.00000	0.28845	0.40024	
1696841	0.40088	0.28826	1.00000	0.68503	0.55076	14154.00000	8344.00000	0.28826	0.40088	
1696842	0.40144	0.28807	1.00000	0.84977	0.64746	14161.00000	8342.00000	0.28807	0.40144	
1696843	0.40191	0.28839	1.00000	0.47643	0.33859	14167.00000	8345.00000	0.28839	0.40191	
1696844	0.40231	0.28830	1.00000	0.34100	0.34100	14172.00000	8344.00000	0.28830	0.40231	
1696845	0.40516	0.28837	1.00000	0.68812	0.60411	14208.00000	8344.00000	0.28837	0.40516	
1696846	0.40571	0.28839	1.00000	0.34200	0.34200	14215.00000	8344.00000	0.28839	0.40571	
1696847	0.40595	0.28849	1.00000	0.44655	0.37687	14218.00000	8345.00000	0.28849	0.40595	
1696848	0.40611	0.28840	1.00000	0.40545	0.37622	14220.00000	8344.00000	0.28840	0.40611	
1696849	0.40976	0.28849	1.00000	0.97835	0.97835	14266.00000	8344.00000	0.28849	0.40976	
1696850	0.41086	0.28852	1.00000	0.99464	0.98460	14280.00000	8344.00000	0.28852	0.41086	
1696851	0.41126	0.28833	1.00000	0.42672	0.40495	14285.00000	8342.00000	0.28833	0.41126	
1696852	0.41285	0.28857	1.00000	0.37658	0.37233	14305.00000	8344.00000	0.28857	0.41285	
1696853	0.41451	0.28862	1.00000	0.37605	0.37354	14326.00000	8344.00000	0.28862	0.41451	
1696854	0.41673	0.28867	1.00000	0.35431	0.35431	14354.00000	8344.00000	0.28867	0.41673	
1696855	0.41934	0.28874	1.00000	0.33519	0.33519	14387.00000	8344.00000	0.28874	0.41934	
1696856	0.43051	0.28904	1.00000	0.44902	0.44902	14528.00000	8344.00000	0.28904	0.43051	
1696857	0.43194	0.28907	1.00000	0.28783	0.25547	14546.00000	8344.00000	0.28907	0.43194	
1696858	0.43233	0.28939	1.00000	1.00000	0.79073	14551.00000	8347.00000	0.28939	0.43233	
1696859	0.43567	0.28917	1.00000	0.39602	0.39602	14593.00000	8344.00000	0.28917	0.43567	
1697230	0.37846	0.28767	1.00000	0.48293	0.44603	13871.00000	8344.00000	0.28767	0.37846	
1697231	0.38384	0.28781	1.00000	0.52279	0.47822	13939.00000	8344.00000	0.28781	0.38384	
1697232	0.38614	0.28787	1.00000	0.34334	0.31378	13968.00000	8344.00000	0.28787	0.38614	
1697233	0.38630	0.28787	1.00000	0.35021	0.35021	13970.00000	8344.00000	0.28787	0.38630	
1697234	0.38670	0.28799	1.00000	0.39320	0.38820	13975.00000	8345.00000	0.28799	0.38670	
1697235	0.38820	0.28792	1.00000	0.57613	0.47801	13994.00000	8344.00000	0.28792	0.38820	
1697236	0.38844	0.28793	1.00000	0.63647	0.58074	13997.00000	8344.00000	0.28793	0.38844	
1697237	0.39034	0.28808	1.00000	0.36387	0.33483	14021.00000	8345.00000	0.28808	0.39034	
1697238	0.39098	0.28800	1.00000	0.19222	0.15600	14029.00000	8344.00000	0.28800	0.39098	
1697239	0.39145	0.28821	1.00000	0.25298	0.23492	14035.00000	8346.00000	0.28821	0.39145	
1697240	0.39264	0.28825	1.00000	0.99579	0.79298	14050.00000	8346.00000	0.28825	0.39264	
1697241	0.39367	0.28807	1.00000	0.98307	0.90946	14063.00000	8344.00000	0.28807	0.39367	
1697242	0.39415	0.28808	1.00000	0.99528	0.98483	14069.00000	8344.00000	0.28808	0.39415	
1697243	0.39644	0.28824	1.00000	0.99018	0.98474	14098.00000	8345.00000	0.28824	0.39644	
1697244	0.39715	0.28826	1.00000	0.95492	0.86483	14107.00000	8345.00000	0.28826	0.39715	
1697245	0.39731	0.28827	1.00000	0.34270	0.34270	14109.00000	8345.00000	0.28827	0.39731	
1697246	0.39953	0.28843	1.00000	0.99319	0.95418	14137.00000	8346.00000	0.28843	0.39953	
1697247	0.40064	0.28835	1.00000	0.56322	0.46916	14151.00000	8345.00000	0.28835	0.40064	
1697248	0.40104	0.28826	1.00000	0.60820	0.60820	14156.00000	8344.00000	0.28826	0.40104	
1697249	0.40159	0.28848	1.00000	0.74004	0.62257	14163.00000	8346.00000	0.28848	0.40159	
1697250	0.40468	0.28856	1.00000	0.63313	0.59070	14202.00000	8346.00000	0.28856	0.40468	
1697251	0.40556	0.28838	1.00000	0.51520	0.49263	14213.00000	8344.00000	0.28838	0.40556	
1697252	0.40698	0.28852	1.00000	0.97364	0.95429	14231.00000	8345.00000	0.28852	0.40698	
1697253	0.41055	0.28861	1.00000	0.99316	0.99093	14276.00000	8345.00000	0.28861	0.41055	
1697254	0.41110	0.28853	1.00000	0.48040	0.43719	14283.00000	8344.00000	0.28853	0.41110	
1697255	0.41269	0.28867	1.00000	0.25862	0.25862	14303.00000	8345.00000	0.28867	0.41269	
1697256	0.41752	0.28890	1.00000	0.36967	0.36510	14364.00000	8346.00000	0.28890	0.41752	
1697257	0.42156	0.28860	1.00000	0.48821	0.46627	14415.00000	8342.00000	0.28860	0.42156	
1697258	0.43075	0.28925	1.00000	0.42138	0.38143	14531.00000	8346.00000	0.28925	0.43075	
1697259	0.43130	0.28936	1.00000	0.59470	0.41221	14538.00000	8347.00000	0.28936	0.43130	
1697260	0.43646	0.28919	1.00000	0.51135	0.51135	14603.00000	8344.00000	0.28919	0.43646	
1697261	0.43749	0.28922	1.00000	0.20311	0.20311	14616.00000	8344.00000	0.28922	0.43749	
1697262	0.43788	0.28923	1.00000	0.22247	0.15595	14621.00000	8344.00000	0.28923	0.43788	
1697591	0.36792	0.28760	1.00000	0.41745	0.39480	13738.00000	8346.00000	0.28760	0.36792	
1697592	0.37750	0.28785	1.00000	0.30712	0.30712	13859.00000	8346.00000	0.28785	0.37750	
1697593	0.37877	0.28788	1.00000	0.41030	0.41030	13875.00000	8346.00000	0.28788	0.37877	
1697594	0.38012	0.28781	1.00000	0.58420	0.53804	13892.00000	8345.00000	0.28781	0.38012	
1697595	0.38131	0.28795	1.00000	0.55302	0.55302	13907.00000	8346.00000	0.28795	0.38131	
1697596	0.38218	0.28797	1.00000	0.24962	0.24962	13918.00000	8346.00000	0.28797	0.38218	
1697597	0.38321	0.28810	1.00000	0.42181	0.40229	13931.00000	8347.00000	0.28810	0.38321	
1697598	0.38495	0.28794	1.00000	0.55450	0.47265	13953.00000	8345.00000	0.28794	0.38495	
1697599	0.38907	0.28815	1.00000	0.29048	0.24835	14005.00000	8346.00000	0.28815	0.38907	
1697600	0.38939	0.28816	1.00000	0.41223	0.33827	14009.00000	8346.00000	0.28816	0.38939	
1697601	0.38955	0.28816	1.00000	0.45758	0.35244	14011.00000	8346.00000	0.28816	0.38955	
1697602	0.39066	0.28819	1.00000	0.35689	0.29940	14025.00000	8346.00000	0.28819	0.39066	
1697603	0.39533	0.28852	1.00000	0.99399	0.97697	14084.00000	8348.00000	0.28852	0.39533	
1697604	0.39993	0.28844	1.00000	0.53600	0.47476	14142.00000	8346.00000	0.28844	0.39993	
1697605	0.40436	0.28855	1.00000	0.61936	0.55431	14198.00000	8346.00000	0.28855	0.40436	
1697606	0.40531	0.28868	1.00000	0.56101	0.50693	14210.00000	8347.00000	0.28868	0.40531	
1697607	0.40627	0.28860	1.00000	0.39819	0.35879	14222.00000	8346.00000	0.28860	0.40627	
1697608	0.40651	0.28841	1.00000	0.99186	0.93429	14225.00000	8344.00000	0.28841	0.40651	
1697609	0.40769	0.28864	1.00000	0.41932	0.41932	14240.00000	8346.00000	0.28864	0.40769	
1697610	0.40856	0.28866	1.00000	0.97715	0.94557	14251.00000	8346.00000	0.28866	0.40856	
1697611	0.41078	0.28872	1.00000	0.98084	0.93666	14279.00000	8346.00000	0.28872	0.41078	
1697612	0.41657	0.28888	1.00000	0.34108	0.32385	14352.00000	8346.00000	0.28888	0.41657	
1697613	0.41680	0.28888	1.00000	0.29553	0.29553	14355.00000	8346.00000	0.28888	0.41680	
1697614	0.42101	0.28879	1.00000	0.44242	0.40915	14408.00000	8344.00000	0.28879	0.42101	
1697615	0.42108	0.28899	1.00000	0.42781	0.42045	14409.00000	8346.00000	0.28899	0.42108	
1697616	0.43051	0.28924	1.00000	0.43793	0.40428	14528.00000	8346.00000	0.28924	0.43051	
1697617	0.43210	0.28928	1.00000	0.14305	0.14305	14548.00000	8346.00000	0.28928	0.43210	
