	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment
1614212	0.43386	0.26763	1.00000	0.34050	0.32832	14566.00000	8134.00000	0.26763	0.43386	
1614213	0.43593	0.26748	1.00000	0.43165	0.42396	14592.00000	8132.00000	0.26748	0.43593	
1614546	0.42412	0.26758	1.00000	0.46345	0.41874	14443.00000	8136.00000	0.26758	0.42412	
1614547	0.42427	0.26779	1.00000	0.49437	0.42324	14445.00000	8138.00000	0.26779	0.42427	
1614548	0.42467	0.26770	1.00000	0.64765	0.55738	14450.00000	8137.00000	0.26770	0.42467	
1614549	0.42499	0.26760	1.00000	0.75525	0.68492	14454.00000	8136.00000	0.26760	0.42499	
1614550	0.42602	0.26753	1.00000	0.36728	0.36634	14467.00000	8135.00000	0.26753	0.42602	
1614551	0.42618	0.26753	1.00000	0.46397	0.39064	14469.00000	8135.00000	0.26753	0.42618	
1614552	0.42689	0.26765	1.00000	0.96726	0.91796	14478.00000	8136.00000	0.26765	0.42689	
1614553	0.42729	0.26756	1.00000	0.94950	0.93191	14483.00000	8135.00000	0.26756	0.42729	
1614554	0.42760	0.26757	1.00000	0.44371	0.37327	14487.00000	8135.00000	0.26757	0.42760	
1614555	0.42824	0.26759	1.00000	0.43766	0.37215	14495.00000	8135.00000	0.26759	0.42824	
1614556	0.42863	0.26770	1.00000	0.51138	0.51138	14500.00000	8136.00000	0.26770	0.42863	
1614557	0.42935	0.26772	1.00000	0.57170	0.57170	14509.00000	8136.00000	0.26772	0.42935	
1614558	0.42942	0.26772	1.00000	0.46132	0.46132	14510.00000	8136.00000	0.26772	0.42942	
1614559	0.43093	0.26766	1.00000	0.36202	0.34092	14529.00000	8135.00000	0.26766	0.43093	
1614560	0.43125	0.26767	1.00000	0.37465	0.35138	14533.00000	8135.00000	0.26767	0.43125	
1614561	0.43370	0.26783	1.00000	0.33270	0.32471	14564.00000	8136.00000	0.26783	0.43370	
1614562	0.43481	0.26786	1.00000	0.49047	0.49047	14578.00000	8136.00000	0.26786	0.43481	
1614563	0.43569	0.26778	1.00000	0.49281	0.49281	14589.00000	8135.00000	0.26778	0.43569	
1614922	0.42356	0.26757	1.00000	0.39527	0.39188	14436.00000	8136.00000	0.26757	0.42356	
1614923	0.42396	0.26768	1.00000	0.44967	0.39881	14441.00000	8137.00000	0.26768	0.42396	
1614924	0.42665	0.26755	1.00000	0.89416	0.83760	14475.00000	8135.00000	0.26755	0.42665	
1614925	0.42800	0.26779	1.00000	0.40861	0.35307	14492.00000	8137.00000	0.26779	0.42800	
1614926	0.42847	0.26770	1.00000	0.37610	0.37403	14498.00000	8136.00000	0.26770	0.42847	
1614927	0.43141	0.26777	1.00000	0.35518	0.35518	14535.00000	8136.00000	0.26777	0.43141	
1614928	0.43497	0.26787	1.00000	0.48929	0.48655	14580.00000	8136.00000	0.26787	0.43497	
1614929	0.43529	0.26767	1.00000	0.79407	0.73668	14584.00000	8134.00000	0.26767	0.43529	
1614930	0.43640	0.26790	1.00000	0.40045	0.34737	14598.00000	8136.00000	0.26790	0.43640	
1615270	0.42364	0.26757	1.00000	0.38446	0.38446	14437.00000	8136.00000	0.26757	0.42364	
1615271	0.42530	0.26782	1.00000	0.69175	0.59873	14458.00000	8138.00000	0.26782	0.42530	
1615272	0.42570	0.26773	1.00000	0.43174	0.37324	14463.00000	8137.00000	0.26773	0.42570	
1615273	0.42594	0.26773	1.00000	0.38710	0.38255	14466.00000	8137.00000	0.26773	0.42594	
1615274	0.42712	0.26787	1.00000	0.90206	0.78887	14481.00000	8138.00000	0.26787	0.42712	
1615275	0.42736	0.26777	1.00000	0.88974	0.57222	14484.00000	8137.00000	0.26777	0.42736	
1615276	0.43116	0.26797	1.00000	0.40307	0.37288	14532.00000	8138.00000	0.26797	0.43116	
1615277	0.43347	0.26783	1.00000	0.44204	0.31565	14561.00000	8136.00000	0.26783	0.43347	
1615278	0.43394	0.26784	1.00000	0.50743	0.42969	14567.00000	8136.00000	0.26784	0.43394	
1615279	0.43418	0.26785	1.00000	0.48869	0.44080	14570.00000	8136.00000	0.26785	0.43418	
1615280	0.43489	0.26807	1.00000	0.47204	0.47204	14579.00000	8138.00000	0.26807	0.43489	
1615281	0.43553	0.26788	1.00000	0.82513	0.77143	14587.00000	8136.00000	0.26788	0.43553	
1615282	0.43600	0.26800	1.00000	0.37035	0.37035	14593.00000	8137.00000	0.26800	0.43600	
1615617	0.42451	0.26780	1.00000	0.40752	0.35836	14448.00000	8138.00000	0.26780	0.42451	
1615618	0.42475	0.26780	1.00000	0.35951	0.35951	14451.00000	8138.00000	0.26780	0.42475	
1615619	0.42776	0.26788	1.00000	0.36311	0.35283	14489.00000	8138.00000	0.26788	0.42776	
1615620	0.42831	0.26790	1.00000	0.38074	0.32120	14496.00000	8138.00000	0.26790	0.42831	
1615621	0.42863	0.26791	1.00000	0.56797	0.49299	14500.00000	8138.00000	0.26791	0.42863	
1615622	0.43077	0.26796	1.00000	0.39556	0.37092	14527.00000	8138.00000	0.26796	0.43077	
1615623	0.43219	0.26810	1.00000	0.34155	0.32524	14545.00000	8139.00000	0.26810	0.43219	
1615624	0.43291	0.26792	1.00000	0.86956	0.62557	14554.00000	8137.00000	0.26792	0.43291	
1615625	0.43521	0.26808	1.00000	0.81612	0.78764	14583.00000	8138.00000	0.26808	0.43521	
1615626	0.43663	0.26812	1.00000	0.39219	0.39084	14601.00000	8138.00000	0.26812	0.43663	
1615971	0.42205	0.26773	1.00000	0.61401	0.58467	14417.00000	8138.00000	0.26773	0.42205	
1615972	0.42237	0.26784	1.00000	0.63528	0.72506	14421.00000	8139.00000	0.26784	0.42237	
1615973	0.42403	0.26789	1.00000	0.36357	0.35478	14442.00000	8139.00000	0.26789	0.42403	
1615974	0.42617	0.26794	1.00000	0.34123	0.34123	14469.00000	8139.00000	0.26794	0.42617	
1615975	0.42657	0.26795	1.00000	0.93283	0.82689	14474.00000	8139.00000	0.26795	0.42657	
1615976	0.42760	0.26788	1.00000	0.35684	0.35684	14487.00000	8138.00000	0.26788	0.42760	
1615977	0.43338	0.26823	1.00000	0.31176	0.30318	14560.00000	8140.00000	0.26823	0.43338	
1615978	0.43378	0.26814	1.00000	0.50268	0.47845	14565.00000	8139.00000	0.26814	0.43378	
1615979	0.43497	0.26807	1.00000	0.44367	0.43938	14580.00000	8138.00000	0.26807	0.43497	
1615980	0.43600	0.26810	1.00000	0.42044	0.42044	14593.00000	8138.00000	0.26810	0.43600	
1615981	0.43616	0.26810	1.00000	0.44979	0.39246	14595.00000	8138.00000	0.26810	0.43616	
1616294	0.41888	0.26796	1.00000	0.43605	0.37140	14377.00000	8141.00000	0.26796	0.41888	
1616295	0.41911	0.26806	1.00000	0.30562	0.30135	14380.00000	8142.00000	0.26806	0.41911	
1616296	0.42284	0.26806	1.00000	0.92466	0.68343	14427.00000	8141.00000	0.26806	0.42284	
1616297	0.42356	0.26787	1.00000	0.97915	0.94039	14436.00000	8139.00000	0.26787	0.42356	
1616298	0.42483	0.26781	1.00000	0.38694	0.38694	14452.00000	8138.00000	0.26781	0.42483	
1616299	0.42561	0.26813	1.00000	0.37596	0.35989	14462.00000	8141.00000	0.26813	0.42561	
1616300	0.42593	0.26814	1.00000	0.36811	0.34895	14466.00000	8141.00000	0.26814	0.42593	
1616301	0.42633	0.26805	1.00000	0.44387	0.38037	14471.00000	8140.00000	0.26805	0.42633	
1616302	0.42688	0.26806	1.00000	0.86329	0.82980	14478.00000	8140.00000	0.26806	0.42688	
1616303	0.42791	0.26799	1.00000	0.36280	0.36280	14491.00000	8139.00000	0.26799	0.42791	
1616304	0.42807	0.26820	1.00000	0.30955	0.30941	14493.00000	8141.00000	0.26820	0.42807	
1616305	0.42855	0.26811	1.00000	0.47987	0.45545	14499.00000	8140.00000	0.26811	0.42855	
1616306	0.42965	0.26824	1.00000	0.40417	0.40417	14513.00000	8141.00000	0.26824	0.42965	
1616307	0.42989	0.26825	1.00000	0.58157	0.45033	14516.00000	8141.00000	0.26825	0.42989	
1616308	0.43148	0.26818	1.00000	0.43979	0.36738	14536.00000	8140.00000	0.26818	0.43148	
1616309	0.43441	0.26816	1.00000	0.49646	0.44408	14573.00000	8139.00000	0.26816	0.43441	
1616310	0.43457	0.26827	1.00000	0.42046	0.38635	14575.00000	8140.00000	0.26827	0.43457	
1616311	0.43695	0.26833	1.00000	0.38413	0.38413	14605.00000	8140.00000	0.26833	0.43695	
1616670	0.41793	0.26793	1.00000	0.36151	0.35360	14365.00000	8141.00000	0.26793	0.41793	
1616671	0.41856	0.26805	1.00000	0.43669	0.35967	14373.00000	8142.00000	0.26805	0.41856	
1616672	0.41935	0.26797	1.00000	0.31828	0.31828	14383.00000	8141.00000	0.26797	0.41935	
1616673	0.42324	0.26807	1.00000	0.97803	0.95210	14432.00000	8141.00000	0.26807	0.42324	
1616674	0.42450	0.26821	1.00000	0.31046	0.31046	14448.00000	8142.00000	0.26821	0.42450	
1616675	0.42537	0.26823	1.00000	0.42572	0.41421	14459.00000	8142.00000	0.26823	0.42537	
1616676	0.42577	0.26824	1.00000	0.37079	0.37079	14464.00000	8142.00000	0.26824	0.42577	
1616677	0.42767	0.26819	1.00000	0.30833	0.30833	14488.00000	8141.00000	0.26819	0.42767	
1616678	0.43132	0.26828	1.00000	0.32522	0.32522	14534.00000	8141.00000	0.26828	0.43132	
1616679	0.43171	0.26829	1.00000	0.41125	0.36565	14539.00000	8141.00000	0.26829	0.43171	
1616680	0.43290	0.26832	1.00000	0.89375	0.76475	14554.00000	8141.00000	0.26832	0.43290	
1616681	0.43361	0.26845	1.00000	0.36506	0.30524	14563.00000	8142.00000	0.26845	0.43361	
1616682	0.43377	0.26845	1.00000	0.49388	0.47243	14565.00000	8142.00000	0.26845	0.43377	
1616980	0.41808	0.26814	1.00000	0.26911	0.26911	14367.00000	8143.00000	0.26814	0.41808	
1616981	0.42149	0.26823	1.00000	0.33597	0.32299	14410.00000	8143.00000	0.26823	0.42149	
1616982	0.42371	0.26829	1.00000	0.99210	0.93792	14438.00000	8143.00000	0.26829	0.42371	
1616983	0.42418	0.26830	1.00000	0.30775	0.30775	14444.00000	8143.00000	0.26830	0.42418	
1616984	0.42434	0.26820	1.00000	0.31487	0.30666	14446.00000	8142.00000	0.26820	0.42434	
1616985	0.42648	0.26836	1.00000	0.46229	0.42022	14473.00000	8143.00000	0.26836	0.42648	
1616986	0.42672	0.26826	1.00000	0.86099	0.70759	14476.00000	8142.00000	0.26826	0.42672	
1616987	0.42759	0.26839	1.00000	0.37580	0.37580	14487.00000	8143.00000	0.26839	0.42759	
1616988	0.42838	0.26831	1.00000	0.34005	0.34005	14497.00000	8142.00000	0.26831	0.42838	
1616989	0.42854	0.26841	1.00000	0.41479	0.41354	14499.00000	8143.00000	0.26841	0.42854	
1616990	0.42870	0.26832	1.00000	0.52728	0.49631	14501.00000	8142.00000	0.26832	0.42870	
1616991	0.43330	0.26844	1.00000	0.20775	0.20775	14559.00000	8142.00000	0.26844	0.43330	
1616992	0.43441	0.26847	1.00000	0.50784	0.49246	14573.00000	8142.00000	0.26847	0.43441	
1616993	0.43464	0.26858	1.00000	0.37607	0.37607	14576.00000	8143.00000	0.26858	0.43464	
1616994	0.43678	0.26853	1.00000	0.40516	0.40516	14603.00000	8142.00000	0.26853	0.43678	
1617323	0.41769	0.26813	1.00000	0.37443	0.37443	14362.00000	8143.00000	0.26813	0.41769	
1617324	0.41824	0.26814	1.00000	0.32725	0.32692	14369.00000	8143.00000	0.26814	0.41824	
1617325	0.41911	0.26817	1.00000	0.26953	0.26953	14380.00000	8143.00000	0.26817	0.41911	
1617326	0.42252	0.26826	1.00000	0.68697	0.51411	14423.00000	8143.00000	0.26826	0.42252	
1617327	0.42490	0.26832	1.00000	0.60077	0.48643	14453.00000	8143.00000	0.26832	0.42490	
1617328	0.42569	0.26844	1.00000	0.38781	0.35347	14463.00000	8144.00000	0.26844	0.42569	
1617329	0.42632	0.26836	1.00000	0.43053	0.38138	14471.00000	8143.00000	0.26836	0.42632	
1617330	0.42711	0.26848	1.00000	0.81243	0.75983	14481.00000	8144.00000	0.26848	0.42711	
1617331	0.42775	0.26839	1.00000	0.37805	0.32767	14489.00000	8143.00000	0.26839	0.42775	
1617332	0.42799	0.26840	1.00000	0.34306	0.34306	14492.00000	8143.00000	0.26840	0.42799	
1617333	0.42910	0.26843	1.00000	0.41893	0.41893	14506.00000	8143.00000	0.26843	0.42910	
1617334	0.43116	0.26848	1.00000	0.36255	0.35360	14532.00000	8143.00000	0.26848	0.43116	
1617335	0.43139	0.26849	1.00000	0.35601	0.34555	14535.00000	8143.00000	0.26849	0.43139	
1617336	0.43187	0.26850	1.00000	0.35647	0.35647	14541.00000	8143.00000	0.26850	0.43187	
1617337	0.43250	0.26852	1.00000	0.52054	0.44638	14549.00000	8143.00000	0.26852	0.43250	
1617338	0.43456	0.26857	1.00000	0.30035	0.30035	14575.00000	8143.00000	0.26857	0.43456	
1617339	0.43694	0.26853	1.00000	0.76430	0.57111	14605.00000	8142.00000	0.26853	0.43694	
1617708	0.41205	0.26839	1.00000	0.34982	0.26528	14291.00000	8147.00000	0.26839	0.41205	
1617709	0.41229	0.26819	1.00000	0.37364	0.34586	14294.00000	8145.00000	0.26819	0.41229	
1617710	0.41317	0.26811	1.00000	0.31764	0.31764	14305.00000	8144.00000	0.26811	0.41317	
1617712	0.41562	0.26828	1.00000	0.30981	0.30981	14336.00000	8145.00000	0.26828	0.41562	
1617713	0.41808	0.26824	1.00000	0.23166	0.23166	14367.00000	8144.00000	0.26824	0.41808	
1617714	0.41855	0.26836	1.00000	0.33133	0.30648	14373.00000	8145.00000	0.26836	0.41855	
1617715	0.41903	0.26816	1.00000	0.33128	0.32291	14379.00000	8143.00000	0.26816	0.41903	
1617716	0.42141	0.26833	1.00000	0.31822	0.31822	14409.00000	8144.00000	0.26833	0.42141	
1617717	0.42299	0.26847	1.00000	0.47692	0.46996	14429.00000	8145.00000	0.26847	0.42299	
1617718	0.42410	0.26830	1.00000	0.36071	0.32845	14443.00000	8143.00000	0.26830	0.42410	
1617719	0.42458	0.26831	1.00000	0.32316	0.30571	14449.00000	8143.00000	0.26831	0.42458	
1617720	0.42529	0.26833	1.00000	0.41254	0.38589	14458.00000	8143.00000	0.26833	0.42529	
1617721	0.42608	0.26845	1.00000	0.41918	0.39324	14468.00000	8144.00000	0.26845	0.42608	
1617722	0.42672	0.26857	1.00000	0.74357	0.65794	14476.00000	8145.00000	0.26857	0.42672	
1617723	0.42830	0.26841	1.00000	0.36758	0.35556	14496.00000	8143.00000	0.26841	0.42830	
1617724	0.42981	0.26865	1.00000	0.34194	0.32992	14515.00000	8145.00000	0.26865	0.42981	
1617725	0.42988	0.26876	1.00000	0.33216	0.33216	14516.00000	8146.00000	0.26876	0.42988	
1617726	0.43266	0.26863	1.00000	0.37212	0.37212	14551.00000	8144.00000	0.26863	0.43266	
1617727	0.43361	0.26855	1.00000	0.31980	0.28352	14563.00000	8143.00000	0.26855	0.43361	
1617728	0.43417	0.26866	1.00000	0.55159	0.55087	14570.00000	8144.00000	0.26866	0.43417	
1618070	0.41174	0.26828	1.00000	0.46252	0.40651	14287.00000	8146.00000	0.26828	0.41174	
1618072	0.41293	0.26831	1.00000	0.38576	0.37877	14302.00000	8146.00000	0.26831	0.41293	
1618073	0.41428	0.26824	1.00000	0.38724	0.36982	14319.00000	8145.00000	0.26824	0.41428	
1618074	0.41824	0.26845	1.00000	0.37220	0.33927	14369.00000	8146.00000	0.26845	0.41824	
1618075	0.42117	0.26843	1.00000	0.29551	0.29551	14406.00000	8145.00000	0.26843	0.42117	
1618076	0.42148	0.26854	1.00000	0.31079	0.31079	14410.00000	8146.00000	0.26854	0.42148	
1618077	0.42212	0.26845	1.00000	0.33972	0.33972	14418.00000	8145.00000	0.26845	0.42212	
1618078	0.42418	0.26850	1.00000	0.34223	0.34027	14444.00000	8145.00000	0.26850	0.42418	
1618079	0.42505	0.26863	1.00000	0.56117	0.48782	14455.00000	8146.00000	0.26863	0.42505	
1618080	0.42901	0.26863	1.00000	0.56842	0.48863	14505.00000	8145.00000	0.26863	0.42901	
1618081	0.43187	0.26871	1.00000	0.36670	0.36670	14541.00000	8145.00000	0.26871	0.43187	
1618082	0.43289	0.26884	1.00000	0.55801	0.39566	14554.00000	8146.00000	0.26884	0.43289	
1618083	0.43385	0.26866	1.00000	0.61383	0.53983	14566.00000	8144.00000	0.26866	0.43385	
1618390	0.41071	0.26825	1.00000	0.40156	0.34884	14274.00000	8146.00000	0.26825	0.41071	
1618391	0.41213	0.26839	1.00000	0.27384	0.27384	14292.00000	8147.00000	0.26839	0.41213	
1618392	0.41269	0.26841	1.00000	0.41766	0.38572	14299.00000	8147.00000	0.26841	0.41269	
1618393	0.41316	0.26832	1.00000	0.38848	0.38848	14305.00000	8146.00000	0.26832	0.41316	
1618394	0.41879	0.26847	1.00000	0.32558	0.32075	14376.00000	8146.00000	0.26847	0.41879	
1618395	0.42196	0.26865	1.00000	0.43391	0.40142	14416.00000	8147.00000	0.26865	0.42196	
1618396	0.42235	0.26866	1.00000	0.68724	0.62818	14421.00000	8147.00000	0.26866	0.42235	
1618397	0.42291	0.26857	1.00000	0.45397	0.36278	14428.00000	8146.00000	0.26857	0.42291	
1618398	0.42307	0.26868	1.00000	0.65539	0.64901	14430.00000	8147.00000	0.26868	0.42307	
1618399	0.42386	0.26870	1.00000	0.44589	0.44589	14440.00000	8147.00000	0.26870	0.42386	
1618400	0.42648	0.26867	1.00000	0.19550	0.19550	14473.00000	8146.00000	0.26867	0.42648	
1618401	0.43139	0.26880	1.00000	0.36730	0.36096	14535.00000	8146.00000	0.26880	0.43139	
1618402	0.43163	0.26880	1.00000	0.38338	0.35455	14538.00000	8146.00000	0.26880	0.43163	
1618403	0.43218	0.26892	1.00000	0.39449	0.39449	14545.00000	8147.00000	0.26892	0.43218	
1618404	0.43329	0.26885	1.00000	0.43308	0.39720	14559.00000	8146.00000	0.26885	0.43329	
1618757	0.41245	0.26840	1.00000	0.39773	0.38218	14296.00000	8147.00000	0.26840	0.41245	
1618758	0.41348	0.26833	1.00000	0.41065	0.39985	14309.00000	8146.00000	0.26833	0.41348	
1618759	0.41792	0.26824	1.00000	0.42594	0.37441	14365.00000	8144.00000	0.26824	0.41792	
1618760	0.41895	0.26857	1.00000	0.31616	0.31616	14378.00000	8147.00000	0.26857	0.41895	
1618761	0.41934	0.26858	1.00000	0.35007	0.31276	14383.00000	8147.00000	0.26858	0.41934	
1618762	0.42219	0.26886	1.00000	0.38566	0.36698	14419.00000	8149.00000	0.26886	0.42219	
1618763	0.42267	0.26867	1.00000	0.73295	0.57484	14425.00000	8147.00000	0.26867	0.42267	
1618764	0.42394	0.26870	1.00000	0.36884	0.36884	14441.00000	8147.00000	0.26870	0.42394	
1618765	0.42489	0.26873	1.00000	0.43917	0.43917	14453.00000	8147.00000	0.26873	0.42489	
1618766	0.42513	0.26873	1.00000	0.40820	0.40820	14456.00000	8147.00000	0.26873	0.42513	
1618767	0.42529	0.26874	1.00000	0.30466	0.30466	14458.00000	8147.00000	0.26874	0.42529	
1618768	0.42544	0.26874	1.00000	0.39857	0.36482	14460.00000	8147.00000	0.26874	0.42544	
1618769	0.42600	0.26876	1.00000	0.29709	0.29709	14467.00000	8147.00000	0.26876	0.42600	
1618770	0.42624	0.26866	1.00000	0.49856	0.36754	14470.00000	8146.00000	0.26866	0.42624	
1618771	0.42727	0.26879	1.00000	0.82166	0.67406	14483.00000	8147.00000	0.26879	0.42727	
1618772	0.42885	0.26883	1.00000	0.55722	0.55722	14503.00000	8147.00000	0.26883	0.42885	
1618773	0.42957	0.26885	1.00000	0.38524	0.37007	14512.00000	8147.00000	0.26885	0.42957	
1618774	0.43107	0.26879	1.00000	0.38570	0.37289	14531.00000	8146.00000	0.26879	0.43107	
1618775	0.43242	0.26893	1.00000	0.48922	0.47617	14548.00000	8147.00000	0.26893	0.43242	
1619104	0.40793	0.26849	1.00000	0.25233	0.25233	14239.00000	8149.00000	0.26849	0.40793	
1619105	0.40841	0.26840	1.00000	0.42634	0.39123	14245.00000	8148.00000	0.26840	0.40841	
1619106	0.40936	0.26842	1.00000	0.31494	0.31494	14257.00000	8148.00000	0.26842	0.40936	
1619107	0.40983	0.26854	1.00000	0.50078	0.48650	14263.00000	8149.00000	0.26854	0.40983	
1619108	0.41372	0.26843	1.00000	0.46241	0.44511	14312.00000	8147.00000	0.26843	0.41372	
1619109	0.41839	0.26856	1.00000	0.33388	0.32574	14371.00000	8147.00000	0.26856	0.41839	
1619110	0.41863	0.26887	1.00000	0.30341	0.27184	14374.00000	8150.00000	0.26887	0.41863	
1619111	0.42132	0.26863	1.00000	0.44577	0.39124	14408.00000	8147.00000	0.26863	0.42132	
1619112	0.42576	0.26896	1.00000	0.33396	0.32280	14464.00000	8149.00000	0.26896	0.42576	
1619113	0.42663	0.26877	1.00000	0.38546	0.38546	14475.00000	8147.00000	0.26877	0.42663	
1619114	0.42806	0.26871	1.00000	0.99154	0.81526	14493.00000	8146.00000	0.26871	0.42806	
1619115	0.42972	0.26886	1.00000	0.43796	0.37346	14514.00000	8147.00000	0.26886	0.42972	
1619116	0.43155	0.26890	1.00000	0.40264	0.38988	14537.00000	8147.00000	0.26890	0.43155	
1619117	0.43170	0.26901	1.00000	0.34591	0.34591	14539.00000	8148.00000	0.26901	0.43170	
1619118	0.43265	0.26914	1.00000	0.49047	0.41797	14551.00000	8149.00000	0.26914	0.43265	
1619119	0.43305	0.26904	1.00000	0.32264	0.32264	14556.00000	8148.00000	0.26904	0.43305	
1619120	0.43361	0.26896	1.00000	0.75294	0.68463	14563.00000	8147.00000	0.26896	0.43361	
1619121	0.43416	0.26918	1.00000	0.54823	0.46645	14570.00000	8149.00000	0.26918	0.43416	
1619429	0.40674	0.26856	1.00000	0.58171	0.52506	14224.00000	8150.00000	0.26856	0.40674	
