	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment	ClosestHandENuclei	ClosestIPOXNuclei	N_Neighbors_1E-3
 189777	0.38480	0.26737	0.00000	0.67990	0.60437	14313.00000	8274.00000	0.26737	0.38480	0.00878	0.00089	4.00000	
 189778	0.39567	0.26758	0.00000	0.49659	0.49183	14438.00000	8276.00000	0.26758	0.39567	0.00915	0.00289	2.00000	
 189779	0.40210	0.26747	0.00000	0.39050	0.39050	14512.00000	8275.00000	0.26747	0.40210	0.00649	0.00798	2.00000	
 189780	0.40254	0.26737	0.00000	0.42389	0.42081	14517.00000	8274.00000	0.26737	0.40254	0.00649	0.00331	4.00000	
 189781	0.41471	0.26727	0.00000	0.26224	0.26224	14657.00000	8273.00000	0.26727	0.41471	0.00883	0.00151	2.00000	
 189782	0.41610	0.26706	0.00000	0.27384	0.27384	14673.00000	8271.00000	0.26706	0.41610	0.01054	0.00027	2.00000	
 189783	0.43210	0.26695	0.00000	0.29411	0.29411	14857.00000	8270.00000	0.26695	0.43210	0.00718	0.00170	2.00000	
 189887	0.38315	0.26737	0.00000	0.43040	0.40630	14294.00000	8274.00000	0.26737	0.38315	0.00718	0.00133	2.00000	
 189888	0.38645	0.26747	0.00000	0.25335	0.25335	14332.00000	8275.00000	0.26747	0.38645	0.01368	0.00101	2.00000	
 189889	0.39767	0.26758	0.00000	1.00000	0.99531	14461.00000	8276.00000	0.26758	0.39767	0.00934	0.00100	3.00000	
 189890	0.40819	0.26737	0.00000	0.99729	0.98279	14582.00000	8274.00000	0.26737	0.40819	0.00852	0.00170	3.00000	
 189891	0.41036	0.26747	0.00000	0.32469	0.32469	14607.00000	8275.00000	0.26747	0.41036	0.00527	0.00553	5.00000	
 189892	0.41349	0.26758	0.00000	0.59315	0.55640	14643.00000	8276.00000	0.26758	0.41349	0.00994	0.00450	1.00000	
 189893	0.43184	0.26737	0.00000	0.40861	0.35307	14854.00000	8274.00000	0.26737	0.43184	0.00718	0.00197	2.00000	
 189973	0.37785	0.26758	0.00000	0.48863	0.46525	14233.00000	8276.00000	0.26758	0.37785	0.00915	0.00644	4.00000	
 189974	0.39211	0.26779	0.00000	0.35969	0.34961	14397.00000	8278.00000	0.26779	0.39211	0.01188	0.00151	3.00000	
 189975	0.39828	0.26779	0.00000	0.38575	0.35446	14468.00000	8278.00000	0.26779	0.39828	0.00934	0.00152	2.00000	
 189976	0.40523	0.26768	0.00000	0.98956	0.96212	14548.00000	8277.00000	0.26768	0.40523	0.00916	0.00211	3.00000	
 190066	0.37880	0.26758	0.00000	0.33750	0.33750	14244.00000	8276.00000	0.26758	0.37880	0.01020	0.00322	5.00000	
 190067	0.38837	0.26768	0.00000	0.94230	0.83099	14354.00000	8277.00000	0.26768	0.38837	0.00649	0.00273	3.00000	
 190068	0.38880	0.26779	0.00000	0.33073	0.33073	14359.00000	8278.00000	0.26779	0.38880	0.00408	0.00363	4.00000	
 190069	0.38958	0.26779	0.00000	0.41225	0.39318	14368.00000	8278.00000	0.26779	0.38958	0.00772	0.00276	6.00000	
 190070	0.39054	0.26768	0.00000	0.34142	0.30712	14379.00000	8277.00000	0.26768	0.39054	0.00896	0.00066	4.00000	
 190071	0.40949	0.26779	0.00000	0.52051	0.43121	14597.00000	8278.00000	0.26779	0.40949	0.01069	0.00265	3.00000	
 190072	0.41071	0.26737	0.00000	0.50495	0.50495	14611.00000	8274.00000	0.26737	0.41071	0.00527	0.00309	4.00000	
 190073	0.42453	0.26737	0.00000	0.29551	0.29551	14770.00000	8274.00000	0.26737	0.42453	0.01397	0.00711	1.00000	
 190074	0.43853	0.26768	0.00000	0.48929	0.48655	14931.00000	8277.00000	0.26768	0.43853	0.00878	0.00089	3.00000	
 190153	0.37420	0.26779	0.00000	0.48266	0.45304	14191.00000	8278.00000	0.26779	0.37420	0.00649	0.00170	3.00000	
 190154	0.38254	0.26768	0.00000	0.42900	0.36493	14287.00000	8277.00000	0.26768	0.38254	0.00994	0.00105	3.00000	
 190155	0.42280	0.26768	0.00000	0.31616	0.31616	14750.00000	8277.00000	0.26768	0.42280	0.00972	0.00130	3.00000	
 190156	0.42610	0.26779	0.00000	0.68724	0.62818	14788.00000	8278.00000	0.26779	0.42610	0.00624	0.00110	5.00000	
 190157	0.43627	0.26779	0.00000	0.86956	0.62557	14905.00000	8278.00000	0.26779	0.43627	0.00950	0.00438	3.00000	
 190247	0.37463	0.26789	0.00000	0.29596	0.29596	14196.00000	8279.00000	0.26789	0.37463	0.00649	0.00345	5.00000	
 190248	0.38906	0.26789	0.00000	0.92859	0.86028	14362.00000	8279.00000	0.26789	0.38906	0.00408	0.00262	4.00000	
 190249	0.39115	0.26758	0.00000	0.11245	0.11245	14386.00000	8276.00000	0.26758	0.39115	0.00896	0.00225	4.00000	
 190250	0.39193	0.26695	0.00000	0.47577	0.41730	14395.00000	8270.00000	0.26695	0.39193	0.01054	0.00568	3.00000	
 190251	0.40393	0.26768	0.00000	0.98973	0.97976	14533.00000	8277.00000	0.26768	0.40393	0.00896	0.00427	4.00000	
 190328	0.37550	0.26789	0.00000	0.41622	0.41622	14206.00000	8279.00000	0.26789	0.37550	0.00852	0.00342	4.00000	
 190329	0.37715	0.26883	0.00000	0.50150	0.45730	14225.00000	8288.00000	0.26883	0.37715	0.01167	0.00204	3.00000	
 190330	0.38167	0.26800	0.00000	0.39975	0.37641	14277.00000	8280.00000	0.26800	0.38167	0.01289	0.00067	3.00000	
 190331	0.38541	0.26800	0.00000	0.59839	0.49378	14320.00000	8280.00000	0.26800	0.38541	0.00590	0.00181	5.00000	
 190332	0.39941	0.26800	0.00000	0.46867	0.46867	14481.00000	8280.00000	0.26800	0.39941	0.01188	0.00221	3.00000	
 190333	0.40332	0.26779	0.00000	0.97932	0.94556	14526.00000	8278.00000	0.26779	0.40332	0.00896	0.00130	5.00000	
 190334	0.40836	0.26810	0.00000	0.40753	0.40753	14584.00000	8281.00000	0.26810	0.40836	0.01098	0.00242	2.00000	
 190335	0.41071	0.26810	0.00000	0.38220	0.34902	14611.00000	8281.00000	0.26810	0.41071	0.00649	0.00238	7.00000	
 190336	0.41654	0.26821	0.00000	0.97564	0.97503	14678.00000	8282.00000	0.26821	0.41654	0.01425	0.00152	1.00000	
 190337	0.43219	0.26789	0.00000	0.41479	0.41354	14858.00000	8279.00000	0.26789	0.43219	0.00915	0.00084	3.00000	
 190419	0.38046	0.26810	0.00000	0.39966	0.39210	14263.00000	8281.00000	0.26810	0.38046	0.00624	0.00119	4.00000	
 190420	0.38428	0.26800	0.00000	0.59534	0.56508	14307.00000	8280.00000	0.26800	0.38428	0.01075	0.00500	3.00000	
 190421	0.38576	0.26821	0.00000	0.71550	0.62950	14324.00000	8282.00000	0.26821	0.38576	0.00590	0.00262	5.00000	
 190422	0.39671	0.26747	0.00000	0.47198	0.41850	14450.00000	8275.00000	0.26747	0.39671	0.01179	0.00266	3.00000	
 190423	0.39724	0.26810	0.00000	0.99996	0.99953	14456.00000	8281.00000	0.26810	0.39724	0.00990	0.00405	3.00000	
 190424	0.40619	0.26831	0.00000	0.96555	0.87839	14559.00000	8283.00000	0.26831	0.40619	0.00701	0.00348	1.00000	
 190425	0.41219	0.26821	0.00000	0.39566	0.39566	14628.00000	8282.00000	0.26821	0.41219	0.01513	0.00061	0.00000	
 190426	0.42332	0.26810	0.00000	0.38387	0.37855	14756.00000	8281.00000	0.26810	0.42332	0.00774	0.00166	5.00000	
 190513	0.37776	0.26831	0.00000	0.47158	0.47158	14232.00000	8283.00000	0.26831	0.37776	0.00631	0.00340	5.00000	
 190514	0.37820	0.26831	0.00000	0.38427	0.38427	14237.00000	8283.00000	0.26831	0.37820	0.00631	0.00290	5.00000	
 190515	0.40993	0.26842	0.00000	0.70013	0.62361	14602.00000	8284.00000	0.26842	0.40993	0.00878	0.00099	3.00000	
 190516	0.41115	0.26821	0.00000	0.43127	0.40861	14616.00000	8282.00000	0.26821	0.41115	0.00649	0.00297	4.00000	
 190517	0.42471	0.26831	0.00000	0.39048	0.37841	14772.00000	8283.00000	0.26831	0.42471	0.01175	0.00327	3.00000	
 190518	0.42575	0.26821	0.00000	0.41010	0.39373	14784.00000	8282.00000	0.26821	0.42575	0.00594	0.00139	7.00000	
 190589	0.38498	0.26831	0.00000	0.43413	0.38382	14315.00000	8283.00000	0.26831	0.38498	0.00779	0.00043	6.00000	
 190590	0.40723	0.26831	0.00000	0.99598	0.88536	14571.00000	8283.00000	0.26831	0.40723	0.01513	0.00341	0.00000	
 190591	0.42288	0.26852	0.00000	0.34888	0.34672	14751.00000	8285.00000	0.26852	0.42288	0.00772	0.00113	5.00000	
 190592	0.43705	0.26831	0.00000	0.31980	0.28352	14914.00000	8283.00000	0.26831	0.43705	0.00896	0.00222	4.00000	
 190672	0.37428	0.26852	0.00000	0.50395	0.44058	14192.00000	8285.00000	0.26852	0.37428	0.00757	0.00415	4.00000	
 190673	0.37480	0.26852	0.00000	0.46464	0.46464	14198.00000	8285.00000	0.26852	0.37480	0.00649	0.00244	6.00000	
 190674	0.37524	0.26842	0.00000	0.46464	0.46464	14203.00000	8284.00000	0.26842	0.37524	0.00649	0.00408	4.00000	
 190675	0.38002	0.26852	0.00000	0.37729	0.37729	14258.00000	8285.00000	0.26852	0.38002	0.00504	0.00258	6.00000	
 190676	0.39037	0.26842	0.00000	0.99544	0.99159	14377.00000	8284.00000	0.26842	0.39037	0.01073	0.00236	3.00000	
 190677	0.40115	0.26852	0.00000	0.53432	0.53432	14501.00000	8285.00000	0.26852	0.40115	0.01228	0.00601	2.00000	
 190678	0.40315	0.26862	0.00000	0.98122	0.90428	14524.00000	8286.00000	0.26862	0.40315	0.00972	0.00181	4.00000	
 190679	0.40454	0.26821	0.00000	0.51699	0.49298	14540.00000	8282.00000	0.26821	0.40454	0.01167	0.00262	2.00000	
 190680	0.42619	0.26842	0.00000	0.68167	0.61767	14789.00000	8284.00000	0.26842	0.42619	0.00590	0.00312	5.00000	
 190681	0.42732	0.26821	0.00000	0.72901	0.80421	14802.00000	8282.00000	0.26821	0.42732	0.01289	0.00072	1.00000	
 190775	0.37280	0.26873	0.00000	0.36284	0.36284	14175.00000	8287.00000	0.26873	0.37280	0.01112	0.00069	1.00000	
 190776	0.37872	0.26852	0.00000	0.32366	0.32366	14243.00000	8285.00000	0.26852	0.37872	0.00816	0.00226	6.00000	
 190777	0.38037	0.26852	0.00000	0.28918	0.28918	14262.00000	8285.00000	0.26852	0.38037	0.00504	0.00090	7.00000	
 190778	0.38532	0.26873	0.00000	0.80289	0.73820	14319.00000	8287.00000	0.26873	0.38532	0.00792	0.00416	5.00000	
 190779	0.39298	0.26862	0.00000	0.33853	0.33853	14407.00000	8286.00000	0.26862	0.39298	0.00681	0.00210	3.00000	
 190780	0.40576	0.26852	0.00000	1.00000	0.99509	14554.00000	8285.00000	0.26852	0.40576	0.00701	0.00149	2.00000	
 190781	0.42549	0.26852	0.00000	0.29674	0.29674	14781.00000	8285.00000	0.26852	0.42549	0.00594	0.00415	6.00000	
 190782	0.43645	0.26842	0.00000	0.55801	0.39566	14907.00000	8284.00000	0.26842	0.43645	0.00774	0.00218	3.00000	
 190783	0.43871	0.26852	0.00000	0.37607	0.37607	14933.00000	8285.00000	0.26852	0.43871	0.00772	0.00731	2.00000	
 190856	0.37941	0.26852	0.00000	0.47901	0.52658	14251.00000	8285.00000	0.26852	0.37941	0.00883	0.00170	6.00000	
 190857	0.38089	0.26842	0.00000	0.49942	0.42243	14268.00000	8284.00000	0.26842	0.38089	0.00772	0.00296	6.00000	
 190858	0.38376	0.26852	0.00000	0.31913	0.31031	14301.00000	8285.00000	0.26852	0.38376	0.01075	0.00060	3.00000	
 190859	0.38593	0.26873	0.00000	0.83980	0.77582	14326.00000	8287.00000	0.26873	0.38593	0.00804	0.00319	5.00000	
 190860	0.38689	0.26842	0.00000	0.87667	0.80896	14337.00000	8284.00000	0.26842	0.38689	0.01289	0.00121	3.00000	
 190861	0.41767	0.26789	0.00000	0.96530	0.88756	14691.00000	8279.00000	0.26789	0.41767	0.00915	0.00349	2.00000	
 190862	0.42340	0.26862	0.00000	0.36803	0.35360	14757.00000	8286.00000	0.26862	0.42340	0.00611	0.00197	4.00000	
 190863	0.42653	0.26862	0.00000	0.36456	0.36456	14793.00000	8286.00000	0.26862	0.42653	0.00590	0.00485	6.00000	
 190951	0.37159	0.26862	0.00000	0.47746	0.40333	14161.00000	8286.00000	0.26862	0.37159	0.01559	0.00219	0.00000	
 190952	0.38767	0.26883	0.00000	0.27770	0.27770	14346.00000	8288.00000	0.26883	0.38767	0.01289	0.00167	2.00000	
 190953	0.39637	0.26862	0.00000	0.99919	0.97916	14446.00000	8286.00000	0.26862	0.39637	0.01396	0.00011	2.00000	
 190954	0.43306	0.26862	0.00000	0.45559	0.40205	14868.00000	8286.00000	0.26862	0.43306	0.00772	0.00135	2.00000	
 190955	0.43818	0.26862	0.00000	0.37607	0.37607	14927.00000	8286.00000	0.26862	0.43818	0.00772	0.00339	3.00000	
 191053	0.38306	0.26883	0.00000	0.44190	0.40781	14293.00000	8288.00000	0.26883	0.38306	0.00330	0.00372	4.00000	
 191054	0.39993	0.26862	0.00000	0.99623	0.96639	14487.00000	8286.00000	0.26862	0.39993	0.01188	0.00243	1.00000	
 191055	0.40263	0.26821	0.00000	0.42174	0.42174	14518.00000	8282.00000	0.26821	0.40263	0.00972	0.00146	5.00000	
 191056	0.40384	0.26904	0.00000	0.33359	0.23516	14532.00000	8290.00000	0.26904	0.40384	0.01175	0.00098	3.00000	
 191057	0.40845	0.26904	0.00000	0.32675	0.32675	14585.00000	8290.00000	0.26904	0.40845	0.01380	0.00206	1.00000	
 191058	0.41123	0.26883	0.00000	0.44539	0.38166	14617.00000	8288.00000	0.26883	0.41123	0.00925	0.00239	4.00000	
 191059	0.41532	0.26883	0.00000	0.67769	0.67769	14664.00000	8288.00000	0.26883	0.41532	0.01989	0.00302	0.00000	
 191060	0.41741	0.26883	0.00000	0.99587	0.99474	14688.00000	8288.00000	0.26883	0.41741	0.01076	0.00240	3.00000	
 191061	0.43253	0.26873	0.00000	0.58322	0.56677	14862.00000	8287.00000	0.26873	0.43253	0.00772	0.00269	3.00000	
 191148	0.39541	0.26852	0.00000	0.52799	0.42725	14435.00000	8285.00000	0.26852	0.39541	0.01368	0.00263	3.00000	
 191149	0.40202	0.26862	0.00000	0.25264	0.25264	14511.00000	8286.00000	0.26862	0.40202	0.01073	0.00367	3.00000	
 191150	0.43653	0.26894	0.00000	0.92068	0.67360	14908.00000	8289.00000	0.26894	0.43653	0.00774	0.00126	4.00000	
 191151	0.43775	0.26894	0.00000	0.54823	0.46645	14922.00000	8289.00000	0.26894	0.43775	0.00779	0.00061	4.00000	
 191235	0.38124	0.26904	0.00000	0.38924	0.38924	14272.00000	8290.00000	0.26904	0.38124	0.00934	0.00136	4.00000	
 191236	0.38263	0.26946	0.00000	0.66120	0.62417	14288.00000	8294.00000	0.26946	0.38263	0.00972	0.00192	5.00000	
 191237	0.39263	0.26894	0.00000	0.33853	0.33853	14403.00000	8289.00000	0.26894	0.39263	0.00681	0.00503	2.00000	
 191238	0.41036	0.26883	0.00000	0.41589	0.41589	14607.00000	8288.00000	0.26883	0.41036	0.00878	0.00129	5.00000	
 191239	0.42523	0.26894	0.00000	0.34605	0.34047	14778.00000	8289.00000	0.26894	0.42523	0.00718	0.00235	6.00000	
 191318	0.37637	0.26925	0.00000	0.41045	0.41045	14216.00000	8292.00000	0.26925	0.37637	0.01289	0.00567	1.00000	
 191319	0.37985	0.26936	0.00000	0.38673	0.38673	14256.00000	8293.00000	0.26936	0.37985	0.00774	0.00260	7.00000	
 191320	0.38185	0.26925	0.00000	0.44777	0.42015	14279.00000	8292.00000	0.26925	0.38185	0.00934	0.00123	3.00000	
 191321	0.38480	0.26915	0.00000	0.39985	0.39985	14313.00000	8291.00000	0.26915	0.38480	0.00774	0.00065	3.00000	
 191322	0.39845	0.26915	0.00000	0.48487	0.42351	14470.00000	8291.00000	0.26915	0.39845	0.01272	0.00230	2.00000	
 191323	0.40245	0.26925	0.00000	0.99433	0.99026	14516.00000	8292.00000	0.26925	0.40245	0.01112	0.00108	4.00000	
 191324	0.41401	0.26936	0.00000	0.92301	0.84224	14649.00000	8293.00000	0.26936	0.41401	0.01794	0.00227	0.00000	
 191325	0.42297	0.26904	0.00000	0.35066	0.33401	14752.00000	8290.00000	0.26904	0.42297	0.00631	0.00452	4.00000	
 191326	0.42610	0.26904	0.00000	0.49523	0.49523	14788.00000	8290.00000	0.26904	0.42610	0.00878	0.00387	7.00000	
 191401	0.37237	0.26936	0.00000	0.72743	0.71468	14170.00000	8293.00000	0.26936	0.37237	0.01112	0.00447	1.00000	
 191402	0.38028	0.26894	0.00000	0.44744	0.41109	14261.00000	8289.00000	0.26894	0.38028	0.00624	0.00197	9.00000	
 191403	0.38315	0.26904	0.00000	0.62934	0.60473	14294.00000	8290.00000	0.26904	0.38315	0.00330	0.00552	4.00000	
 191404	0.38672	0.26936	0.00000	0.81621	0.81621	14335.00000	8293.00000	0.26936	0.38672	0.01179	0.00168	4.00000	
 191405	0.39098	0.26883	0.00000	0.97594	0.95426	14384.00000	8288.00000	0.26883	0.39098	0.00991	0.00277	2.00000	
 191406	0.39306	0.26925	0.00000	0.31189	0.31189	14408.00000	8292.00000	0.26925	0.39306	0.00779	0.00316	6.00000	
 191407	0.40628	0.26977	0.00000	0.99926	0.99743	14560.00000	8297.00000	0.26977	0.40628	0.01108	0.00180	3.00000	
 191408	0.41662	0.26936	0.00000	0.96673	0.92621	14679.00000	8293.00000	0.26936	0.41662	0.01054	0.00083	3.00000	
 191409	0.42340	0.26904	0.00000	0.61702	0.53932	14757.00000	8290.00000	0.26904	0.42340	0.00611	0.00361	5.00000	
 191498	0.37472	0.26946	0.00000	0.41925	0.35779	14197.00000	8294.00000	0.26946	0.37472	0.01380	0.00321	1.00000	
 191499	0.37811	0.26915	0.00000	0.34631	0.34631	14236.00000	8291.00000	0.26915	0.37811	0.01228	0.00664	5.00000	
 191500	0.37915	0.26925	0.00000	0.36653	0.35398	14248.00000	8292.00000	0.26925	0.37915	0.01020	0.00238	4.00000	
 191501	0.39402	0.26904	0.00000	1.00000	0.99627	14419.00000	8290.00000	0.26904	0.39402	0.00883	0.00169	3.00000	
 191502	0.39906	0.26977	0.00000	0.88890	0.81066	14477.00000	8297.00000	0.26977	0.39906	0.01224	0.00294	5.00000	
 191503	0.43297	0.26936	0.00000	0.52222	0.45063	14867.00000	8293.00000	0.26936	0.43297	0.00852	0.00449	4.00000	
 191576	0.40123	0.26936	0.00000	0.66220	0.58711	14502.00000	8293.00000	0.26936	0.40123	0.01228	0.00420	2.00000	
 191577	0.40463	0.26925	0.00000	1.00000	0.99501	14541.00000	8292.00000	0.26925	0.40463	0.00994	0.00171	2.00000	
 191578	0.43697	0.26936	0.00000	0.95910	0.90964	14913.00000	8293.00000	0.26936	0.43697	0.00878	0.00230	5.00000	
 191665	0.38489	0.26967	0.00000	0.76457	0.70060	14314.00000	8296.00000	0.26967	0.38489	0.00774	0.00239	3.00000	
 191666	0.38872	0.26946	0.00000	0.37107	0.37107	14358.00000	8294.00000	0.26946	0.38872	0.00896	0.00339	3.00000	
 191667	0.38932	0.26956	0.00000	0.40796	0.33560	14365.00000	8295.00000	0.26956	0.38932	0.00896	0.00077	2.00000	
 191668	0.39697	0.26967	0.00000	0.98781	0.92430	14453.00000	8296.00000	0.26967	0.39697	0.01363	0.00297	1.00000	
 191669	0.40358	0.26988	0.00000	0.92028	0.83646	14529.00000	8298.00000	0.26988	0.40358	0.00934	0.00246	2.00000	
 191670	0.41193	0.26946	0.00000	0.44632	0.44632	14625.00000	8294.00000	0.26946	0.41193	0.01363	0.00085	2.00000	
 191671	0.42540	0.26967	0.00000	0.48551	0.37205	14780.00000	8296.00000	0.26967	0.42540	0.00661	0.00091	7.00000	
 191672	0.42662	0.26946	0.00000	0.46421	0.46421	14794.00000	8294.00000	0.26946	0.42662	0.00925	0.00298	4.00000	
 191673	0.43627	0.26956	0.00000	0.42012	0.42012	14905.00000	8295.00000	0.26956	0.43627	0.00990	0.00143	4.00000	
 191775	0.38028	0.26967	0.00000	0.47121	0.45088	14261.00000	8296.00000	0.26967	0.38028	0.00590	0.00257	5.00000	
 191776	0.38359	0.26967	0.00000	0.36869	0.36869	14299.00000	8296.00000	0.26967	0.38359	0.01073	0.00108	7.00000	
 191777	0.39463	0.26904	0.00000	0.98939	0.98939	14426.00000	8290.00000	0.26904	0.39463	0.00883	0.00244	2.00000	
 191778	0.40706	0.26956	0.00000	0.55747	0.46279	14569.00000	8295.00000	0.26956	0.40706	0.00661	0.00146	2.00000	
 191779	0.41732	0.26956	0.00000	0.98756	0.98382	14687.00000	8295.00000	0.26956	0.41732	0.01054	0.00331	4.00000	
 191780	0.42462	0.26956	0.00000	0.29391	0.29391	14771.00000	8295.00000	0.26956	0.42462	0.00486	0.00497	3.00000	
 191781	0.42575	0.27009	0.00000	0.61063	0.55095	14784.00000	8300.00000	0.27009	0.42575	0.00252	0.00279	6.00000	
 191871	0.38741	0.26977	0.00000	0.44726	0.42070	14343.00000	8297.00000	0.26977	0.38741	0.00990	0.00531	4.00000	
 191872	0.39124	0.26946	0.00000	0.38265	0.38265	14387.00000	8294.00000	0.26946	0.39124	0.00772	0.00232	2.00000	
 191873	0.40523	0.26956	0.00000	0.99724	0.99337	14548.00000	8295.00000	0.26956	0.40523	0.00915	0.00075	2.00000	
 191874	0.42436	0.26977	0.00000	0.50331	0.46218	14768.00000	8297.00000	0.26977	0.42436	0.00486	0.00865	3.00000	
 191875	0.43245	0.27019	0.00000	0.34967	0.34055	14861.00000	8301.00000	0.27019	0.43245	0.01224	0.00325	2.00000	
 191876	0.43758	0.26977	0.00000	0.43142	0.41343	14920.00000	8297.00000	0.26977	0.43758	0.01073	0.00234	5.00000	
