	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment	ClosestHandENuclei	ClosestIPOXNuclei	N_Neighbors_1E-3
1557570	0.14175	0.83527	0.00000	0.53583	0.53583	3485.00000	15479.00000	0.83527	0.14175	0.00754	0.00334	6.00000	
1557571	0.14256	0.83539	0.00000	0.86229	0.85075	3498.00000	15481.00000	0.83539	0.14256	0.00727	0.00506	6.00000	
1557572	0.14572	0.83539	0.00000	0.35336	0.35336	3549.00000	15481.00000	0.83539	0.14572	0.00308	0.00147	10.00000	
1557573	0.14634	0.83545	0.00000	0.48378	0.45608	3559.00000	15482.00000	0.83545	0.14634	0.00557	0.00099	9.00000	
1557574	0.15013	0.83545	0.00000	0.64610	0.60769	3620.00000	15482.00000	0.83545	0.15013	0.00751	0.00034	9.00000	
1557575	0.15237	0.83533	0.00000	0.63482	0.61023	3656.00000	15480.00000	0.83533	0.15237	0.00447	0.00679	7.00000	
1557576	0.15479	0.83545	0.00000	0.83657	0.72906	3695.00000	15482.00000	0.83545	0.15479	0.00821	0.00087	8.00000	
1557577	0.17200	0.83539	0.00000	0.63283	0.58012	3972.00000	15481.00000	0.83539	0.17200	0.00513	0.00135	13.00000	
1557578	0.17243	0.83516	0.00000	0.49498	0.49498	3979.00000	15477.00000	0.83516	0.17243	0.00727	0.00098	11.00000	
1557579	0.17349	0.83539	0.00000	0.64314	0.64314	3996.00000	15481.00000	0.83539	0.17349	0.00789	0.00273	6.00000	
1557580	0.17554	0.83533	0.00000	0.62531	0.65290	4029.00000	15480.00000	0.83533	0.17554	0.00626	0.00345	5.00000	
1557581	0.17833	0.83533	0.00000	0.68420	0.67466	4074.00000	15480.00000	0.83533	0.17833	0.00788	0.00221	7.00000	
1557582	0.17939	0.83557	0.00000	0.61482	0.61482	4091.00000	15484.00000	0.83557	0.17939	0.00608	0.00202	7.00000	
1557583	0.19014	0.83539	0.00000	0.53281	0.50886	4264.00000	15481.00000	0.83539	0.19014	0.00608	0.00206	10.00000	
1557584	0.19256	0.83539	0.00000	0.61033	0.47235	4303.00000	15481.00000	0.83539	0.19256	0.00425	0.00281	7.00000	
1557585	0.19647	0.83545	0.00000	0.49496	0.48948	4366.00000	15482.00000	0.83545	0.19647	0.00897	0.00189	4.00000	
1557698	0.02168	0.83510	0.00000	0.79531	0.76431	1552.00000	15476.00000	0.83510	0.02168	0.01114	0.07537	4.00000	
1557699	0.02801	0.83539	0.00000	0.58794	0.49577	1654.00000	15481.00000	0.83539	0.02801	0.00548	0.00546	5.00000	
1557700	0.03218	0.83545	0.00000	0.63567	0.56426	1721.00000	15482.00000	0.83545	0.03218	0.00442	0.00124	10.00000	
1557701	0.03764	0.83551	0.00000	0.54856	0.52838	1809.00000	15483.00000	0.83551	0.03764	0.00545	0.00795	8.00000	
1557702	0.03888	0.83545	0.00000	0.49311	0.49298	1829.00000	15482.00000	0.83545	0.03888	0.00674	0.00104	7.00000	
1557703	0.03926	0.83533	0.00000	0.47447	0.46854	1835.00000	15480.00000	0.83533	0.03926	0.00662	0.00069	10.00000	
1557704	0.04087	0.83551	0.00000	0.56988	0.56988	1861.00000	15483.00000	0.83551	0.04087	0.00757	0.00546	9.00000	
1557705	0.05385	0.83557	0.00000	0.69549	0.64542	2070.00000	15484.00000	0.83557	0.05385	0.00573	0.00260	9.00000	
1557706	0.05733	0.83492	0.00000	0.83963	0.83963	2126.00000	15473.00000	0.83492	0.05733	0.00457	0.02643	9.00000	
1557707	0.06007	0.83527	0.00000	0.69413	0.64986	2170.00000	15479.00000	0.83527	0.06007	0.00809	0.00366	7.00000	
1557708	0.06156	0.83551	0.00000	0.78520	0.71009	2194.00000	15483.00000	0.83551	0.06156	0.00404	0.02528	11.00000	
1557709	0.06187	0.83568	0.00000	0.49042	0.49042	2199.00000	15486.00000	0.83568	0.06187	0.00545	0.02942	9.00000	
1557710	0.06572	0.83545	0.00000	0.54871	0.53830	2261.00000	15482.00000	0.83545	0.06572	0.00757	0.02794	9.00000	
1557711	0.06715	0.83545	0.00000	0.59937	0.59937	2284.00000	15482.00000	0.83545	0.06715	0.00750	0.01755	8.00000	
1557712	0.06758	0.83545	0.00000	0.59937	0.59937	2291.00000	15482.00000	0.83545	0.06758	0.00706	0.01168	7.00000	
1557731	0.14299	0.83551	0.00000	0.63996	0.56551	3505.00000	15483.00000	0.83551	0.14299	0.00524	0.00104	7.00000	
1557732	0.14833	0.83551	0.00000	0.42091	0.42091	3591.00000	15483.00000	0.83551	0.14833	0.00684	0.00093	7.00000	
1557733	0.15287	0.83545	0.00000	0.58239	0.58239	3664.00000	15482.00000	0.83545	0.15287	0.00829	0.00104	4.00000	
1557734	0.15616	0.83557	0.00000	0.50926	0.50926	3717.00000	15484.00000	0.83557	0.15616	0.00660	0.01143	9.00000	
1557735	0.15858	0.83539	0.00000	0.62828	0.62828	3756.00000	15481.00000	0.83539	0.15858	0.00553	0.01449	5.00000	
1557736	0.16088	0.83539	0.00000	0.64121	0.59266	3793.00000	15481.00000	0.83539	0.16088	0.00721	0.00999	7.00000	
1557737	0.16647	0.83557	0.00000	0.70524	0.52810	3883.00000	15484.00000	0.83557	0.16647	0.00980	0.00236	3.00000	
1557738	0.16840	0.83539	0.00000	0.92960	0.92960	3914.00000	15481.00000	0.83539	0.16840	0.00481	0.00038	4.00000	
1557739	0.17069	0.83539	0.00000	0.91302	0.83567	3951.00000	15481.00000	0.83539	0.17069	0.00719	0.00048	11.00000	
1557740	0.17138	0.83533	0.00000	0.57265	0.57146	3962.00000	15480.00000	0.83533	0.17138	0.00524	0.00213	13.00000	
1557741	0.17293	0.83521	0.00000	0.61194	0.61104	3987.00000	15478.00000	0.83521	0.17293	0.00771	0.00081	6.00000	
1557742	0.17442	0.83551	0.00000	0.71848	0.71848	4011.00000	15483.00000	0.83551	0.17442	0.00829	0.00016	8.00000	
1557743	0.17771	0.83539	0.00000	0.64471	0.62316	4064.00000	15481.00000	0.83539	0.17771	0.00626	0.00716	6.00000	
1557744	0.17877	0.83545	0.00000	0.57694	0.57694	4081.00000	15482.00000	0.83545	0.17877	0.00788	0.00198	7.00000	
1557745	0.18063	0.83521	0.00000	0.62506	0.58378	4111.00000	15478.00000	0.83521	0.18063	0.00929	0.00253	6.00000	
1557746	0.18219	0.83545	0.00000	0.50113	0.49444	4136.00000	15482.00000	0.83545	0.18219	0.01027	0.00781	5.00000	
1557747	0.18343	0.83551	0.00000	0.55410	0.53313	4156.00000	15483.00000	0.83551	0.18343	0.00557	0.00162	5.00000	
1557748	0.18865	0.83539	0.00000	0.55634	0.48695	4240.00000	15481.00000	0.83539	0.18865	0.00719	0.00173	9.00000	
1557749	0.19125	0.83527	0.00000	0.56921	0.56921	4282.00000	15479.00000	0.83527	0.19125	0.00876	0.00745	7.00000	
1557896	0.02466	0.83551	0.00000	0.79531	0.76431	1600.00000	15483.00000	0.83551	0.02466	0.00686	0.05832	7.00000	
1557897	0.03677	0.83545	0.00000	0.49602	0.47260	1795.00000	15482.00000	0.83545	0.03677	0.00671	0.00797	6.00000	
1557898	0.03795	0.83545	0.00000	0.64735	0.58364	1814.00000	15482.00000	0.83545	0.03795	0.00545	0.00375	5.00000	
1557899	0.04851	0.83551	0.00000	0.72325	0.70112	1984.00000	15483.00000	0.83551	0.04851	0.00642	0.00957	7.00000	
1557900	0.05062	0.83557	0.00000	0.42531	0.42531	2018.00000	15484.00000	0.83557	0.05062	0.00516	0.03447	12.00000	
1557901	0.05416	0.83545	0.00000	0.71643	0.63607	2075.00000	15482.00000	0.83545	0.05416	0.00573	0.00459	9.00000	
1557902	0.05944	0.83557	0.00000	0.49538	0.49538	2160.00000	15484.00000	0.83557	0.05944	0.00516	0.00994	9.00000	
1557903	0.06510	0.83557	0.00000	0.54871	0.53830	2251.00000	15484.00000	0.83557	0.06510	0.00711	0.03663	9.00000	
1557922	0.17007	0.83557	0.00000	0.84002	0.84002	3941.00000	15484.00000	0.83557	0.17007	0.00771	0.00128	7.00000	
1557923	0.18709	0.83533	0.00000	0.50304	0.49860	4215.00000	15480.00000	0.83533	0.18709	0.00719	0.00374	4.00000	
1557924	0.18945	0.83527	0.00000	0.46807	0.46807	4253.00000	15479.00000	0.83527	0.18945	0.00929	0.00200	7.00000	
1557925	0.19554	0.83551	0.00000	0.41079	0.41079	4351.00000	15483.00000	0.83551	0.19554	0.00754	0.00207	4.00000	
1558057	0.01702	0.83568	0.00000	0.79531	0.76431	1477.00000	15486.00000	0.83568	0.01702	0.00714	0.13156	7.00000	
1558058	0.02367	0.83557	0.00000	0.79531	0.76431	1584.00000	15484.00000	0.83557	0.02367	0.01011	0.05633	7.00000	
1558059	0.03497	0.83551	0.00000	0.66692	0.60233	1766.00000	15483.00000	0.83551	0.03497	0.00736	0.00217	4.00000	
1558060	0.03845	0.83551	0.00000	0.55549	0.53988	1822.00000	15483.00000	0.83551	0.03845	0.00757	0.00475	9.00000	
1558061	0.04255	0.83557	0.00000	0.57634	0.50778	1888.00000	15484.00000	0.83557	0.04255	0.00598	0.00412	4.00000	
1558062	0.04485	0.83557	0.00000	0.57902	0.57902	1925.00000	15484.00000	0.83557	0.04485	0.00814	0.01433	8.00000	
1558063	0.05156	0.83539	0.00000	0.78413	0.74596	2033.00000	15481.00000	0.83539	0.05156	0.00516	0.02292	12.00000	
1558064	0.05497	0.83539	0.00000	0.66267	0.53252	2088.00000	15481.00000	0.83539	0.05497	0.00536	0.01596	8.00000	
1558065	0.05771	0.83563	0.00000	0.83963	0.83963	2132.00000	15485.00000	0.83563	0.05771	0.00809	0.01661	7.00000	
1558066	0.06131	0.83551	0.00000	0.78520	0.71009	2190.00000	15483.00000	0.83551	0.06131	0.00429	0.02137	10.00000	
1558067	0.06267	0.83563	0.00000	0.52064	0.52064	2212.00000	15485.00000	0.83563	0.06267	0.00674	0.03258	9.00000	
1558087	0.14063	0.83557	0.00000	0.54339	0.52457	3467.00000	15484.00000	0.83557	0.14063	0.00933	0.00520	1.00000	
1558088	0.14734	0.83545	0.00000	0.96874	0.85204	3575.00000	15482.00000	0.83545	0.14734	0.01129	0.00219	5.00000	
1558089	0.15063	0.83545	0.00000	0.70217	0.60907	3628.00000	15482.00000	0.83545	0.15063	0.00870	0.00137	5.00000	
1558090	0.15150	0.83545	0.00000	0.60788	0.60562	3642.00000	15482.00000	0.83545	0.15150	0.00721	0.00574	6.00000	
1558091	0.15653	0.83551	0.00000	0.71439	0.70227	3723.00000	15483.00000	0.83551	0.15653	0.00660	0.00731	8.00000	
1558092	0.15709	0.83551	0.00000	0.63099	0.59432	3732.00000	15483.00000	0.83551	0.15709	0.00876	0.00623	5.00000	
1558093	0.16268	0.83545	0.00000	0.80547	0.70277	3822.00000	15482.00000	0.83545	0.16268	0.00829	0.00589	8.00000	
1558094	0.16312	0.83568	0.00000	0.73175	0.65748	3829.00000	15486.00000	0.83568	0.16312	0.00616	0.00227	9.00000	
1558095	0.16343	0.83586	0.00000	0.80308	0.76413	3834.00000	15489.00000	0.83586	0.16343	0.00625	0.00238	9.00000	
1558096	0.16864	0.83551	0.00000	0.95239	0.86872	3918.00000	15483.00000	0.83551	0.16864	0.00481	0.00164	4.00000	
1558097	0.17156	0.83557	0.00000	0.47919	0.47919	3965.00000	15484.00000	0.83557	0.17156	0.00524	0.00132	11.00000	
1558098	0.17560	0.83568	0.00000	0.55416	0.53524	4030.00000	15486.00000	0.83568	0.17560	0.00626	0.00357	6.00000	
1558099	0.17678	0.83557	0.00000	0.74172	0.70207	4049.00000	15484.00000	0.83557	0.17678	0.00865	0.01010	4.00000	
1558100	0.18001	0.83557	0.00000	0.71180	0.68242	4101.00000	15484.00000	0.83557	0.18001	0.00697	0.00216	7.00000	
1558223	0.02764	0.83557	0.00000	0.55321	0.52829	1648.00000	15484.00000	0.83557	0.02764	0.00711	0.01169	8.00000	
1558224	0.02944	0.83557	0.00000	0.85665	0.70124	1677.00000	15484.00000	0.83557	0.02944	0.00777	0.00229	7.00000	
1558225	0.03193	0.83557	0.00000	0.56290	0.51047	1717.00000	15484.00000	0.83557	0.03193	0.00474	0.00092	10.00000	
1558226	0.04038	0.83568	0.00000	0.66949	0.61239	1853.00000	15486.00000	0.83568	0.04038	0.00909	0.00652	6.00000	
1558227	0.04628	0.83568	0.00000	0.87704	0.85092	1948.00000	15486.00000	0.83568	0.04628	0.00887	0.00548	8.00000	
1558228	0.05528	0.83539	0.00000	0.66267	0.53252	2093.00000	15481.00000	0.83539	0.05528	0.00536	0.01987	11.00000	
1558236	0.14349	0.83568	0.00000	0.64132	0.63657	3513.00000	15486.00000	0.83568	0.14349	0.00598	0.00087	8.00000	
1558237	0.14436	0.83563	0.00000	0.58800	0.58559	3527.00000	15485.00000	0.83563	0.14436	0.00754	0.00234	5.00000	
1558238	0.14541	0.83568	0.00000	0.73918	0.72002	3544.00000	15486.00000	0.83568	0.14541	0.00653	0.00034	9.00000	
1558239	0.14970	0.83592	0.00000	0.58652	0.55359	3613.00000	15490.00000	0.83592	0.14970	0.00513	0.00380	6.00000	
1558240	0.15187	0.83563	0.00000	0.63482	0.61023	3648.00000	15485.00000	0.83563	0.15187	0.00626	0.00460	8.00000	
1558241	0.15523	0.83563	0.00000	0.61965	0.61965	3702.00000	15485.00000	0.83563	0.15523	0.00719	0.00598	8.00000	
1558242	0.15889	0.83545	0.00000	0.67710	0.66218	3761.00000	15482.00000	0.83545	0.15889	0.00553	0.01989	4.00000	
1558243	0.15933	0.83557	0.00000	0.78840	0.78840	3768.00000	15484.00000	0.83557	0.15933	0.00788	0.01483	5.00000	
1558244	0.16125	0.83557	0.00000	0.79680	0.76159	3799.00000	15484.00000	0.83557	0.16125	0.00608	0.00594	7.00000	
1558245	0.16218	0.83568	0.00000	0.59823	0.59823	3814.00000	15486.00000	0.83568	0.16218	0.00673	0.00117	8.00000	
1558246	0.17765	0.83574	0.00000	0.64471	0.62316	4063.00000	15487.00000	0.83574	0.17765	0.00626	0.00096	8.00000	
1558247	0.18542	0.83557	0.00000	0.55841	0.53892	4188.00000	15484.00000	0.83557	0.18542	0.00949	0.00058	6.00000	
1558248	0.19057	0.83568	0.00000	0.57105	0.56047	4271.00000	15486.00000	0.83568	0.19057	0.00553	0.00165	10.00000	
1558249	0.19274	0.83563	0.00000	0.47715	0.47351	4306.00000	15485.00000	0.83563	0.19274	0.00524	0.00059	5.00000	
1558376	0.03528	0.83580	0.00000	0.66692	0.60233	1771.00000	15488.00000	0.83580	0.03528	0.00736	0.00857	5.00000	
1558377	0.04435	0.83568	0.00000	0.57902	0.57902	1917.00000	15486.00000	0.83568	0.04435	0.00662	0.00567	8.00000	
1558378	0.04702	0.83568	0.00000	0.46774	0.46774	1960.00000	15486.00000	0.83568	0.04702	0.00615	0.00182	7.00000	
1558379	0.04783	0.83574	0.00000	0.74757	0.74758	1973.00000	15487.00000	0.83574	0.04783	0.00736	0.00106	9.00000	
1558380	0.04938	0.83574	0.00000	0.72325	0.70112	1998.00000	15487.00000	0.83574	0.04938	0.00826	0.02510	7.00000	
1558381	0.05236	0.83568	0.00000	0.82388	0.79968	2046.00000	15486.00000	0.83568	0.05236	0.00536	0.01267	10.00000	
1558382	0.05342	0.83563	0.00000	0.67879	0.67879	2063.00000	15485.00000	0.83563	0.05342	0.00757	0.00405	9.00000	
1558383	0.06025	0.83574	0.00000	0.55897	0.53343	2173.00000	15487.00000	0.83574	0.06025	0.00869	0.01159	8.00000	
1558384	0.06677	0.83568	0.00000	0.59937	0.59937	2278.00000	15486.00000	0.83568	0.06677	0.00516	0.02514	9.00000	
1558385	0.06802	0.83574	0.00000	0.53201	0.52062	2298.00000	15487.00000	0.83574	0.06802	0.00573	0.00895	6.00000	
1558407	0.14498	0.83580	0.00000	0.48013	0.48013	3537.00000	15488.00000	0.83580	0.14498	0.00788	0.00265	7.00000	
1558408	0.14572	0.83521	0.00000	0.32017	0.31813	3549.00000	15478.00000	0.83521	0.14572	0.00308	0.00130	9.00000	
1558409	0.14945	0.83563	0.00000	0.65820	0.64710	3609.00000	15485.00000	0.83563	0.14945	0.00673	0.00443	8.00000	
1558410	0.15566	0.83580	0.00000	0.64371	0.47498	3709.00000	15488.00000	0.83580	0.15566	0.00581	0.00990	9.00000	
1558411	0.16032	0.83568	0.00000	0.54245	0.51433	3784.00000	15486.00000	0.83568	0.16032	0.00721	0.00955	8.00000	
1558412	0.16392	0.83557	0.00000	0.92868	0.89089	3842.00000	15484.00000	0.83557	0.16392	0.00930	0.00064	6.00000	
1558413	0.17250	0.83557	0.00000	0.54757	0.54757	3980.00000	15484.00000	0.83557	0.17250	0.00449	0.00177	10.00000	
1558414	0.18709	0.83574	0.00000	0.49964	0.49964	4215.00000	15487.00000	0.83574	0.18709	0.00719	0.00079	4.00000	
1558415	0.18796	0.83563	0.00000	0.61817	0.55586	4229.00000	15485.00000	0.83563	0.18796	0.00754	0.00380	8.00000	
1558416	0.19684	0.83580	0.00000	0.58037	0.53811	4372.00000	15488.00000	0.83580	0.19684	0.00897	0.00480	5.00000	
1558417	0.19765	0.83563	0.00000	0.47743	0.47743	4385.00000	15485.00000	0.83563	0.19765	0.00929	0.00149	6.00000	
1558538	0.01311	0.83574	0.00000	0.43447	0.43447	1414.00000	15487.00000	0.83574	0.01311	0.01196	0.17582	2.00000	
1558539	0.02298	0.83568	0.00000	0.79531	0.76431	1573.00000	15486.00000	0.83568	0.02298	0.00548	0.05669	6.00000	
1558540	0.02882	0.83574	0.00000	0.58377	0.51562	1667.00000	15487.00000	0.83574	0.02882	0.00826	0.00584	5.00000	
1558541	0.02988	0.83568	0.00000	0.43822	0.43822	1684.00000	15486.00000	0.83568	0.02988	0.00777	0.00267	9.00000	
1558542	0.03044	0.83574	0.00000	0.66106	0.58092	1693.00000	15487.00000	0.83574	0.03044	0.00643	0.00169	8.00000	
1558543	0.03131	0.83580	0.00000	0.79192	0.72935	1707.00000	15488.00000	0.83580	0.03131	0.00776	0.00390	8.00000	
1558544	0.03919	0.83580	0.00000	0.41630	0.41208	1834.00000	15488.00000	0.83580	0.03919	0.00589	0.00286	9.00000	
1558545	0.04553	0.83580	0.00000	0.56979	0.56040	1936.00000	15488.00000	0.83580	0.04553	0.00835	0.01156	7.00000	
1558546	0.05081	0.83580	0.00000	0.42531	0.42531	2021.00000	15488.00000	0.83580	0.05081	0.00516	0.03331	14.00000	
1558547	0.05149	0.83586	0.00000	0.82388	0.79968	2032.00000	15489.00000	0.83586	0.05149	0.00598	0.02666	12.00000	
1558548	0.05597	0.83580	0.00000	0.80407	0.73503	2104.00000	15488.00000	0.83580	0.05597	0.00536	0.01661	9.00000	
1558549	0.05696	0.83574	0.00000	0.83963	0.83963	2120.00000	15487.00000	0.83574	0.05696	0.00852	0.01296	7.00000	
1558550	0.06081	0.83563	0.00000	0.78520	0.71009	2182.00000	15485.00000	0.83563	0.06081	0.00615	0.01561	12.00000	
1558551	0.06354	0.83586	0.00000	0.52064	0.52064	2226.00000	15489.00000	0.83586	0.06354	0.00589	0.03978	8.00000	
1558552	0.06448	0.83574	0.00000	0.64236	0.64236	2241.00000	15487.00000	0.83574	0.06448	0.00573	0.03759	7.00000	
1558578	0.14610	0.83574	0.00000	0.34309	0.34309	3555.00000	15487.00000	0.83574	0.14610	0.00525	0.00035	9.00000	
1558579	0.14796	0.83563	0.00000	0.57960	0.54129	3585.00000	15485.00000	0.83563	0.14796	0.00684	0.00127	9.00000	
1558580	0.16454	0.83563	0.00000	0.88563	0.82731	3852.00000	15485.00000	0.83563	0.16454	0.00962	0.00127	4.00000	
1558581	0.17386	0.83568	0.00000	0.58517	0.58517	4002.00000	15486.00000	0.83568	0.17386	0.00821	0.00325	6.00000	
1558582	0.18094	0.83616	0.00000	0.43765	0.43765	4116.00000	15494.00000	0.83616	0.18094	0.00830	0.00469	5.00000	
1558583	0.18902	0.83574	0.00000	0.55634	0.48695	4246.00000	15487.00000	0.83574	0.18902	0.00525	0.00751	10.00000	
1558584	0.18970	0.83574	0.00000	0.59005	0.54945	4257.00000	15487.00000	0.83574	0.18970	0.00929	0.00237	9.00000	
1558585	0.19088	0.83563	0.00000	0.63327	0.60160	4276.00000	15485.00000	0.83563	0.19088	0.00553	0.00011	9.00000	
1558586	0.19865	0.83574	0.00000	0.58289	0.54006	4401.00000	15487.00000	0.83574	0.19865	0.00727	0.00649	7.00000	
1558725	0.01398	0.83592	0.00000	0.43447	0.43447	1428.00000	15490.00000	0.83592	0.01398	0.01143	0.16273	1.00000	
1558726	0.02447	0.83586	0.00000	0.79531	0.76431	1597.00000	15489.00000	0.83586	0.02447	0.00573	0.05178	8.00000	
1558727	0.03081	0.83574	0.00000	0.61531	0.59017	1699.00000	15487.00000	0.83574	0.03081	0.00643	0.00110	9.00000	
1558728	0.03621	0.83586	0.00000	0.67459	0.62106	1786.00000	15489.00000	0.83586	0.03621	0.00814	0.01189	6.00000	
1558729	0.03696	0.83580	0.00000	0.45635	0.45635	1798.00000	15488.00000	0.83580	0.03696	0.00605	0.01156	8.00000	
1558730	0.04826	0.83586	0.00000	0.74757	0.74758	1980.00000	15489.00000	0.83586	0.04826	0.00742	0.00883	9.00000	
1558731	0.04994	0.83563	0.00000	0.42531	0.42531	2007.00000	15485.00000	0.83563	0.04994	0.00686	0.02851	9.00000	
1558732	0.05112	0.83604	0.00000	0.82388	0.79968	2026.00000	15492.00000	0.83604	0.05112	0.00662	0.03377	13.00000	
1558733	0.05410	0.83586	0.00000	0.65230	0.59741	2074.00000	15489.00000	0.83586	0.05410	0.00525	0.00114	8.00000	
1558734	0.05435	0.83604	0.00000	0.66267	0.53252	2078.00000	15492.00000	0.83604	0.05435	0.00525	0.00106	7.00000	
1558735	0.05920	0.83586	0.00000	0.49538	0.49538	2156.00000	15489.00000	0.83586	0.05920	0.00598	0.01196	8.00000	
1558736	0.05963	0.83580	0.00000	0.75727	0.71220	2163.00000	15488.00000	0.83580	0.05963	0.00516	0.01146	8.00000	
1558737	0.06156	0.83574	0.00000	0.49042	0.49042	2194.00000	15487.00000	0.83574	0.06156	0.00404	0.02428	9.00000	
1558738	0.06305	0.83574	0.00000	0.52064	0.52064	2218.00000	15487.00000	0.83574	0.06305	0.00642	0.03529	9.00000	
1558755	0.15392	0.83592	0.00000	0.76851	0.66153	3681.00000	15490.00000	0.83592	0.15392	0.00598	0.00221	5.00000	
1558756	0.15784	0.83604	0.00000	0.62828	0.62828	3744.00000	15492.00000	0.83604	0.15784	0.00684	0.01649	7.00000	
1558757	0.15846	0.83574	0.00000	0.62828	0.62828	3754.00000	15487.00000	0.83574	0.15846	0.00653	0.01606	5.00000	
1558758	0.16249	0.83598	0.00000	0.84356	0.80072	3819.00000	15491.00000	0.83598	0.16249	0.00748	0.00342	11.00000	
1558759	0.17231	0.83574	0.00000	0.58474	0.56513	3977.00000	15487.00000	0.83574	0.17231	0.00425	0.00329	11.00000	
1558760	0.17722	0.83580	0.00000	0.74172	0.70207	4056.00000	15488.00000	0.83580	0.17722	0.00768	0.00217	6.00000	
1558761	0.18057	0.83586	0.00000	0.46737	0.46737	4110.00000	15489.00000	0.83586	0.18057	0.00660	0.00603	6.00000	
1558762	0.18150	0.83586	0.00000	0.64529	0.57715	4125.00000	15489.00000	0.83586	0.18150	0.01105	0.00847	6.00000	
1558763	0.18747	0.83592	0.00000	0.65285	0.58391	4221.00000	15490.00000	0.83592	0.18747	0.00721	0.00671	6.00000	
1558764	0.19113	0.83586	0.00000	0.63327	0.60160	4280.00000	15489.00000	0.83586	0.19113	0.00598	0.00599	8.00000	
1558765	0.19163	0.83586	0.00000	0.45170	0.44522	4288.00000	15489.00000	0.83586	0.19163	0.00870	0.00258	7.00000	
1558766	0.19529	0.83586	0.00000	0.65876	0.56052	4347.00000	15489.00000	0.83586	0.19529	0.00754	0.00526	6.00000	
1558767	0.19815	0.83586	0.00000	0.56674	0.56674	4393.00000	15489.00000	0.83586	0.19815	0.00893	0.00372	7.00000	
1558906	0.01652	0.83580	0.00000	0.43447	0.43447	1469.00000	15488.00000	0.83580	0.01652	0.00738	0.13633	5.00000	
1558907	0.02534	0.83592	0.00000	0.55321	0.52829	1611.00000	15490.00000	0.83592	0.02534	0.00807	0.04919	10.00000	
1558908	0.04373	0.83580	0.00000	0.56858	0.56858	1907.00000	15488.00000	0.83580	0.04373	0.00642	0.00168	5.00000	
1558909	0.06125	0.83592	0.00000	0.49042	0.49042	2189.00000	15490.00000	0.83592	0.06125	0.00548	0.01814	9.00000	
1558910	0.06479	0.83586	0.00000	0.64236	0.64236	2246.00000	15489.00000	0.83586	0.06479	0.00573	0.03376	7.00000	
1558922	0.14852	0.83586	0.00000	0.97817	0.97628	3594.00000	15489.00000	0.83586	0.14852	0.00697	0.00223	6.00000	
1558923	0.15436	0.83586	0.00000	0.53841	0.53841	3688.00000	15489.00000	0.83586	0.15436	0.00768	0.00192	6.00000	
1558924	0.15597	0.83592	0.00000	0.50926	0.50926	3714.00000	15490.00000	0.83592	0.15597	0.00581	0.00634	11.00000	
1558925	0.15672	0.83586	0.00000	0.50926	0.50926	3726.00000	15489.00000	0.83586	0.15672	0.00697	0.01141	10.00000	
1558926	0.15759	0.83545	0.00000	0.62828	0.62828	3740.00000	15482.00000	0.83545	0.15759	0.00721	0.00732	3.00000	
1558927	0.16107	0.83586	0.00000	0.64121	0.59266	3796.00000	15489.00000	0.83586	0.16107	0.00342	0.00309	9.00000	
1558928	0.16504	0.83586	0.00000	0.88675	0.75158	3860.00000	15489.00000	0.83586	0.16504	0.00901	0.00314	4.00000	
1558929	0.17336	0.83610	0.00000	0.85109	0.77523	3994.00000	15493.00000	0.83610	0.17336	0.00876	0.00258	7.00000	
1558930	0.17809	0.83586	0.00000	0.56305	0.55278	4070.00000	15489.00000	0.83586	0.17809	0.00788	0.00153	7.00000	
1558931	0.18219	0.83604	0.00000	0.50113	0.49444	4136.00000	15492.00000	0.83604	0.18219	0.00901	0.00696	4.00000	
1558932	0.19467	0.83592	0.00000	0.52708	0.52708	4337.00000	15490.00000	0.83592	0.19467	0.00751	0.00004	4.00000	
1559070	0.01957	0.83604	0.00000	0.79531	0.76431	1518.00000	15492.00000	0.83604	0.01957	0.01329	0.08989	1.00000	
1559071	0.02044	0.83621	0.00000	0.79531	0.76431	1532.00000	15495.00000	0.83621	0.02044	0.00835	0.07579	2.00000	
1559072	0.02733	0.83616	0.00000	0.38491	0.34841	1643.00000	15494.00000	0.83616	0.02733	0.00442	0.01788	7.00000	
1559073	0.02789	0.83598	0.00000	0.58377	0.51562	1652.00000	15491.00000	0.83598	0.02789	0.00826	0.01219	7.00000	
1559074	0.04162	0.83592	0.00000	0.57899	0.57899	1873.00000	15490.00000	0.83592	0.04162	0.00516	0.00258	9.00000	
1559075	0.04727	0.83598	0.00000	0.52225	0.50352	1964.00000	15491.00000	0.83598	0.04727	0.00662	0.00170	7.00000	
1559076	0.05566	0.83580	0.00000	0.62590	0.61758	2099.00000	15488.00000	0.83580	0.05566	0.00536	0.01442	10.00000	
1559077	0.05739	0.83598	0.00000	0.83963	0.83963	2127.00000	15491.00000	0.83598	0.05739	0.00776	0.00879	7.00000	
1559078	0.06547	0.83592	0.00000	0.64236	0.64236	2257.00000	15490.00000	0.83592	0.06547	0.00642	0.03118	9.00000	
1559079	0.06597	0.83592	0.00000	0.64236	0.64236	2265.00000	15490.00000	0.83592	0.06597	0.00736	0.03273	11.00000	
1559080	0.06659	0.83592	0.00000	0.59937	0.59937	2275.00000	15490.00000	0.83592	0.06659	0.00516	0.03002	10.00000	
