	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment	ClosestHandENuclei	ClosestIPOXNuclei	N_Neighbors_1E-3
 537753	0.17121	0.30067	0.00000	0.88670	0.88020	5047.00000	7536.00000	0.30067	0.17121	0.00549	0.04001	5.00000	
 537754	0.17203	0.30061	0.00000	0.88670	0.88020	5063.00000	7535.00000	0.30061	0.17203	0.00818	0.04313	5.00000	
 537755	0.17887	0.30087	0.00000	0.86973	0.86973	5196.00000	7540.00000	0.30087	0.17887	0.00639	0.02230	8.00000	
 537756	0.19332	0.30061	0.00000	0.84194	0.83579	5477.00000	7535.00000	0.30061	0.19332	0.00542	0.00823	7.00000	
 537757	0.19465	0.30077	0.00000	0.79425	0.79425	5503.00000	7538.00000	0.30077	0.19465	0.00651	0.00954	8.00000	
 537758	0.19563	0.30082	0.00000	0.88259	0.85003	5522.00000	7539.00000	0.30082	0.19563	0.00857	0.00445	7.00000	
 537759	0.19938	0.30077	0.00000	0.88151	0.88151	5595.00000	7538.00000	0.30077	0.19938	0.00452	0.00838	10.00000	
 537760	0.20103	0.30056	0.00000	0.82947	0.81422	5627.00000	7534.00000	0.30056	0.20103	0.00857	0.00921	4.00000	
 537761	0.20175	0.30067	0.00000	0.82947	0.81422	5641.00000	7536.00000	0.30067	0.20175	0.00651	0.01830	8.00000	
 537762	0.20365	0.30077	0.00000	0.82722	0.82722	5678.00000	7538.00000	0.30077	0.20365	0.00745	0.02951	6.00000	
 537763	0.20432	0.30067	0.00000	0.89469	0.89469	5691.00000	7536.00000	0.30067	0.20432	0.00578	0.02380	8.00000	
 537764	0.20884	0.30067	0.00000	0.95682	0.94652	5779.00000	7536.00000	0.30067	0.20884	0.00903	0.00163	3.00000	
 537861	0.15846	0.30072	0.00000	0.79464	0.79464	4799.00000	7537.00000	0.30072	0.15846	0.00486	0.02628	10.00000	
 537862	0.16422	0.30092	0.00000	0.77442	0.77442	4911.00000	7541.00000	0.30092	0.16422	0.00639	0.01007	4.00000	
 537864	0.16704	0.30072	0.00000	0.82758	0.82758	4966.00000	7537.00000	0.30072	0.16704	0.00542	0.01081	8.00000	
 537865	0.16967	0.30077	0.00000	0.79766	0.79766	5017.00000	7538.00000	0.30077	0.16967	0.00549	0.03351	7.00000	
 537866	0.17404	0.30072	0.00000	0.78335	0.78335	5102.00000	7537.00000	0.30072	0.17404	0.00372	0.04614	8.00000	
 537867	0.17455	0.30072	0.00000	0.78335	0.78335	5112.00000	7537.00000	0.30072	0.17455	0.00549	0.03755	7.00000	
 537868	0.17589	0.30072	0.00000	0.78335	0.78335	5138.00000	7537.00000	0.30072	0.17589	0.00549	0.01752	7.00000	
 537869	0.18478	0.30061	0.00000	0.87509	0.87509	5311.00000	7535.00000	0.30061	0.18478	0.00808	0.00857	4.00000	
 537870	0.18519	0.30082	0.00000	0.78728	0.78511	5319.00000	7539.00000	0.30082	0.18519	0.00808	0.01030	6.00000	
 537871	0.19208	0.30072	0.00000	0.71221	0.71221	5453.00000	7537.00000	0.30072	0.19208	0.00632	0.00449	5.00000	
 537872	0.19244	0.30077	0.00000	0.71221	0.71221	5460.00000	7538.00000	0.30077	0.19244	0.00639	0.01052	5.00000	
 537873	0.19419	0.30072	0.00000	0.79425	0.79425	5494.00000	7537.00000	0.30072	0.19419	0.00527	0.00330	9.00000	
 537874	0.19738	0.30087	0.00000	0.86255	0.85392	5556.00000	7540.00000	0.30087	0.19738	0.00578	0.01684	8.00000	
 537875	0.21167	0.30077	0.00000	0.90184	0.90184	5834.00000	7538.00000	0.30077	0.21167	0.00527	0.00728	5.00000	
 537876	0.21254	0.30077	0.00000	0.85368	0.84260	5851.00000	7538.00000	0.30077	0.21254	0.00728	0.01455	5.00000	
 537975	0.16483	0.30087	0.00000	0.77442	0.77442	4923.00000	7540.00000	0.30087	0.16483	0.00903	0.01873	7.00000	
 537976	0.16787	0.30082	0.00000	0.82758	0.82758	4982.00000	7539.00000	0.30082	0.16787	0.00511	0.02325	10.00000	
 537977	0.17028	0.30072	0.00000	0.79766	0.79766	5029.00000	7537.00000	0.30072	0.17028	0.00706	0.04051	7.00000	
 537978	0.17424	0.30077	0.00000	0.78335	0.78335	5106.00000	7538.00000	0.30077	0.17424	0.00372	0.04241	8.00000	
 537979	0.17620	0.30077	0.00000	0.78335	0.78335	5144.00000	7538.00000	0.30077	0.17620	0.00549	0.01365	6.00000	
 537980	0.18093	0.30082	0.00000	0.86973	0.86973	5236.00000	7539.00000	0.30082	0.18093	0.00549	0.04558	7.00000	
 537981	0.18735	0.30077	0.00000	0.70529	0.70529	5361.00000	7538.00000	0.30077	0.18735	0.00639	0.00293	5.00000	
 537982	0.18931	0.30077	0.00000	0.85647	0.85313	5399.00000	7538.00000	0.30077	0.18931	0.00527	0.01642	9.00000	
 537983	0.19296	0.30077	0.00000	0.84194	0.83579	5470.00000	7538.00000	0.30077	0.19296	0.00688	0.01075	7.00000	
 537984	0.19393	0.30087	0.00000	0.79425	0.79425	5489.00000	7540.00000	0.30087	0.19393	0.00527	0.00338	11.00000	
 537985	0.20308	0.30082	0.00000	0.82722	0.82722	5667.00000	7539.00000	0.30082	0.20308	0.00852	0.02879	5.00000	
 537986	0.20956	0.30077	0.00000	0.92380	0.87935	5793.00000	7538.00000	0.30077	0.20956	0.00452	0.00024	5.00000	
 538083	0.15815	0.30092	0.00000	0.79464	0.79464	4793.00000	7541.00000	0.30092	0.15815	0.00651	0.02860	12.00000	
 538084	0.15913	0.30072	0.00000	0.79464	0.79464	4812.00000	7537.00000	0.30072	0.15913	0.00606	0.01922	10.00000	
 538085	0.16324	0.30108	0.00000	0.77442	0.77442	4892.00000	7544.00000	0.30108	0.16324	0.00852	0.01319	6.00000	
 538086	0.16396	0.30118	0.00000	0.77442	0.77442	4906.00000	7546.00000	0.30118	0.16396	0.00639	0.00410	5.00000	
 538087	0.16627	0.30077	0.00000	0.82758	0.82758	4951.00000	7538.00000	0.30077	0.16627	0.00571	0.00815	8.00000	
 538088	0.16735	0.30072	0.00000	0.82758	0.82758	4972.00000	7537.00000	0.30072	0.16735	0.00542	0.01533	8.00000	
 538089	0.17532	0.30077	0.00000	0.78335	0.78335	5127.00000	7538.00000	0.30077	0.17532	0.00688	0.02483	6.00000	
 538090	0.17990	0.30077	0.00000	0.86973	0.86973	5216.00000	7538.00000	0.30077	0.17990	0.00571	0.03199	8.00000	
 538091	0.18375	0.30087	0.00000	0.87509	0.87509	5291.00000	7540.00000	0.30087	0.18375	0.00549	0.01050	8.00000	
 538092	0.19635	0.30082	0.00000	0.78457	0.78457	5536.00000	7539.00000	0.30082	0.19635	0.00808	0.00988	7.00000	
 538093	0.19825	0.30082	0.00000	0.77868	0.77868	5573.00000	7539.00000	0.30082	0.19825	0.00372	0.00916	12.00000	
 538094	0.20010	0.30087	0.00000	0.88151	0.88151	5609.00000	7540.00000	0.30087	0.20010	0.00651	0.00565	7.00000	
 538095	0.20514	0.30077	0.00000	0.98788	0.98005	5707.00000	7538.00000	0.30077	0.20514	0.00361	0.00949	9.00000	
 538096	0.20622	0.30087	0.00000	0.85172	0.82786	5728.00000	7540.00000	0.30087	0.20622	0.00728	0.00090	5.00000	
 538202	0.15712	0.30092	0.00000	0.79464	0.79464	4773.00000	7541.00000	0.30092	0.15712	0.00606	0.04524	8.00000	
 538203	0.15882	0.30087	0.00000	0.79464	0.79464	4806.00000	7540.00000	0.30087	0.15882	0.00486	0.01989	12.00000	
 538204	0.16221	0.30185	0.00000	0.77442	0.77442	4872.00000	7559.00000	0.30185	0.16221	0.00527	0.03088	12.00000	
 538205	0.16895	0.30077	0.00000	0.79766	0.79766	5003.00000	7538.00000	0.30077	0.16895	0.00486	0.02963	10.00000	
 538206	0.16936	0.30082	0.00000	0.79766	0.79766	5011.00000	7539.00000	0.30082	0.16936	0.00549	0.03043	8.00000	
 538207	0.17260	0.30072	0.00000	0.88670	0.88020	5074.00000	7537.00000	0.30072	0.17260	0.00903	0.04567	5.00000	
 538208	0.17326	0.30082	0.00000	0.88670	0.88020	5087.00000	7539.00000	0.30082	0.17326	0.00578	0.05138	7.00000	
 538209	0.18252	0.30077	0.00000	0.81757	0.81757	5267.00000	7538.00000	0.30077	0.18252	0.00706	0.02520	5.00000	
 538210	0.18344	0.30092	0.00000	0.81757	0.81757	5285.00000	7541.00000	0.30092	0.18344	0.00549	0.01231	7.00000	
 538211	0.18442	0.30092	0.00000	0.87509	0.87509	5304.00000	7541.00000	0.30092	0.18442	0.00658	0.00584	9.00000	
 538212	0.18982	0.30092	0.00000	0.85647	0.85313	5409.00000	7541.00000	0.30092	0.18982	0.00658	0.02075	7.00000	
 538213	0.19789	0.30082	0.00000	0.77868	0.77868	5566.00000	7539.00000	0.30082	0.19789	0.00632	0.01540	8.00000	
 538214	0.20406	0.30087	0.00000	0.87385	0.87385	5686.00000	7540.00000	0.30087	0.20406	0.00578	0.02445	7.00000	
 538215	0.20833	0.30087	0.00000	0.85255	0.81424	5769.00000	7540.00000	0.30087	0.20833	0.00973	0.00235	2.00000	
 538216	0.20925	0.30098	0.00000	0.98149	0.94980	5787.00000	7542.00000	0.30098	0.20925	0.00651	0.00208	4.00000	
 538217	0.20977	0.30092	0.00000	0.75853	0.75853	5797.00000	7541.00000	0.30092	0.20977	0.00452	0.00342	5.00000	
 538320	0.16668	0.30092	0.00000	0.82758	0.82758	4959.00000	7541.00000	0.30092	0.16668	0.00461	0.00391	10.00000	
 538321	0.17126	0.30098	0.00000	0.88670	0.88020	5048.00000	7542.00000	0.30098	0.17126	0.00549	0.03458	9.00000	
 538322	0.17496	0.30092	0.00000	0.78335	0.78335	5120.00000	7541.00000	0.30092	0.17496	0.00688	0.02954	8.00000	
 538323	0.18046	0.30092	0.00000	0.86973	0.86973	5227.00000	7541.00000	0.30092	0.18046	0.00571	0.03773	8.00000	
 538324	0.18761	0.30103	0.00000	0.80130	0.78732	5366.00000	7543.00000	0.30103	0.18761	0.00549	0.00711	6.00000	
 538325	0.19347	0.30103	0.00000	0.84194	0.83579	5480.00000	7543.00000	0.30103	0.19347	0.00571	0.00065	10.00000	
 538326	0.19517	0.30098	0.00000	0.88259	0.85003	5513.00000	7542.00000	0.30098	0.19517	0.00578	0.00659	10.00000	
 538327	0.20237	0.30103	0.00000	0.82947	0.81422	5653.00000	7543.00000	0.30103	0.20237	0.00549	0.02807	11.00000	
 538328	0.20262	0.30067	0.00000	0.82947	0.81422	5658.00000	7536.00000	0.30067	0.20262	0.00728	0.03316	6.00000	
 538426	0.16843	0.30082	0.00000	0.79766	0.79766	4993.00000	7539.00000	0.30082	0.16843	0.00486	0.02909	10.00000	
 538427	0.17059	0.30098	0.00000	0.88670	0.88020	5035.00000	7542.00000	0.30098	0.17059	0.00542	0.03648	12.00000	
 538428	0.17373	0.30098	0.00000	0.89783	0.88296	5096.00000	7542.00000	0.30098	0.17373	0.00452	0.04600	10.00000	
 538429	0.17398	0.30098	0.00000	0.89783	0.88296	5101.00000	7542.00000	0.30098	0.17398	0.00452	0.04343	9.00000	
 538430	0.17640	0.30103	0.00000	0.78335	0.78335	5148.00000	7543.00000	0.30103	0.17640	0.00571	0.00805	9.00000	
 538431	0.17943	0.30092	0.00000	0.86973	0.86973	5207.00000	7541.00000	0.30092	0.17943	0.00549	0.02492	10.00000	
 538432	0.18134	0.30103	0.00000	0.71086	0.71086	5244.00000	7543.00000	0.30103	0.18134	0.00658	0.04229	7.00000	
 538433	0.18278	0.30108	0.00000	0.81757	0.81757	5272.00000	7544.00000	0.30108	0.18278	0.00658	0.01853	10.00000	
 538434	0.18314	0.30098	0.00000	0.81757	0.81757	5279.00000	7542.00000	0.30098	0.18314	0.00549	0.01453	8.00000	
 538435	0.18581	0.30092	0.00000	0.78728	0.78511	5331.00000	7541.00000	0.30092	0.18581	0.00606	0.01228	6.00000	
 538436	0.19434	0.30098	0.00000	0.79425	0.79425	5497.00000	7542.00000	0.30098	0.19434	0.00452	0.00412	12.00000	
 538437	0.19892	0.30082	0.00000	0.77868	0.77868	5586.00000	7539.00000	0.30082	0.19892	0.00452	0.00341	11.00000	
 538438	0.20118	0.30103	0.00000	0.82947	0.81422	5630.00000	7543.00000	0.30103	0.20118	0.00728	0.00729	10.00000	
 538439	0.20175	0.30108	0.00000	0.82947	0.81422	5641.00000	7544.00000	0.30108	0.20175	0.00578	0.01726	12.00000	
 538440	0.20478	0.30098	0.00000	0.89469	0.89469	5700.00000	7542.00000	0.30098	0.20478	0.00452	0.01413	10.00000	
 538441	0.20504	0.30098	0.00000	0.89469	0.89469	5705.00000	7542.00000	0.30098	0.20504	0.00404	0.01014	12.00000	
 538442	0.20540	0.30108	0.00000	0.98814	0.98528	5712.00000	7544.00000	0.30108	0.20540	0.00658	0.00421	11.00000	
 538443	0.21049	0.30103	0.00000	0.97225	0.95775	5811.00000	7543.00000	0.30103	0.21049	0.00767	0.00225	7.00000	
 538444	0.21193	0.30092	0.00000	0.90874	0.90874	5839.00000	7541.00000	0.30092	0.21193	0.00461	0.00733	8.00000	
 538445	0.21219	0.30098	0.00000	0.90874	0.90874	5844.00000	7542.00000	0.30098	0.21219	0.00461	0.00985	8.00000	
 538540	0.17208	0.30108	0.00000	0.88670	0.88020	5064.00000	7544.00000	0.30108	0.17208	0.00578	0.03586	7.00000	
 538541	0.18221	0.30103	0.00000	0.81757	0.81757	5261.00000	7543.00000	0.30103	0.18221	0.00606	0.02799	6.00000	
 538542	0.18396	0.30113	0.00000	0.81757	0.81757	5295.00000	7545.00000	0.30113	0.18396	0.00578	0.00896	11.00000	
 538543	0.18792	0.30108	0.00000	0.85084	0.83389	5372.00000	7544.00000	0.30108	0.18792	0.00461	0.01171	7.00000	
 538544	0.19686	0.30108	0.00000	0.86255	0.85392	5546.00000	7544.00000	0.30108	0.19686	0.00728	0.00942	10.00000	
 538545	0.19841	0.30103	0.00000	0.77868	0.77868	5576.00000	7543.00000	0.30103	0.19841	0.00452	0.00837	12.00000	
 538546	0.19907	0.30103	0.00000	0.77868	0.77868	5589.00000	7543.00000	0.30103	0.19907	0.00452	0.00783	13.00000	
 538547	0.20206	0.30087	0.00000	0.82947	0.81422	5647.00000	7540.00000	0.30087	0.20206	0.00606	0.02279	10.00000	
 538548	0.20586	0.30113	0.00000	0.99244	0.98394	5721.00000	7545.00000	0.30113	0.20586	0.00777	0.00044	8.00000	
 538635	0.15779	0.30103	0.00000	0.79464	0.79464	4786.00000	7543.00000	0.30103	0.15779	0.00658	0.03356	12.00000	
 538636	0.15938	0.30108	0.00000	0.79464	0.79464	4817.00000	7544.00000	0.30108	0.15938	0.00542	0.01171	11.00000	
 538637	0.16272	0.30165	0.00000	0.77442	0.77442	4882.00000	7555.00000	0.30165	0.16272	0.00404	0.02127	10.00000	
 538638	0.16807	0.30103	0.00000	0.82758	0.82758	4986.00000	7543.00000	0.30103	0.16807	0.00511	0.02631	11.00000	
 538639	0.17671	0.30092	0.00000	0.78335	0.78335	5154.00000	7541.00000	0.30092	0.17671	0.00571	0.00977	7.00000	
 538640	0.17779	0.30108	0.00000	0.78335	0.78335	5175.00000	7544.00000	0.30108	0.17779	0.00921	0.02268	3.00000	
 538641	0.17979	0.30108	0.00000	0.86973	0.86973	5214.00000	7544.00000	0.30108	0.17979	0.00527	0.02684	12.00000	
 538642	0.18895	0.30103	0.00000	0.85647	0.85313	5392.00000	7543.00000	0.30103	0.18895	0.00404	0.00988	12.00000	
 538643	0.20267	0.30108	0.00000	0.82722	0.82722	5659.00000	7544.00000	0.30108	0.20267	0.00549	0.02692	10.00000	
 538644	0.21131	0.30087	0.00000	0.88689	0.88689	5827.00000	7540.00000	0.30087	0.21131	0.00658	0.00389	5.00000	
 538768	0.15681	0.30108	0.00000	0.79464	0.79464	4767.00000	7544.00000	0.30108	0.15681	0.00578	0.04974	8.00000	
 538769	0.15907	0.30108	0.00000	0.79464	0.79464	4811.00000	7544.00000	0.30108	0.15907	0.00542	0.01422	12.00000	
 538770	0.16247	0.30108	0.00000	0.77442	0.77442	4877.00000	7544.00000	0.30108	0.16247	0.00688	0.02604	9.00000	
 538771	0.16442	0.30144	0.00000	0.77442	0.77442	4915.00000	7551.00000	0.30144	0.16442	0.00632	0.00896	12.00000	
 538772	0.16540	0.30118	0.00000	0.82758	0.82758	4934.00000	7546.00000	0.30118	0.16540	0.00486	0.02074	10.00000	
 538773	0.16617	0.30108	0.00000	0.82758	0.82758	4949.00000	7544.00000	0.30108	0.16617	0.00571	0.00720	11.00000	
 538774	0.17445	0.30113	0.00000	0.89783	0.88296	5110.00000	7545.00000	0.30113	0.17445	0.00728	0.03719	10.00000	
 538775	0.17573	0.30113	0.00000	0.78335	0.78335	5135.00000	7545.00000	0.30113	0.17573	0.00606	0.01557	12.00000	
 538776	0.18098	0.30113	0.00000	0.71086	0.71086	5237.00000	7545.00000	0.30113	0.18098	0.00549	0.04052	9.00000	
 538777	0.18473	0.30118	0.00000	0.78728	0.78511	5310.00000	7546.00000	0.30118	0.18473	0.00706	0.01065	11.00000	
 538778	0.19383	0.30118	0.00000	0.84194	0.83579	5487.00000	7546.00000	0.30118	0.19383	0.00571	0.00624	12.00000	
 538779	0.19979	0.30118	0.00000	0.81510	0.81510	5603.00000	7546.00000	0.30118	0.19979	0.00688	0.00156	12.00000	
 538780	0.20031	0.30118	0.00000	0.77819	0.77495	5613.00000	7546.00000	0.30118	0.20031	0.00651	0.00618	11.00000	
 538781	0.20427	0.30113	0.00000	0.87385	0.87385	5690.00000	7545.00000	0.30113	0.20427	0.00578	0.01876	12.00000	
 538870	0.15656	0.30129	0.00000	0.79464	0.79464	4762.00000	7548.00000	0.30129	0.15656	0.00404	0.05352	7.00000	
 538871	0.15979	0.30118	0.00000	0.79464	0.79464	4825.00000	7546.00000	0.30118	0.15979	0.00745	0.01022	8.00000	
 538872	0.16514	0.30129	0.00000	0.77442	0.77442	4929.00000	7548.00000	0.30129	0.16514	0.00486	0.02171	10.00000	
 538873	0.16581	0.30154	0.00000	0.82758	0.82758	4942.00000	7553.00000	0.30154	0.16581	0.00728	0.01538	10.00000	
 538874	0.16674	0.30134	0.00000	0.82758	0.82758	4960.00000	7549.00000	0.30134	0.16674	0.00606	0.00470	12.00000	
 538875	0.16838	0.30118	0.00000	0.79766	0.79766	4992.00000	7546.00000	0.30118	0.16838	0.00606	0.02316	11.00000	
 538876	0.16972	0.30108	0.00000	0.79766	0.79766	5018.00000	7544.00000	0.30108	0.16972	0.00383	0.02937	12.00000	
 538877	0.17301	0.30103	0.00000	0.88670	0.88020	5082.00000	7543.00000	0.30103	0.17301	0.00578	0.04565	7.00000	
 538878	0.17609	0.30118	0.00000	0.78335	0.78335	5142.00000	7546.00000	0.30118	0.17609	0.00606	0.00948	12.00000	
 538879	0.17913	0.30123	0.00000	0.86973	0.86973	5201.00000	7547.00000	0.30123	0.17913	0.00658	0.01754	12.00000	
 538880	0.18005	0.30123	0.00000	0.86973	0.86973	5219.00000	7547.00000	0.30123	0.18005	0.00527	0.02871	10.00000	
 538881	0.18704	0.30134	0.00000	0.78424	0.78424	5355.00000	7549.00000	0.30134	0.18704	0.00890	0.00418	9.00000	
 538882	0.18817	0.30113	0.00000	0.73621	0.73621	5377.00000	7545.00000	0.30113	0.18817	0.00461	0.01056	11.00000	
 538883	0.19450	0.30118	0.00000	0.79425	0.79425	5500.00000	7546.00000	0.30118	0.19450	0.00452	0.00829	13.00000	
 538884	0.19578	0.30129	0.00000	0.78457	0.78457	5525.00000	7548.00000	0.30129	0.19578	0.00452	0.00344	11.00000	
 538971	0.15738	0.30118	0.00000	0.79464	0.79464	4778.00000	7546.00000	0.30118	0.15738	0.00632	0.03966	13.00000	
 538972	0.15861	0.30123	0.00000	0.79464	0.79464	4802.00000	7547.00000	0.30123	0.15861	0.00372	0.01887	14.00000	
 538973	0.16185	0.30118	0.00000	0.77442	0.77442	4865.00000	7546.00000	0.30118	0.16185	0.00930	0.03644	5.00000	
 538974	0.16956	0.30123	0.00000	0.79766	0.79766	5015.00000	7547.00000	0.30123	0.16956	0.00383	0.02561	12.00000	
 538975	0.17542	0.30129	0.00000	0.78335	0.78335	5129.00000	7548.00000	0.30129	0.17542	0.00606	0.02011	10.00000	
 538976	0.17954	0.30129	0.00000	0.86973	0.86973	5209.00000	7548.00000	0.30129	0.17954	0.00578	0.02108	13.00000	
 538977	0.18432	0.30129	0.00000	0.87509	0.87509	5302.00000	7548.00000	0.30129	0.18432	0.00511	0.01173	10.00000	
 538978	0.18566	0.30123	0.00000	0.78728	0.78511	5328.00000	7547.00000	0.30123	0.18566	0.00606	0.00695	8.00000	
 538979	0.18884	0.30123	0.00000	0.85647	0.85313	5390.00000	7547.00000	0.30123	0.18884	0.00404	0.00608	13.00000	
 538980	0.19080	0.30165	0.00000	0.72013	0.72013	5428.00000	7555.00000	0.30165	0.19080	0.00549	0.01881	9.00000	
 538981	0.19100	0.30103	0.00000	0.70370	0.70370	5432.00000	7543.00000	0.30103	0.19100	0.00833	0.01115	7.00000	
 538982	0.19152	0.30123	0.00000	0.70370	0.70370	5442.00000	7547.00000	0.30123	0.19152	0.00452	0.00782	7.00000	
 538983	0.19496	0.30123	0.00000	0.77442	0.77442	5509.00000	7547.00000	0.30123	0.19496	0.00486	0.01019	12.00000	
 538984	0.19650	0.30129	0.00000	0.86255	0.85392	5539.00000	7548.00000	0.30129	0.19650	0.00461	0.00718	11.00000	
 538985	0.19799	0.30123	0.00000	0.77868	0.77868	5568.00000	7547.00000	0.30123	0.19799	0.00486	0.01630	13.00000	
 538986	0.19871	0.30129	0.00000	0.77868	0.77868	5582.00000	7548.00000	0.30129	0.19871	0.00527	0.01012	14.00000	
 538987	0.20211	0.30123	0.00000	0.94413	0.94413	5648.00000	7547.00000	0.30123	0.20211	0.00511	0.02264	13.00000	
 538988	0.20643	0.30123	0.00000	0.81974	0.81974	5732.00000	7547.00000	0.30123	0.20643	0.00728	0.00452	6.00000	
