	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment
3616920	0.19741	0.32663	1.00000	0.96355	0.90650	5814.00000	8214.00000	0.32663	0.19741	
3616921	0.20243	0.32672	1.00000	0.81334	0.81334	5912.00000	8213.00000	0.32672	0.20243	
3616922	0.20406	0.32687	1.00000	0.98524	0.95792	5944.00000	8215.00000	0.32687	0.20406	
3616923	0.20847	0.32684	1.00000	0.89035	0.88031	6030.00000	8212.00000	0.32684	0.20847	
3616924	0.20923	0.32701	1.00000	0.98662	0.97723	6045.00000	8215.00000	0.32701	0.20923	
3616925	0.21046	0.32700	1.00000	0.80676	0.79938	6069.00000	8214.00000	0.32700	0.21046	
3616926	0.21118	0.32702	1.00000	0.94280	0.94271	6083.00000	8214.00000	0.32702	0.21118	
3617169	0.15073	0.32532	1.00000	0.91147	0.89782	4902.00000	8214.00000	0.32532	0.15073	
3617170	0.15180	0.32535	1.00000	0.84457	0.81868	4923.00000	8214.00000	0.32535	0.15180	
3617171	0.15206	0.32541	1.00000	0.84456	0.84300	4928.00000	8215.00000	0.32541	0.15206	
3617172	0.15334	0.32544	1.00000	0.90551	0.89625	4953.00000	8215.00000	0.32544	0.15334	
3617173	0.15354	0.32545	1.00000	0.96232	0.95399	4957.00000	8215.00000	0.32545	0.15354	
3617174	0.15370	0.32535	1.00000	0.96314	0.95702	4960.00000	8213.00000	0.32535	0.15370	
3617175	0.15431	0.32537	1.00000	0.99016	0.96525	4972.00000	8213.00000	0.32537	0.15431	
3617176	0.15446	0.32553	1.00000	0.96652	0.96652	4975.00000	8216.00000	0.32553	0.15446	
3617177	0.15518	0.32550	1.00000	0.97820	0.95780	4989.00000	8215.00000	0.32550	0.15518	
3617178	0.15554	0.32556	1.00000	0.94829	0.94334	4996.00000	8216.00000	0.32556	0.15554	
3617179	0.15728	0.32561	1.00000	0.95387	0.92556	5030.00000	8216.00000	0.32561	0.15728	
3617180	0.15748	0.32561	1.00000	0.92098	0.92098	5034.00000	8216.00000	0.32561	0.15748	
3617181	0.15763	0.32562	1.00000	0.98563	0.96381	5037.00000	8216.00000	0.32562	0.15763	
3617182	0.15876	0.32565	1.00000	0.97680	0.95158	5059.00000	8216.00000	0.32565	0.15876	
3617183	0.15917	0.32566	1.00000	0.96424	0.93763	5067.00000	8216.00000	0.32566	0.15917	
3617184	0.16373	0.32563	1.00000	0.89649	0.87290	5156.00000	8213.00000	0.32563	0.16373	
3617185	0.16434	0.32570	1.00000	0.47614	0.45746	5168.00000	8214.00000	0.32570	0.16434	
3617186	0.16531	0.32578	1.00000	0.94779	0.90857	5187.00000	8215.00000	0.32578	0.16531	
3617187	0.16583	0.32579	1.00000	0.89344	0.89344	5197.00000	8215.00000	0.32579	0.16583	
3617188	0.18016	0.32620	1.00000	0.86625	0.86142	5477.00000	8215.00000	0.32620	0.18016	
3617189	0.18031	0.32615	1.00000	0.88822	0.88822	5480.00000	8214.00000	0.32615	0.18031	
3617190	0.18062	0.32621	1.00000	0.87882	0.86523	5486.00000	8215.00000	0.32621	0.18062	
3617191	0.18072	0.32626	1.00000	0.88345	0.88345	5488.00000	8216.00000	0.32626	0.18072	
3617192	0.18200	0.32630	1.00000	0.93969	0.92097	5513.00000	8216.00000	0.32630	0.18200	
3617193	0.18523	0.32629	1.00000	0.93676	0.91662	5576.00000	8214.00000	0.32629	0.18523	
3617194	0.18640	0.32637	1.00000	0.88775	0.84759	5599.00000	8215.00000	0.32637	0.18640	
3617195	0.18656	0.32633	1.00000	0.86514	0.85135	5602.00000	8214.00000	0.32633	0.18656	
3617196	0.18707	0.32639	1.00000	0.94130	0.92238	5612.00000	8215.00000	0.32639	0.18707	
3617197	0.18809	0.32637	1.00000	0.92686	0.92686	5632.00000	8214.00000	0.32637	0.18809	
3617198	0.18932	0.32635	1.00000	0.93413	0.92087	5656.00000	8213.00000	0.32635	0.18932	
3617199	0.19111	0.32645	1.00000	0.81851	0.81203	5691.00000	8214.00000	0.32645	0.19111	
3617200	0.19260	0.32655	1.00000	0.97650	0.95836	5720.00000	8215.00000	0.32655	0.19260	
3617201	0.19372	0.32663	1.00000	0.98880	0.96331	5742.00000	8216.00000	0.32663	0.19372	
3617202	0.19408	0.32654	1.00000	0.91969	0.88343	5749.00000	8214.00000	0.32654	0.19408	
3617203	0.19587	0.32664	1.00000	0.99497	0.98582	5784.00000	8215.00000	0.32664	0.19587	
3617204	0.19669	0.32666	1.00000	0.74128	0.74128	5800.00000	8215.00000	0.32666	0.19669	
3617205	0.19700	0.32662	1.00000	0.83155	0.82034	5806.00000	8214.00000	0.32662	0.19700	
3617206	0.19720	0.32668	1.00000	0.96180	0.90334	5810.00000	8215.00000	0.32668	0.19720	
3617207	0.20156	0.32680	1.00000	0.91914	0.90784	5895.00000	8215.00000	0.32680	0.20156	
3617208	0.20212	0.32676	1.00000	0.97008	0.93117	5906.00000	8214.00000	0.32676	0.20212	
3617209	0.20493	0.32689	1.00000	0.98840	0.97608	5961.00000	8215.00000	0.32689	0.20493	
3617516	0.15077	0.32542	1.00000	0.92531	0.91264	4903.00000	8216.00000	0.32542	0.15077	
3617517	0.15190	0.32551	1.00000	0.85209	0.82035	4925.00000	8217.00000	0.32551	0.15190	
3617518	0.15272	0.32548	1.00000	0.92830	0.91198	4941.00000	8216.00000	0.32548	0.15272	
3617519	0.15436	0.32552	1.00000	0.99326	0.97884	4973.00000	8216.00000	0.32552	0.15436	
3617520	0.15538	0.32560	1.00000	0.95425	0.93649	4993.00000	8217.00000	0.32560	0.15538	
3617521	0.15840	0.32564	1.00000	0.97366	0.94056	5052.00000	8216.00000	0.32564	0.15840	
3617522	0.15994	0.32568	1.00000	0.87783	0.86685	5082.00000	8216.00000	0.32568	0.15994	
3617523	0.16260	0.32576	1.00000	0.97866	0.95992	5134.00000	8216.00000	0.32576	0.16260	
3617524	0.16286	0.32576	1.00000	0.99131	0.97867	5139.00000	8216.00000	0.32576	0.16286	
3617525	0.16449	0.32581	1.00000	0.43299	0.43299	5171.00000	8216.00000	0.32581	0.16449	
3617526	0.16547	0.32584	1.00000	0.87148	0.86422	5190.00000	8216.00000	0.32584	0.16547	
3617527	0.16941	0.32595	1.00000	0.88153	0.85576	5267.00000	8216.00000	0.32595	0.16941	
3617528	0.17064	0.32598	1.00000	0.90041	0.88248	5291.00000	8216.00000	0.32598	0.17064	
3617529	0.17591	0.32613	1.00000	0.84882	0.84882	5394.00000	8216.00000	0.32613	0.17591	
3617530	0.17673	0.32615	1.00000	0.82059	0.82059	5410.00000	8216.00000	0.32615	0.17673	
3617531	0.18584	0.32646	1.00000	0.97510	0.96238	5588.00000	8217.00000	0.32646	0.18584	
3617532	0.18722	0.32640	1.00000	0.97660	0.91450	5615.00000	8215.00000	0.32640	0.18722	
3617533	0.18753	0.32635	1.00000	0.97660	0.95431	5621.00000	8214.00000	0.32635	0.18753	
3617534	0.18973	0.32652	1.00000	0.92110	0.92110	5664.00000	8216.00000	0.32652	0.18973	
3617535	0.19644	0.32671	1.00000	0.91842	0.91801	5795.00000	8216.00000	0.32671	0.19644	
3617536	0.19684	0.32672	1.00000	0.85904	0.84985	5803.00000	8216.00000	0.32672	0.19684	
3617537	0.19879	0.32677	1.00000	0.88146	0.87707	5841.00000	8216.00000	0.32677	0.19879	
3617538	0.19889	0.32677	1.00000	0.89077	0.89077	5843.00000	8216.00000	0.32677	0.19889	
3617539	0.20166	0.32685	1.00000	0.92277	0.92277	5897.00000	8216.00000	0.32685	0.20166	
3617540	0.20176	0.32686	1.00000	0.94085	0.91660	5899.00000	8216.00000	0.32686	0.20176	
3617541	0.20319	0.32679	1.00000	0.90100	0.88773	5927.00000	8214.00000	0.32679	0.20319	
3617542	0.20452	0.32693	1.00000	0.99727	0.99107	5953.00000	8216.00000	0.32693	0.20452	
3617543	0.20903	0.32706	1.00000	0.97176	0.92163	6041.00000	8216.00000	0.32706	0.20903	
3617544	0.20959	0.32707	1.00000	0.93714	0.93714	6052.00000	8216.00000	0.32707	0.20959	
3617804	0.15093	0.32553	1.00000	0.93052	0.90173	4906.00000	8218.00000	0.32553	0.15093	
3617805	0.15113	0.32549	1.00000	0.91958	0.87276	4910.00000	8217.00000	0.32549	0.15113	
3617806	0.15333	0.32560	1.00000	0.92389	0.91281	4953.00000	8218.00000	0.32560	0.15333	
3617807	0.15354	0.32560	1.00000	0.95414	0.92402	4957.00000	8218.00000	0.32560	0.15354	
3617808	0.15497	0.32554	1.00000	0.94288	0.93597	4985.00000	8216.00000	0.32554	0.15497	
3617809	0.15814	0.32579	1.00000	0.97576	0.92498	5047.00000	8219.00000	0.32579	0.15814	
3617810	0.15978	0.32568	1.00000	0.86013	0.86013	5079.00000	8216.00000	0.32568	0.15978	
3617811	0.16301	0.32582	1.00000	0.98521	0.97718	5142.00000	8217.00000	0.32582	0.16301	
3617812	0.16316	0.32582	1.00000	0.98275	0.97276	5145.00000	8217.00000	0.32582	0.16316	
3617813	0.16357	0.32583	1.00000	0.98370	0.94654	5153.00000	8217.00000	0.32583	0.16357	
3617814	0.16388	0.32584	1.00000	0.91070	0.91070	5159.00000	8217.00000	0.32584	0.16388	
3617815	0.16414	0.32580	1.00000	0.95954	0.89523	5164.00000	8216.00000	0.32580	0.16414	
3617816	0.17017	0.32607	1.00000	0.85943	0.83548	5282.00000	8218.00000	0.32607	0.17017	
3617817	0.17094	0.32599	1.00000	0.95464	0.92696	5297.00000	8216.00000	0.32599	0.17094	
3617818	0.17110	0.32599	1.00000	0.95495	0.94341	5300.00000	8216.00000	0.32599	0.17110	
3617819	0.17135	0.32600	1.00000	0.95422	0.93957	5305.00000	8216.00000	0.32600	0.17135	
3617820	0.18000	0.32630	1.00000	0.86243	0.84403	5474.00000	8217.00000	0.32630	0.18000	
3617821	0.18533	0.32639	1.00000	0.93936	0.93670	5578.00000	8216.00000	0.32639	0.18533	
3617822	0.18548	0.32645	1.00000	0.95850	0.93236	5581.00000	8217.00000	0.32645	0.18548	
3617823	0.18758	0.32651	1.00000	0.97836	0.97253	5622.00000	8217.00000	0.32651	0.18758	
3617824	0.19408	0.32664	1.00000	0.93587	0.91487	5749.00000	8216.00000	0.32664	0.19408	
3617825	0.19597	0.32680	1.00000	0.99152	0.96129	5786.00000	8218.00000	0.32680	0.19597	
3617826	0.19792	0.32675	1.00000	0.95607	0.89850	5824.00000	8216.00000	0.32675	0.19792	
3617827	0.20099	0.32688	1.00000	0.87006	0.86303	5884.00000	8217.00000	0.32688	0.20099	
3617828	0.20114	0.32694	1.00000	0.88125	0.86549	5887.00000	8218.00000	0.32694	0.20114	
3617829	0.20186	0.32686	1.00000	0.95039	0.93846	5901.00000	8216.00000	0.32686	0.20186	
3617830	0.20263	0.32693	1.00000	0.86999	0.87429	5916.00000	8217.00000	0.32693	0.20263	
3617831	0.20498	0.32705	1.00000	0.94680	0.93219	5962.00000	8218.00000	0.32705	0.20498	
3617832	0.20990	0.32713	1.00000	0.89429	0.89429	6058.00000	8217.00000	0.32713	0.20990	
3618085	0.15072	0.32563	1.00000	0.91705	0.89087	4902.00000	8220.00000	0.32563	0.15072	
3618086	0.15210	0.32556	1.00000	0.85322	0.83440	4929.00000	8218.00000	0.32556	0.15210	
3618087	0.15374	0.32551	1.00000	0.96178	0.95454	4961.00000	8216.00000	0.32551	0.15374	
3618088	0.15461	0.32569	1.00000	0.94709	0.92914	4978.00000	8219.00000	0.32569	0.15461	
3618089	0.15476	0.32564	1.00000	0.91859	0.90462	4981.00000	8218.00000	0.32564	0.15476	
3618090	0.15691	0.32570	1.00000	0.83733	0.83733	5023.00000	8218.00000	0.32570	0.15691	
3618091	0.15932	0.32577	1.00000	0.92039	0.90457	5070.00000	8218.00000	0.32577	0.15932	
3618092	0.16193	0.32584	1.00000	0.81899	0.81899	5121.00000	8218.00000	0.32584	0.16193	
3618093	0.16229	0.32580	1.00000	0.94663	0.93321	5128.00000	8217.00000	0.32580	0.16229	
3618094	0.16510	0.32593	1.00000	0.88014	0.84303	5183.00000	8218.00000	0.32593	0.16510	
3618095	0.16557	0.32589	1.00000	0.94972	0.91287	5192.00000	8217.00000	0.32589	0.16557	
3618096	0.16593	0.32590	1.00000	0.95661	0.93645	5199.00000	8217.00000	0.32590	0.16593	
3618097	0.16915	0.32609	1.00000	0.95862	0.94833	5262.00000	8219.00000	0.32609	0.16915	
3618098	0.16956	0.32616	1.00000	0.81259	0.81259	5270.00000	8220.00000	0.32616	0.16956	
3618099	0.16971	0.32616	1.00000	0.82009	0.80762	5273.00000	8220.00000	0.32616	0.16971	
3618100	0.17027	0.32607	1.00000	0.87799	0.85689	5284.00000	8218.00000	0.32607	0.17027	
3618101	0.17119	0.32615	1.00000	0.95690	0.93721	5302.00000	8219.00000	0.32615	0.17119	
3618102	0.17160	0.32616	1.00000	0.95354	0.95339	5310.00000	8219.00000	0.32616	0.17160	
3618103	0.17846	0.32630	1.00000	0.86994	0.86994	5444.00000	8218.00000	0.32630	0.17846	
3618104	0.18205	0.32640	1.00000	0.88414	0.88414	5514.00000	8218.00000	0.32640	0.18205	
3618105	0.18220	0.32641	1.00000	0.89559	0.89239	5517.00000	8218.00000	0.32641	0.18220	
3618106	0.18599	0.32641	1.00000	0.96929	0.96894	5591.00000	8216.00000	0.32641	0.18599	
3618107	0.18619	0.32657	1.00000	0.98675	0.94814	5595.00000	8219.00000	0.32657	0.18619	
3618108	0.18727	0.32655	1.00000	0.98522	0.97610	5616.00000	8218.00000	0.32655	0.18727	
3618109	0.19116	0.32666	1.00000	0.86305	0.83138	5692.00000	8218.00000	0.32666	0.19116	
3618110	0.19162	0.32667	1.00000	0.93250	0.92995	5701.00000	8218.00000	0.32667	0.19162	
3618111	0.19229	0.32664	1.00000	0.95857	0.95127	5714.00000	8217.00000	0.32664	0.19229	
3618112	0.19239	0.32680	1.00000	0.95364	0.92322	5716.00000	8220.00000	0.32680	0.19239	
3618113	0.19382	0.32674	1.00000	0.80614	0.80614	5744.00000	8218.00000	0.32674	0.19382	
3618114	0.19520	0.32677	1.00000	0.90737	0.89564	5771.00000	8218.00000	0.32677	0.19520	
3618115	0.19669	0.32676	1.00000	0.86276	0.85513	5800.00000	8217.00000	0.32676	0.19669	
3618116	0.19771	0.32679	1.00000	0.96630	0.94098	5820.00000	8217.00000	0.32679	0.19771	
3618117	0.20222	0.32702	1.00000	0.96141	0.94172	5908.00000	8219.00000	0.32702	0.20222	
3618118	0.20247	0.32703	1.00000	0.79931	0.79931	5913.00000	8219.00000	0.32703	0.20247	
3618119	0.20944	0.32712	1.00000	0.96375	0.93794	6049.00000	8217.00000	0.32712	0.20944	
3618406	0.15118	0.32564	1.00000	0.86731	0.82649	4911.00000	8220.00000	0.32564	0.15118	
3618407	0.15128	0.32564	1.00000	0.81023	0.81023	4913.00000	8220.00000	0.32564	0.15128	
3618408	0.15420	0.32567	1.00000	0.98838	0.98821	4970.00000	8219.00000	0.32567	0.15420	
3618409	0.15533	0.32571	1.00000	0.94029	0.93280	4992.00000	8219.00000	0.32571	0.15533	
3618410	0.15783	0.32578	1.00000	0.95338	0.94493	5041.00000	8219.00000	0.32578	0.15783	
3618411	0.16244	0.32585	1.00000	0.96644	0.93937	5131.00000	8218.00000	0.32585	0.16244	
3618412	0.16464	0.32592	1.00000	0.87510	0.69980	5174.00000	8218.00000	0.32592	0.16464	
3618413	0.16930	0.32610	1.00000	0.91209	0.86634	5265.00000	8219.00000	0.32610	0.16930	
3618414	0.17048	0.32613	1.00000	0.84295	0.82075	5288.00000	8219.00000	0.32613	0.17048	
3618415	0.17063	0.32619	1.00000	0.81104	0.79380	5291.00000	8220.00000	0.32619	0.17063	
3618416	0.17837	0.32620	1.00000	0.85170	0.84430	5442.00000	8216.00000	0.32620	0.17837	
3618417	0.18021	0.32635	1.00000	0.81462	0.81462	5478.00000	8218.00000	0.32635	0.18021	
3618418	0.18036	0.32636	1.00000	0.83946	0.82830	5481.00000	8218.00000	0.32636	0.18036	
3618419	0.18041	0.32636	1.00000	0.80678	0.80678	5482.00000	8218.00000	0.32636	0.18041	
3618420	0.18952	0.32656	1.00000	0.99041	0.97370	5660.00000	8217.00000	0.32656	0.18952	
3618421	0.18967	0.32667	1.00000	0.98469	0.97901	5663.00000	8219.00000	0.32667	0.18967	
3618422	0.19100	0.32671	1.00000	0.85875	0.81384	5689.00000	8219.00000	0.32671	0.19100	
3618423	0.19183	0.32668	1.00000	0.90912	0.89659	5705.00000	8218.00000	0.32668	0.19183	
3618424	0.19408	0.32679	1.00000	0.92209	0.89010	5749.00000	8219.00000	0.32679	0.19408	
3618425	0.19474	0.32692	1.00000	0.90801	0.90682	5762.00000	8221.00000	0.32692	0.19474	
3618426	0.19756	0.32689	1.00000	0.97396	0.92464	5817.00000	8219.00000	0.32689	0.19756	
3618427	0.19817	0.32686	1.00000	0.91827	0.88967	5829.00000	8218.00000	0.32686	0.19817	
3618428	0.19863	0.32692	1.00000	0.99064	0.98527	5838.00000	8219.00000	0.32692	0.19863	
3618429	0.20145	0.32700	1.00000	0.88168	0.85848	5893.00000	8219.00000	0.32700	0.20145	
3618430	0.20273	0.32709	1.00000	0.87432	0.86769	5918.00000	8220.00000	0.32709	0.20273	
3618431	0.20370	0.32706	1.00000	0.78496	0.78496	5937.00000	8219.00000	0.32706	0.20370	
3618432	0.20483	0.32710	1.00000	0.96542	0.94765	5959.00000	8219.00000	0.32710	0.20483	
3618433	0.20912	0.32727	1.00000	0.96798	0.95681	6043.00000	8220.00000	0.32727	0.20912	
3618434	0.20938	0.32727	1.00000	0.97098	0.95413	6048.00000	8220.00000	0.32727	0.20938	
3618435	0.20958	0.32728	1.00000	0.94925	0.94250	6052.00000	8220.00000	0.32728	0.20958	
3618436	0.20974	0.32723	1.00000	0.95044	0.94309	6055.00000	8219.00000	0.32723	0.20974	
3618437	0.21056	0.32726	1.00000	0.82096	0.78892	6071.00000	8219.00000	0.32726	0.21056	
3618709	0.15174	0.32561	1.00000	0.80323	0.79485	4922.00000	8219.00000	0.32561	0.15174	
3618710	0.15225	0.32567	1.00000	0.83785	0.82160	4932.00000	8220.00000	0.32567	0.15225	
3618711	0.15369	0.32571	1.00000	0.96377	0.95268	4960.00000	8220.00000	0.32571	0.15369	
3618712	0.15492	0.32575	1.00000	0.93131	0.92351	4984.00000	8220.00000	0.32575	0.15492	
3618713	0.15691	0.32585	1.00000	0.87456	0.87456	5023.00000	8221.00000	0.32585	0.15691	
3618714	0.16208	0.32590	1.00000	0.91675	0.89697	5124.00000	8219.00000	0.32590	0.16208	
3618715	0.16434	0.32596	1.00000	0.93412	0.89995	5168.00000	8219.00000	0.32596	0.16434	
3618716	0.16454	0.32607	1.00000	0.93391	0.85966	5172.00000	8221.00000	0.32607	0.16454	
3618717	0.16480	0.32597	1.00000	0.92353	0.91062	5177.00000	8219.00000	0.32597	0.16480	
3618718	0.16495	0.32598	1.00000	0.91533	0.87337	5180.00000	8219.00000	0.32598	0.16495	
3618719	0.16531	0.32604	1.00000	0.90728	0.89599	5187.00000	8220.00000	0.32604	0.16531	
3618720	0.16577	0.32600	1.00000	0.94996	0.93783	5196.00000	8219.00000	0.32600	0.16577	
3618721	0.16587	0.32611	1.00000	0.95902	0.95902	5198.00000	8221.00000	0.32611	0.16587	
3618722	0.17437	0.32629	1.00000	0.85643	0.85643	5364.00000	8220.00000	0.32629	0.17437	
3618723	0.17990	0.32645	1.00000	0.86235	0.85752	5472.00000	8220.00000	0.32645	0.17990	
3618724	0.18701	0.32665	1.00000	0.84057	0.84057	5611.00000	8220.00000	0.32665	0.18701	
3618725	0.18716	0.32670	1.00000	0.80984	0.80984	5614.00000	8221.00000	0.32670	0.18716	
3618726	0.18768	0.32661	1.00000	0.98858	0.97025	5624.00000	8219.00000	0.32661	0.18768	
3618727	0.19039	0.32679	1.00000	0.81907	0.80268	5677.00000	8221.00000	0.32679	0.19039	
3618728	0.19269	0.32681	1.00000	0.90547	0.93605	5722.00000	8220.00000	0.32681	0.19269	
3618729	0.19382	0.32689	1.00000	0.85146	0.83968	5744.00000	8221.00000	0.32689	0.19382	
3618730	0.19566	0.32689	1.00000	0.97933	0.97185	5780.00000	8220.00000	0.32689	0.19566	
3618731	0.19750	0.32699	1.00000	0.94703	0.93427	5816.00000	8221.00000	0.32699	0.19750	
3618732	0.20467	0.32714	1.00000	0.97823	0.95561	5956.00000	8220.00000	0.32714	0.20467	
3618985	0.14954	0.32565	1.00000	0.98944	0.96538	4879.00000	8221.00000	0.32565	0.14954	
3618986	0.15062	0.32563	1.00000	0.88430	0.85861	4900.00000	8220.00000	0.32563	0.15062	
3618987	0.15102	0.32569	1.00000	0.86379	0.82544	4908.00000	8221.00000	0.32569	0.15102	
3618988	0.15210	0.32572	1.00000	0.85922	0.83952	4929.00000	8221.00000	0.32572	0.15210	
3618989	0.15256	0.32573	1.00000	0.95196	0.94177	4938.00000	8221.00000	0.32573	0.15256	
3618990	0.15333	0.32570	1.00000	0.94903	0.93169	4953.00000	8220.00000	0.32570	0.15333	
3618991	0.15389	0.32572	1.00000	0.98647	0.97519	4964.00000	8220.00000	0.32572	0.15389	
3618992	0.15481	0.32579	1.00000	0.91709	0.91709	4982.00000	8221.00000	0.32579	0.15481	
3618993	0.15512	0.32575	1.00000	0.95427	0.95149	4988.00000	8220.00000	0.32575	0.15512	
3618994	0.15532	0.32581	1.00000	0.93870	0.93870	4992.00000	8221.00000	0.32581	0.15532	
3618995	0.15829	0.32589	1.00000	0.82010	0.80501	5050.00000	8221.00000	0.32589	0.15829	
3618996	0.16249	0.32606	1.00000	0.96170	0.93642	5132.00000	8222.00000	0.32606	0.16249	
3618997	0.16387	0.32605	1.00000	0.85260	0.84565	5159.00000	8221.00000	0.32605	0.16387	
3618998	0.16392	0.32605	1.00000	0.84999	0.84999	5160.00000	8221.00000	0.32605	0.16392	
3618999	0.16505	0.32608	1.00000	0.87236	0.87236	5182.00000	8221.00000	0.32608	0.16505	
3619000	0.16515	0.32608	1.00000	0.88337	0.86024	5184.00000	8221.00000	0.32608	0.16515	
3619001	0.16551	0.32609	1.00000	0.93888	0.91881	5191.00000	8221.00000	0.32609	0.16551	
3619002	0.16566	0.32615	1.00000	0.95587	0.94400	5194.00000	8222.00000	0.32615	0.16566	
3619003	0.16950	0.32621	1.00000	0.74616	0.74616	5269.00000	8221.00000	0.32621	0.16950	
3619004	0.17007	0.32622	1.00000	0.89910	0.82206	5280.00000	8221.00000	0.32622	0.17007	
3619005	0.18066	0.32657	1.00000	0.94382	0.93686	5487.00000	8222.00000	0.32657	0.18066	
3619006	0.18660	0.32669	1.00000	0.84992	0.84992	5603.00000	8221.00000	0.32669	0.18660	
3619007	0.18737	0.32671	1.00000	0.94914	0.93160	5618.00000	8221.00000	0.32671	0.18737	
3619008	0.19484	0.32692	1.00000	0.91942	0.90778	5764.00000	8221.00000	0.32692	0.19484	
3619009	0.19520	0.32698	1.00000	0.95825	0.91654	5771.00000	8222.00000	0.32698	0.19520	
3619010	0.19786	0.32700	1.00000	0.84456	0.84456	5823.00000	8221.00000	0.32700	0.19786	
3619011	0.19827	0.32701	1.00000	0.96556	0.95145	5831.00000	8221.00000	0.32701	0.19827	
3619012	0.20237	0.32713	1.00000	0.86492	0.83284	5911.00000	8221.00000	0.32713	0.20237	
3619013	0.20288	0.32709	1.00000	0.97499	0.95977	5921.00000	8220.00000	0.32709	0.20288	
3619014	0.20452	0.32719	1.00000	0.98983	0.97603	5953.00000	8221.00000	0.32719	0.20452	
3619015	0.20948	0.32728	1.00000	0.94386	0.92036	6050.00000	8220.00000	0.32728	0.20948	
3619275	0.14974	0.32581	1.00000	0.97997	0.96747	4883.00000	8224.00000	0.32581	0.14974	
3619276	0.15169	0.32571	1.00000	0.80045	0.79211	4921.00000	8221.00000	0.32571	0.15169	
3619277	0.15317	0.32575	1.00000	0.82770	0.82770	4950.00000	8221.00000	0.32575	0.15317	
3619278	0.15348	0.32581	1.00000	0.97491	0.95199	4956.00000	8222.00000	0.32581	0.15348	
3619279	0.16223	0.32605	1.00000	0.95577	0.93064	5127.00000	8222.00000	0.32605	0.16223	
3619280	0.16264	0.32601	1.00000	0.90944	0.90944	5135.00000	8221.00000	0.32601	0.16264	
3619281	0.16474	0.32612	1.00000	0.96122	0.91292	5176.00000	8222.00000	0.32612	0.16474	
3619282	0.16955	0.32621	1.00000	0.90955	0.90955	5270.00000	8221.00000	0.32621	0.16955	
3619283	0.16986	0.32627	1.00000	0.94329	0.90216	5276.00000	8222.00000	0.32627	0.16986	
3619284	0.17047	0.32629	1.00000	0.82770	0.71608	5288.00000	8222.00000	0.32629	0.17047	
3619285	0.17078	0.32624	1.00000	0.94489	0.89560	5294.00000	8221.00000	0.32624	0.17078	
3619286	0.17140	0.32626	1.00000	0.96818	0.94485	5306.00000	8221.00000	0.32626	0.17140	
3619287	0.17175	0.32627	1.00000	0.97022	0.97022	5313.00000	8221.00000	0.32627	0.17175	
3619288	0.17718	0.32647	1.00000	0.85584	0.85584	5419.00000	8222.00000	0.32647	0.17718	
3619289	0.18010	0.32656	1.00000	0.91527	0.87878	5476.00000	8222.00000	0.32656	0.18010	
3619290	0.18030	0.32651	1.00000	0.91664	0.91062	5480.00000	8221.00000	0.32651	0.18030	
3619291	0.18040	0.32656	1.00000	0.94841	0.92339	5482.00000	8222.00000	0.32656	0.18040	
3619292	0.18685	0.32675	1.00000	0.95409	0.90642	5608.00000	8222.00000	0.32675	0.18685	
3619293	0.18752	0.32676	1.00000	0.94053	0.93217	5621.00000	8222.00000	0.32676	0.18752	
3619294	0.18977	0.32683	1.00000	0.96088	0.93383	5665.00000	8222.00000	0.32683	0.18977	
3619295	0.19218	0.32689	1.00000	0.94973	0.89715	5712.00000	8222.00000	0.32689	0.19218	
3619296	0.19294	0.32697	1.00000	0.85869	0.84537	5727.00000	8223.00000	0.32697	0.19294	
3619297	0.19499	0.32697	1.00000	0.96529	0.96244	5767.00000	8222.00000	0.32697	0.19499	
3619298	0.19561	0.32704	1.00000	0.97917	0.93761	5779.00000	8223.00000	0.32704	0.19561	
3619299	0.19735	0.32704	1.00000	0.97167	0.94870	5813.00000	8222.00000	0.32704	0.19735	
3619300	0.19847	0.32707	1.00000	1.00000	0.98729	5835.00000	8222.00000	0.32707	0.19847	
3619301	0.20165	0.32711	1.00000	0.96428	0.89679	5897.00000	8221.00000	0.32711	0.20165	
3619302	0.20191	0.32712	1.00000	0.98133	0.95836	5902.00000	8221.00000	0.32712	0.20191	
3619303	0.20206	0.32717	1.00000	0.96889	0.95919	5905.00000	8222.00000	0.32717	0.20206	
3619304	0.20303	0.32725	1.00000	0.95897	0.95531	5924.00000	8223.00000	0.32725	0.20303	
3619305	0.20897	0.32742	1.00000	0.82601	0.82601	6040.00000	8223.00000	0.32742	0.20897	
3619306	0.21112	0.32743	1.00000	0.93909	0.93710	6082.00000	8222.00000	0.32743	0.21112	
3619574	0.14959	0.32575	1.00000	0.97228	0.97228	4880.00000	8223.00000	0.32575	0.14959	
3619575	0.15071	0.32578	1.00000	0.88582	0.86617	4902.00000	8223.00000	0.32578	0.15071	
3619576	0.15128	0.32580	1.00000	0.87142	0.84377	4913.00000	8223.00000	0.32580	0.15128	
3619577	0.15148	0.32586	1.00000	0.90568	0.90128	4917.00000	8224.00000	0.32586	0.15148	
3619578	0.15256	0.32583	1.00000	0.94842	0.94842	4938.00000	8223.00000	0.32583	0.15256	
3619579	0.15445	0.32584	1.00000	0.98045	0.97110	4975.00000	8222.00000	0.32584	0.15445	
