	AreaShape_Center_X	AreaShape_Center_Y	ImageNumber	Intensity_MaxIntensityEdge_Costum	Intensity_UpperQuartileIntensity_Costum	AreaShape_Center_X_Orig	AreaShape_Center_Y_Orig	AreaShape_Center_Y_NoLocalAdjustment	AreaShape_Center_X_NoLocalAdjustment
3499125	0.20697	0.29956	1.00000	0.82331	0.81583	5986.00000	7683.00000	0.29956	0.20697	
3499126	0.20754	0.29953	1.00000	0.92338	0.92225	5997.00000	7682.00000	0.29953	0.20754	
3499248	0.20743	0.29963	1.00000	0.96056	0.94628	5995.00000	7684.00000	0.29963	0.20743	
3499249	0.20835	0.29965	1.00000	0.90184	0.90184	6013.00000	7684.00000	0.29965	0.20835	
3499376	0.20293	0.29955	1.00000	0.83418	0.83418	5907.00000	7685.00000	0.29955	0.20293	
3499377	0.20323	0.29956	1.00000	0.86801	0.85001	5913.00000	7685.00000	0.29956	0.20323	
3499378	0.20462	0.29955	1.00000	0.95930	0.95502	5940.00000	7684.00000	0.29955	0.20462	
3499379	0.20774	0.29964	1.00000	0.98026	0.95305	6001.00000	7684.00000	0.29964	0.20774	
3499481	0.20426	0.29959	1.00000	0.98195	0.96710	5933.00000	7685.00000	0.29959	0.20426	
3499482	0.20610	0.29964	1.00000	0.98149	0.94980	5969.00000	7685.00000	0.29964	0.20610	
3499483	0.20794	0.29969	1.00000	0.99359	0.97237	6005.00000	7685.00000	0.29969	0.20794	
3499484	0.20825	0.29965	1.00000	0.96851	0.95270	6011.00000	7684.00000	0.29965	0.20825	
3499485	0.20851	0.29976	1.00000	0.90874	0.90874	6016.00000	7686.00000	0.29976	0.20851	
3499590	0.20282	0.29960	1.00000	0.97177	0.88849	5905.00000	7686.00000	0.29960	0.20282	
3499591	0.20354	0.29962	1.00000	0.90855	0.90855	5919.00000	7686.00000	0.29962	0.20354	
3499592	0.20431	0.29975	1.00000	0.97058	0.95594	5934.00000	7688.00000	0.29975	0.20431	
3499593	0.20466	0.29981	1.00000	0.95208	0.84976	5941.00000	7689.00000	0.29981	0.20466	
3499594	0.20538	0.29978	1.00000	0.33871	0.31772	5955.00000	7688.00000	0.29978	0.20538	
3499595	0.20589	0.29969	1.00000	0.98131	0.95375	5965.00000	7686.00000	0.29969	0.20589	
3499596	0.20763	0.29979	1.00000	0.97171	0.96366	5999.00000	7687.00000	0.29979	0.20763	
3499597	0.20820	0.29980	1.00000	0.99512	0.97491	6010.00000	7687.00000	0.29980	0.20820	
3499729	0.20251	0.29969	1.00000	0.98466	0.95980	5899.00000	7688.00000	0.29969	0.20251	
3499730	0.20262	0.29954	1.00000	0.97309	0.95285	5901.00000	7685.00000	0.29954	0.20262	
3499731	0.20298	0.29966	1.00000	0.85172	0.82786	5908.00000	7687.00000	0.29966	0.20298	
3499732	0.20569	0.29963	1.00000	0.93873	0.91389	5961.00000	7685.00000	0.29963	0.20569	
3499733	0.20620	0.29980	1.00000	0.95286	0.95286	5971.00000	7688.00000	0.29980	0.20620	
3499734	0.20784	0.29984	1.00000	0.97239	0.97239	6003.00000	7688.00000	0.29984	0.20784	
3499735	0.20794	0.29990	1.00000	0.99403	0.98647	6005.00000	7689.00000	0.29990	0.20794	
3499843	0.20302	0.29976	1.00000	0.81974	0.81974	5909.00000	7689.00000	0.29976	0.20302	
3499844	0.20343	0.29977	1.00000	0.92746	0.89250	5917.00000	7689.00000	0.29977	0.20343	
3499845	0.20435	0.29985	1.00000	0.94585	0.94440	5935.00000	7690.00000	0.29985	0.20435	
3499846	0.20497	0.29982	1.00000	0.91746	0.89325	5947.00000	7689.00000	0.29982	0.20497	
3499847	0.20558	0.29983	1.00000	0.92325	0.87517	5959.00000	7689.00000	0.29983	0.20558	
3499950	0.20236	0.29974	1.00000	0.98788	0.98005	5896.00000	7689.00000	0.29974	0.20236	
3499951	0.20256	0.29980	1.00000	0.97769	0.97769	5900.00000	7690.00000	0.29980	0.20256	
3499952	0.20364	0.29978	1.00000	0.95680	0.95617	5921.00000	7689.00000	0.29978	0.20364	
3499953	0.20374	0.29994	1.00000	0.96996	0.95085	5923.00000	7692.00000	0.29994	0.20374	
3499954	0.20809	0.30001	1.00000	0.98947	0.97910	6008.00000	7691.00000	0.30001	0.20809	
3500065	0.20445	0.29990	1.00000	0.93510	0.91001	5937.00000	7691.00000	0.29990	0.20445	
3500066	0.20773	0.30000	1.00000	0.98341	0.96005	6001.00000	7691.00000	0.30000	0.20773	
3500067	0.20932	0.30004	1.00000	0.85368	0.84260	6032.00000	7691.00000	0.30004	0.20932	
3500068	0.20973	0.30005	1.00000	0.99264	0.98168	6040.00000	7691.00000	0.30005	0.20973	
3500167	0.19544	0.29970	1.00000	0.83387	0.83387	5761.00000	7692.00000	0.29970	0.19544	
3500169	0.20235	0.29990	1.00000	0.98814	0.98528	5896.00000	7692.00000	0.29990	0.20235	
3500170	0.20256	0.29990	1.00000	0.99244	0.98394	5900.00000	7692.00000	0.29990	0.20256	
3500171	0.20558	0.30004	1.00000	0.88439	0.85440	5959.00000	7693.00000	0.30004	0.20558	
3500172	0.20834	0.30006	1.00000	0.97978	0.94358	6013.00000	7692.00000	0.30006	0.20834	
3500173	0.20921	0.30009	1.00000	0.91820	0.89684	6030.00000	7692.00000	0.30009	0.20921	
3500174	0.20947	0.30015	1.00000	0.98982	0.98349	6035.00000	7693.00000	0.30015	0.20947	
3500285	0.20517	0.30008	1.00000	0.92176	0.83175	5951.00000	7694.00000	0.30008	0.20517	
3500286	0.20793	0.30005	1.00000	0.96011	0.88936	6005.00000	7692.00000	0.30005	0.20793	
3500287	0.20962	0.30015	1.00000	0.98947	0.98366	6038.00000	7693.00000	0.30015	0.20962	
3500392	0.19539	0.29986	1.00000	0.77868	0.77868	5760.00000	7695.00000	0.29986	0.19539	
3500393	0.20455	0.30001	1.00000	0.93666	0.90210	5939.00000	7693.00000	0.30001	0.20455	
3500394	0.20788	0.30021	1.00000	0.91981	0.87703	6004.00000	7695.00000	0.30021	0.20788	
3500395	0.20870	0.30018	1.00000	0.97080	0.96884	6020.00000	7694.00000	0.30018	0.20870	
3500468	0.20470	0.30012	1.00000	0.85482	0.85482	5942.00000	7695.00000	0.30012	0.20470	
3500469	0.20819	0.30016	1.00000	0.94320	0.93987	6010.00000	7694.00000	0.30016	0.20819	
3500589	0.20225	0.30010	1.00000	0.89469	0.89469	5894.00000	7696.00000	0.30010	0.20225	
3500590	0.20235	0.30010	1.00000	0.88841	0.85721	5896.00000	7696.00000	0.30010	0.20235	
3500591	0.20445	0.30016	1.00000	0.94801	0.93181	5937.00000	7696.00000	0.30016	0.20445	
3500592	0.20496	0.30018	1.00000	0.92388	0.92465	5947.00000	7696.00000	0.30018	0.20496	
3500593	0.20537	0.30019	1.00000	0.86677	0.86677	5955.00000	7696.00000	0.30019	0.20537	
3500680	0.20245	0.30021	1.00000	0.75021	0.75021	5898.00000	7698.00000	0.30021	0.20245	
3500681	0.20281	0.30022	1.00000	0.93230	0.90135	5905.00000	7698.00000	0.30022	0.20281	
3500682	0.20460	0.30022	1.00000	0.95526	0.93400	5940.00000	7697.00000	0.30022	0.20460	
3500683	0.20808	0.30037	1.00000	0.90476	0.88439	6008.00000	7698.00000	0.30037	0.20808	
3500684	0.20834	0.30032	1.00000	0.94640	0.92180	6013.00000	7697.00000	0.30032	0.20834	
3500685	0.20844	0.30038	1.00000	0.93551	0.92695	6015.00000	7698.00000	0.30038	0.20844	
3500686	0.20864	0.30038	1.00000	0.95056	0.94439	6019.00000	7698.00000	0.30038	0.20864	
3500687	0.20895	0.30039	1.00000	0.93236	0.92287	6025.00000	7698.00000	0.30039	0.20895	
3500791	0.19743	0.30007	1.00000	0.82947	0.81422	5800.00000	7698.00000	0.30007	0.19743	
3500792	0.20296	0.30017	1.00000	0.96004	0.92652	5908.00000	7697.00000	0.30017	0.20296	
3500793	0.20414	0.30026	1.00000	0.87731	0.86228	5931.00000	7698.00000	0.30026	0.20414	
3500794	0.20475	0.30027	1.00000	0.95581	0.92213	5943.00000	7698.00000	0.30027	0.20475	
3500899	0.19646	0.30009	1.00000	0.88151	0.88151	5781.00000	7699.00000	0.30009	0.19646	
3500979	0.20311	0.30033	1.00000	0.95356	0.94761	5911.00000	7700.00000	0.30033	0.20311	
3500980	0.20813	0.30047	1.00000	0.93961	0.93442	6009.00000	7700.00000	0.30047	0.20813	
3500981	0.20854	0.30048	1.00000	0.96509	0.94039	6017.00000	7700.00000	0.30048	0.20854	
3500982	0.20884	0.30049	1.00000	0.95748	0.94122	6023.00000	7700.00000	0.30049	0.20884	
3501094	0.19645	0.30019	1.00000	0.81510	0.81510	5781.00000	7701.00000	0.30019	0.19645	
3501095	0.20956	0.30051	1.00000	0.95050	0.93455	6037.00000	7700.00000	0.30051	0.20956	
3501096	0.20992	0.30057	1.00000	0.94156	0.91779	6044.00000	7701.00000	0.30057	0.20992	
3501181	0.20229	0.30041	1.00000	0.90826	0.89367	5895.00000	7702.00000	0.30041	0.20229	
3501182	0.20249	0.30042	1.00000	0.89905	0.87945	5899.00000	7702.00000	0.30042	0.20249	
3501183	0.20388	0.30045	1.00000	0.91464	0.87122	5926.00000	7702.00000	0.30045	0.20388	
3501184	0.20449	0.30047	1.00000	0.92267	0.91813	5938.00000	7702.00000	0.30047	0.20449	
3501185	0.20505	0.30044	1.00000	0.89540	0.87610	5949.00000	7701.00000	0.30044	0.20505	
3501186	0.20874	0.30064	1.00000	0.93319	0.93247	6021.00000	7703.00000	0.30064	0.20874	
3501187	0.20976	0.30062	1.00000	0.96259	0.93138	6041.00000	7702.00000	0.30062	0.20976	
3501295	0.20480	0.30048	1.00000	0.98371	0.96963	5944.00000	7702.00000	0.30048	0.20480	
3501296	0.20526	0.30054	1.00000	0.89952	0.90710	5953.00000	7703.00000	0.30054	0.20526	
3501297	0.20822	0.30068	1.00000	0.97750	0.96860	6011.00000	7704.00000	0.30068	0.20822	
3501298	0.20848	0.30063	1.00000	0.97603	0.95756	6016.00000	7703.00000	0.30063	0.20848	
3501299	0.20858	0.30069	1.00000	0.87554	0.86767	6018.00000	7704.00000	0.30069	0.20858	
3501300	0.20925	0.30071	1.00000	0.96851	0.95134	6031.00000	7704.00000	0.30071	0.20925	
3501301	0.20945	0.30071	1.00000	0.94881	0.90426	6035.00000	7704.00000	0.30071	0.20945	
3501302	0.20961	0.30067	1.00000	0.96654	0.95191	6038.00000	7703.00000	0.30067	0.20961	
3501407	0.20249	0.30057	1.00000	0.89356	0.86299	5899.00000	7705.00000	0.30057	0.20249	
3501408	0.20398	0.30056	1.00000	0.93414	0.89455	5928.00000	7704.00000	0.30056	0.20398	
3501409	0.20894	0.30070	1.00000	0.97824	0.97280	6025.00000	7704.00000	0.30070	0.20894	
3501513	0.20208	0.30051	1.00000	0.97058	0.93722	5891.00000	7704.00000	0.30051	0.20208	
3501514	0.20244	0.30057	1.00000	0.81989	0.81989	5898.00000	7705.00000	0.30057	0.20244	
3501515	0.20352	0.30050	1.00000	1.00000	0.98640	5919.00000	7703.00000	0.30050	0.20352	
3501516	0.20914	0.30076	1.00000	0.95471	0.95471	6029.00000	7705.00000	0.30076	0.20914	
3501615	0.19660	0.30040	1.00000	0.78574	0.78543	5784.00000	7705.00000	0.30040	0.19660	
3501616	0.20223	0.30061	1.00000	0.97364	0.92496	5894.00000	7706.00000	0.30061	0.20223	
3501617	0.20382	0.30061	1.00000	0.98428	0.97307	5925.00000	7705.00000	0.30061	0.20382	
3501618	0.20484	0.30069	1.00000	1.00000	0.98701	5945.00000	7706.00000	0.30069	0.20484	
3501619	0.20848	0.30074	1.00000	0.96333	0.94992	6016.00000	7705.00000	0.30074	0.20848	
3501620	0.20883	0.30090	1.00000	0.99085	0.97888	6023.00000	7708.00000	0.30090	0.20883	
3501621	0.20945	0.30082	1.00000	0.86850	0.86850	6035.00000	7706.00000	0.30082	0.20945	
3501726	0.19071	0.30029	1.00000	0.79425	0.79425	5669.00000	7706.00000	0.30029	0.19071	
3501727	0.19215	0.30038	1.00000	0.88259	0.85003	5697.00000	7707.00000	0.30038	0.19215	
3501728	0.20238	0.30067	1.00000	0.89343	0.85715	5897.00000	7707.00000	0.30067	0.20238	
3501729	0.20366	0.30081	1.00000	1.00000	0.99000	5922.00000	7709.00000	0.30081	0.20366	
3501730	0.20807	0.30083	1.00000	0.94054	0.93105	6008.00000	7707.00000	0.30083	0.20807	
3501731	0.20868	0.30079	1.00000	0.97501	0.93387	6020.00000	7706.00000	0.30079	0.20868	
3501823	0.18815	0.30032	1.00000	0.70370	0.70370	5619.00000	7708.00000	0.30032	0.18815	
3501824	0.18841	0.30033	1.00000	0.71221	0.71221	5624.00000	7708.00000	0.30033	0.18841	
3501825	0.19696	0.30062	1.00000	0.77819	0.77495	5791.00000	7709.00000	0.30062	0.19696	
3501826	0.20197	0.30066	1.00000	0.86279	0.86279	5889.00000	7707.00000	0.30066	0.20197	
3501827	0.20264	0.30073	1.00000	0.96894	0.95418	5902.00000	7708.00000	0.30073	0.20264	
3501828	0.20305	0.30079	1.00000	0.79125	0.79096	5910.00000	7709.00000	0.30079	0.20305	
3501829	0.20382	0.30076	1.00000	0.98251	0.97499	5925.00000	7708.00000	0.30076	0.20382	
3501830	0.20448	0.30073	1.00000	0.82161	0.80729	5938.00000	7707.00000	0.30073	0.20448	
3501831	0.20832	0.30089	1.00000	0.95814	0.94417	6013.00000	7708.00000	0.30089	0.20832	
3501832	0.20904	0.30096	1.00000	0.97913	0.96336	6027.00000	7709.00000	0.30096	0.20904	
3501923	0.20284	0.30079	1.00000	0.97744	0.93376	5906.00000	7709.00000	0.30079	0.20284	
3501924	0.20494	0.30090	1.00000	0.99025	0.95964	5947.00000	7710.00000	0.30090	0.20494	
3501925	0.20545	0.30091	1.00000	0.83815	0.83805	5957.00000	7710.00000	0.30091	0.20545	
3501926	0.20566	0.30086	1.00000	0.92323	0.85891	5961.00000	7709.00000	0.30086	0.20566	
3501927	0.20719	0.30091	1.00000	0.88151	0.85158	5991.00000	7709.00000	0.30091	0.20719	
3501928	0.20858	0.30089	1.00000	0.93811	0.91050	6018.00000	7708.00000	0.30089	0.20858	
3502025	0.19009	0.30048	1.00000	0.84194	0.83579	5657.00000	7710.00000	0.30048	0.19009	
3502026	0.19260	0.30055	1.00000	0.78457	0.78457	5706.00000	7710.00000	0.30055	0.19260	
3502027	0.20202	0.30081	1.00000	0.89613	0.88409	5890.00000	7710.00000	0.30081	0.20202	
3502028	0.20258	0.30093	1.00000	0.91988	0.91988	5901.00000	7712.00000	0.30093	0.20258	
3502128	0.20248	0.30083	1.00000	0.92333	0.91693	5899.00000	7710.00000	0.30083	0.20248	
3502129	0.20560	0.30097	1.00000	0.84129	0.84129	5960.00000	7711.00000	0.30097	0.20560	
3502130	0.20822	0.30099	1.00000	0.93389	0.92868	6011.00000	7710.00000	0.30099	0.20822	
3502131	0.20913	0.30112	1.00000	0.84860	0.84380	6029.00000	7712.00000	0.30112	0.20913	
3502235	0.18374	0.30040	1.00000	0.70529	0.70529	5533.00000	7712.00000	0.30040	0.18374	
3502236	0.20361	0.30091	1.00000	0.82478	0.81218	5921.00000	7711.00000	0.30091	0.20361	
3502327	0.20151	0.30095	1.00000	0.87385	0.87385	5880.00000	7713.00000	0.30095	0.20151	
3502328	0.20207	0.30092	1.00000	0.95091	0.93366	5891.00000	7712.00000	0.30092	0.20207	
3502329	0.20662	0.30110	1.00000	0.97034	0.95694	5980.00000	7713.00000	0.30110	0.20662	
3502330	0.20842	0.30110	1.00000	0.79306	0.79306	6015.00000	7712.00000	0.30110	0.20842	
3502419	0.20422	0.30113	1.00000	0.95690	0.94653	5933.00000	7715.00000	0.30113	0.20422	
3502420	0.20457	0.30119	1.00000	0.84907	0.83857	5940.00000	7716.00000	0.30119	0.20457	
3502421	0.20637	0.30119	1.00000	0.98076	0.96520	5975.00000	7715.00000	0.30119	0.20637	
3502422	0.20765	0.30118	1.00000	0.87907	0.87907	6000.00000	7714.00000	0.30118	0.20765	
3502423	0.20826	0.30119	1.00000	0.94840	0.93216	6012.00000	7714.00000	0.30119	0.20826	
3502539	0.18077	0.30053	1.00000	0.87509	0.87509	5475.00000	7716.00000	0.30053	0.18077	
3502540	0.20401	0.30118	1.00000	0.95516	0.92693	5929.00000	7716.00000	0.30118	0.20401	
3502631	0.20186	0.30117	1.00000	0.98943	0.98261	5887.00000	7717.00000	0.30117	0.20186	
3502632	0.20452	0.30119	1.00000	0.84379	0.82333	5939.00000	7716.00000	0.30119	0.20452	
3502633	0.20483	0.30120	1.00000	0.96743	0.94449	5945.00000	7716.00000	0.30120	0.20483	
3502634	0.20580	0.30118	1.00000	0.96123	0.93325	5964.00000	7715.00000	0.30118	0.20580	
3502635	0.20887	0.30137	1.00000	0.94569	0.93429	6024.00000	7717.00000	0.30137	0.20887	
3502636	0.20897	0.30132	1.00000	0.94240	0.94240	6026.00000	7716.00000	0.30132	0.20897	
3502741	0.18374	0.30071	1.00000	0.80130	0.78732	5533.00000	7718.00000	0.30071	0.18374	
3502742	0.19341	0.30088	1.00000	0.86255	0.85392	5722.00000	7716.00000	0.30088	0.19341	
3502743	0.20375	0.30122	1.00000	0.87127	0.87127	5924.00000	7717.00000	0.30122	0.20375	
3502744	0.20498	0.30121	1.00000	0.95714	0.91846	5948.00000	7716.00000	0.30121	0.20498	
3502745	0.20652	0.30130	1.00000	0.97860	0.95911	5978.00000	7717.00000	0.30130	0.20652	
3502746	0.20780	0.30134	1.00000	0.86732	0.85546	6003.00000	7717.00000	0.30134	0.20780	
3502829	0.19264	0.30091	1.00000	0.80791	0.80791	5707.00000	7717.00000	0.30091	0.19264	
3502830	0.20175	0.30127	1.00000	0.99115	0.98081	5885.00000	7719.00000	0.30127	0.20175	
3502831	0.20232	0.30118	1.00000	0.84330	0.84186	5896.00000	7717.00000	0.30118	0.20232	
3502832	0.20472	0.30130	1.00000	0.96704	0.93274	5943.00000	7718.00000	0.30130	0.20472	
3502833	0.20524	0.30121	1.00000	1.00000	0.96799	5953.00000	7716.00000	0.30121	0.20524	
3502834	0.20815	0.30140	1.00000	0.93387	0.90110	6010.00000	7718.00000	0.30140	0.20815	
3502938	0.19556	0.30110	1.00000	0.86299	0.86299	5764.00000	7719.00000	0.30110	0.19556	
3502939	0.20155	0.30126	1.00000	0.99092	0.97717	5881.00000	7719.00000	0.30126	0.20155	
3502940	0.20616	0.30129	1.00000	0.97990	0.95933	5971.00000	7717.00000	0.30129	0.20616	
3503051	0.20421	0.30139	1.00000	0.95677	0.92347	5933.00000	7720.00000	0.30139	0.20421	
3503052	0.20513	0.30142	1.00000	0.98554	0.91429	5951.00000	7720.00000	0.30142	0.20513	
3503053	0.20564	0.30138	1.00000	0.96449	0.94972	5961.00000	7719.00000	0.30138	0.20564	
3503054	0.20605	0.30139	1.00000	0.98453	0.95865	5969.00000	7719.00000	0.30139	0.20605	
3503055	0.20764	0.30154	1.00000	0.91615	0.87675	6000.00000	7721.00000	0.30154	0.20764	
3503056	0.20882	0.30152	1.00000	0.89783	0.89783	6023.00000	7720.00000	0.30152	0.20882	
3503153	0.20190	0.30138	1.00000	0.75222	0.75222	5888.00000	7721.00000	0.30138	0.20190	
3503154	0.20406	0.30133	1.00000	0.90203	0.89393	5930.00000	7719.00000	0.30133	0.20406	
3503155	0.20457	0.30135	1.00000	0.95722	0.92328	5940.00000	7719.00000	0.30135	0.20457	
3503156	0.20533	0.30158	1.00000	0.99430	0.97288	5955.00000	7723.00000	0.30158	0.20533	
3503157	0.20584	0.30149	1.00000	0.96994	0.91235	5965.00000	7721.00000	0.30149	0.20584	
3503239	0.20016	0.30138	1.00000	0.82722	0.82722	5854.00000	7722.00000	0.30138	0.20016	
3503240	0.20436	0.30150	1.00000	0.95515	0.94195	5936.00000	7722.00000	0.30150	0.20436	
3503241	0.20605	0.30154	1.00000	0.98832	0.97489	5969.00000	7722.00000	0.30154	0.20605	
3503242	0.20661	0.30161	1.00000	0.91177	0.91177	5980.00000	7723.00000	0.30161	0.20661	
3503243	0.20789	0.30154	1.00000	0.91578	0.88457	6005.00000	7721.00000	0.30154	0.20789	
3503337	0.19161	0.30119	1.00000	0.77442	0.77442	5687.00000	7723.00000	0.30119	0.19161	
3503338	0.19816	0.30137	1.00000	0.94413	0.94413	5815.00000	7723.00000	0.30137	0.19816	
3503339	0.20461	0.30150	1.00000	0.96800	0.94130	5941.00000	7722.00000	0.30150	0.20461	
3503340	0.20553	0.30163	1.00000	0.87435	0.86978	5959.00000	7724.00000	0.30163	0.20553	
3503341	0.20743	0.30163	1.00000	0.73507	0.73507	5996.00000	7723.00000	0.30163	0.20743	
3503342	0.20968	0.30175	1.00000	0.94896	0.93322	6040.00000	7724.00000	0.30175	0.20968	
3503432	0.18885	0.30116	1.00000	0.78105	0.78105	5633.00000	7724.00000	0.30116	0.18885	
3503433	0.18890	0.30117	1.00000	0.80380	0.80380	5634.00000	7724.00000	0.30117	0.18890	
3503434	0.20185	0.30143	1.00000	0.92426	0.89333	5887.00000	7722.00000	0.30143	0.20185	
3503435	0.20548	0.30163	1.00000	0.86083	0.84273	5958.00000	7724.00000	0.30163	0.20548	
3503436	0.20815	0.30165	1.00000	0.96572	0.90411	6010.00000	7723.00000	0.30165	0.20815	
3503437	0.20825	0.30171	1.00000	0.80257	0.80257	6012.00000	7724.00000	0.30171	0.20825	
3503438	0.20968	0.30185	1.00000	0.93281	0.91934	6040.00000	7726.00000	0.30185	0.20968	
3503539	0.18383	0.30113	1.00000	0.78424	0.78424	5535.00000	7726.00000	0.30113	0.18383	
3503540	0.20164	0.30147	1.00000	0.98230	0.96653	5883.00000	7723.00000	0.30147	0.20164	
3503541	0.20220	0.30164	1.00000	0.83589	0.83589	5894.00000	7726.00000	0.30164	0.20220	
3503542	0.20379	0.30164	1.00000	0.98748	0.96841	5925.00000	7725.00000	0.30164	0.20379	
3503543	0.20410	0.30164	1.00000	0.99016	0.96724	5931.00000	7725.00000	0.30164	0.20410	
3503544	0.20482	0.30166	1.00000	0.98616	0.95934	5945.00000	7725.00000	0.30166	0.20482	
3503545	0.20512	0.30172	1.00000	0.82691	0.80147	5951.00000	7726.00000	0.30172	0.20512	
3503546	0.20691	0.30172	1.00000	0.99221	0.97059	5986.00000	7725.00000	0.30172	0.20691	
3503547	0.20911	0.30184	1.00000	0.92191	0.87820	6029.00000	7726.00000	0.30184	0.20911	
3503548	0.20927	0.30174	1.00000	0.90268	0.90268	6032.00000	7724.00000	0.30174	0.20927	
3503638	0.18316	0.30111	1.00000	0.78466	0.78466	5522.00000	7726.00000	0.30111	0.18316	
3503639	0.19683	0.30149	1.00000	0.96114	0.94675	5789.00000	7726.00000	0.30149	0.19683	
3503640	0.19703	0.30150	1.00000	0.97785	0.95581	5793.00000	7726.00000	0.30150	0.19703	
3503641	0.19790	0.30152	1.00000	0.97681	0.97277	5810.00000	7726.00000	0.30152	0.19790	
3503642	0.20251	0.30165	1.00000	0.95809	0.97091	5900.00000	7726.00000	0.30165	0.20251	
3503643	0.20369	0.30168	1.00000	0.93749	0.93749	5923.00000	7726.00000	0.30168	0.20369	
3503644	0.20389	0.30174	1.00000	0.99057	0.97333	5927.00000	7727.00000	0.30174	0.20389	
3503645	0.20456	0.30166	1.00000	0.98687	0.97358	5940.00000	7725.00000	0.30166	0.20456	
3503646	0.20579	0.30174	1.00000	0.88698	0.88232	5964.00000	7726.00000	0.30174	0.20579	
3503647	0.20686	0.30188	1.00000	1.00000	0.95300	5985.00000	7728.00000	0.30188	0.20686	
3503648	0.20794	0.30175	1.00000	0.98956	0.96103	6006.00000	7725.00000	0.30175	0.20794	
3503649	0.20993	0.30186	1.00000	0.95977	0.95977	6045.00000	7726.00000	0.30186	0.20993	
3503767	0.18541	0.30127	1.00000	0.85647	0.85313	5566.00000	7728.00000	0.30127	0.18541	
3503768	0.19642	0.30148	1.00000	0.93836	0.91193	5781.00000	7726.00000	0.30148	0.19642	
3503769	0.19693	0.30149	1.00000	0.92454	0.92454	5791.00000	7726.00000	0.30149	0.19693	
3503770	0.19729	0.30150	1.00000	0.96292	0.90321	5798.00000	7726.00000	0.30150	0.19729	
3503771	0.19816	0.30153	1.00000	0.98524	0.97554	5815.00000	7726.00000	0.30153	0.19816	
3503772	0.20159	0.30168	1.00000	0.97019	0.96630	5882.00000	7727.00000	0.30168	0.20159	
3503773	0.20184	0.30168	1.00000	0.98151	0.96930	5887.00000	7727.00000	0.30168	0.20184	
